Baseline,Background,SiO2,Dolomite,Observed,Difference
62.563,305.24,315.65,308.18,304,-14.6
62.6132,305.01,315.44,308.2,315,-3.63
62.6633,304.77,315.25,308.29,320,1.23
62.7134,304.53,315.1,308.45,350,30.98
62.7636,304.29,314.98,308.69,346,26.62
62.8137,304.05,314.9,309.08,301,-18.93
62.8639,303.82,314.88,309.67,335,14.27
62.914,303.58,314.9,310.52,308,-13.84
62.9641,303.35,314.99,311.75,318,-5.38
63.0143,303.11,315.13,313.46,314,-11.49
63.0644,302.88,315.37,315.85,329,0.66
63.1145,302.64,315.7,319.27,340,7.67
63.1647,302.41,316.15,324.56,319,-19.3
63.2148,302.18,316.75,333.33,361,13.1
63.2649,301.94,317.52,347.82,339,-24.4
63.3151,301.71,318.54,367.57,342,-42.4
63.3652,301.48,319.85,380.37,379,-19.74
63.4154,301.25,321.57,374.83,363,-32.15
63.4655,301.02,323.84,365.02,422,34.17
63.5156,300.79,326.86,359.87,415,29.06
63.5658,300.56,330.94,351.49,418,36.12
63.6159,300.33,336.52,338.12,346,-28.31
63.666,300.1,344.14,326.66,368,-2.7
63.7162,299.88,354.41,319.13,350,-23.65
63.7663,299.65,368.32,314.42,383,-0.09
63.8165,299.42,388.87,311.44,419,18.1
63.8666,299.2,423.46,309.56,457,23.18
63.9167,298.97,486.41,308.39,509,13.16
63.9669,298.75,596.55,307.79,619,13.4
64.017,298.53,722.4,307.68,744,12.45
64.0671,298.31,724.63,308.04,703,-31.35
64.1173,298.09,642.59,308.95,648,-5.44
64.1674,297.87,609.62,310.68,631,8.57
64.2175,297.65,592.8,313.85,562,-47
64.2677,297.43,521.72,319.46,485,-58.74
64.3178,297.21,444.85,328.17,474,-1.81
64.368,296.99,395.83,336.67,375,-60.51
64.4181,296.77,367.3,337.16,403,-4.69
64.4682,296.56,350.02,332.03,366,-19.49
64.5184,296.34,338.91,328.82,339,-32.39
64.5685,296.13,331.37,326.32,341,-20.56
64.6186,295.92,326.03,320.95,332,-19.06
64.6688,295.71,322.12,315.13,349,7.46
64.7189,295.5,319.18,311.33,343,8
64.7691,295.29,316.91,309.55,325,-6.17
64.8192,295.08,315.16,309.53,365,35.39
64.8693,294.87,313.78,311.41,372,41.68
64.9195,294.66,312.71,315.73,344,10.21
64.9696,294.46,311.91,322.09,336,-3.53
65.0197,294.25,311.31,325.83,343,0.12
65.0699,294.05,310.92,323.13,334,-6
65.12,293.84,310.72,319.13,308,-28.02
65.1702,293.64,310.75,317.03,366,31.85
65.2203,293.44,311.04,314.03,334,2.37
65.2704,293.24,311.66,309.07,344,16.51
65.3206,293.04,312.76,304.6,352,27.68
65.3707,292.85,314.64,301.55,322,-1.34
65.4208,292.65,317.57,299.58,355,30.5
65.471,292.46,320.53,298.28,366,39.65
65.5211,292.26,323.59,297.41,384,55.26
65.5713,292.07,329.17,296.85,385,51.05
65.6214,291.88,340.71,296.51,386,40.66
65.6715,291.69,366.37,296.38,427,55.94
65.7217,291.5,423.86,296.46,386,-42.82
65.7718,291.31,487.34,296.85,459,-33.89
65.8219,291.12,445.81,297.75,394,-58.44
65.8721,290.94,402.41,299.49,401,-9.96
65.9222,290.76,407.97,302.25,411,-8.45
65.9723,290.57,410.69,304.83,458,33.05
66.0225,290.39,371.11,304.71,368,-17.43
66.0726,290.21,342.72,302.79,395,39.69
66.1228,290.03,329.5,301.55,333,-8.02
66.1729,289.86,323.11,300.63,339,5.12
66.223,289.68,319.81,298.73,340,11.14
66.2732,289.51,318.12,296.51,348,22.88
66.3233,289.33,317.35,294.85,370,47.13
66.3734,289.16,317.2,293.76,356,34.2
66.4236,288.99,317.5,293.05,334,12.44
66.4737,288.82,318.16,292.57,321,-0.92
66.5239,288.66,319.16,292.28,362,39.22
66.574,288.49,320.46,292.1,377,52.93
66.6241,288.33,322.08,292.05,306,-19.8
66.6743,288.17,324.05,292.1,337,9.03
66.7244,288,326.38,292.25,327,-3.63
66.7745,287.85,329.16,292.57,371,37.12
66.8247,287.69,332.44,293.06,348,10.19
66.8748,287.53,336.33,293.77,382,39.43
66.925,287.38,340.97,294.8,389,40.61
66.9751,287.22,346.53,296.21,388,32.48
67.0252,287.07,353.26,298.16,347,-17.35
67.0754,286.92,361.49,300.94,358,-17.51
67.1255,286.78,371.71,305.23,417,26.84
67.1756,286.63,384.58,312.28,425,14.77
67.2258,286.48,401.06,323.85,474,35.57
67.2759,286.34,422.48,340.11,469,-7.26
67.3261,286.2,450.53,352.6,480,-36.94
67.3762,286.06,487.06,349.86,523,-27.87
67.4263,285.92,534.34,340.66,570,-19.08
67.4765,285.79,598.21,335.87,637,-11.28
67.5266,285.65,694.46,331.66,736,-4.48
67.5767,285.52,856.04,322.09,909,16.39
67.6269,285.39,1141.49,311.31,1099,-68.41
67.677,285.26,1607.48,303.39,1473,-152.61
67.7272,285.14,2049.12,298.26,1666,-396.23
67.7773,285.01,1986.39,294.92,1734,-262.3
67.8274,284.89,1723.35,292.67,1658,-73.12
67.8776,284.77,1680.71,291.1,1594,-93.04
67.9277,284.65,1733.52,289.96,1546,-192.83
67.9778,284.54,1649.42,289.09,1638,-15.96
68.028,284.42,1667.48,288.35,1751,79.59
68.0781,284.31,2140,287.73,2068,-75.42
68.1282,284.19,3026.99,287.22,2475,-555.02
68.1784,284.09,2887.98,286.79,2542,-348.68
68.2285,283.98,2495.35,286.4,2342,-155.77
68.2787,283.87,2983.64,286.04,2242,-743.81
68.3288,283.78,3196.03,285.75,2327,-871
68.3789,283.67,2330.93,285.48,1994,-338.73
68.4291,283.57,1701.86,285.24,1615,-88.54
68.4792,283.48,1588.27,285.04,1315,-274.83
68.5293,283.38,1315.98,284.84,1139,-178.44
68.5795,283.3,911.52,284.68,930,17.11
68.6296,283.2,681.12,284.51,736,53.57
68.6798,283.12,561.09,284.37,646,83.66
68.7299,283.03,491.62,284.23,553,60.18
68.78,282.95,447.25,284.11,499,50.6
68.8302,282.86,416.73,283.98,431,13.14
68.8803,282.79,394.64,283.89,412,16.27
68.9304,282.71,377.97,283.79,377,-2.04
68.9806,282.64,365.01,283.7,358,-8.06
69.0307,282.56,354.67,283.61,356,0.27
69.0809,282.5,346.28,283.55,367,19.67
69.131,282.43,339.34,283.49,360,19.6
69.1811,282.37,333.54,283.44,369,34.39
69.2313,282.3,328.61,283.39,323,-6.7
69.2814,282.24,324.39,283.36,335,9.49
69.3315,282.19,320.75,283.36,340,18.09
69.3817,282.13,317.57,283.35,345,26.2
69.4318,282.08,314.79,283.38,313,-3.09
69.4819,282.03,312.33,283.43,297,-16.73
69.5321,281.98,310.15,283.51,326,14.33
69.5822,281.94,308.21,283.64,313,3.1
69.6324,281.89,306.46,283.81,296,-12.38
69.6825,281.86,304.9,284.09,342,34.87
69.7326,281.82,303.48,284.52,302,-4.18
69.7828,281.78,302.19,285.17,308,2.42
69.8329,281.75,301.03,286.03,339,33.69
69.8831,281.73,299.97,286.79,313,7.97
69.9332,281.7,299,287.13,328,23.58
69.9833,281.67,298.1,287.49,305,1.08
70.0335,281.65,297.28,288.33,308,4.04
70.0836,281.64,296.54,289.73,324,19.37
70.1337,281.62,295.85,291.88,314,7.89
70.1839,281.6,295.2,295.46,323,13.93
70.234,281.6,294.63,300.5,317,3.48
70.2841,281.58,294.07,304.02,330,13.48
70.3343,281.58,293.57,302.73,319,4.29
70.3844,281.58,293.11,299.65,335,23.82
70.4346,281.57,292.67,298.11,327,17.78
70.4847,281.58,292.27,297.1,337,29.2
70.5348,281.59,291.91,294.4,366,61.28
70.585,281.6,291.57,290.95,340,39.08
70.6351,281.61,291.25,288.27,299,1.09
70.6852,281.63,290.97,286.52,330,34.14
70.7354,281.64,290.69,285.39,300,5.56
70.7855,281.67,290.45,284.66,295,1.56
70.8357,281.69,290.22,284.16,303,10.31
70.8858,281.72,290.02,283.81,368,75.89
70.9359,281.75,289.83,283.56,308,16.36
70.9861,281.78,289.66,283.38,306,14.74
71.0362,281.82,289.5,283.26,273,-17.94
71.0863,281.85,289.36,283.17,293,2.33
71.1365,281.89,289.23,283.11,301,10.54
71.1866,281.94,289.13,283.08,278,-12.27
71.2367,282,289.05,283.08,296,5.87
71.2869,282.04,288.96,283.08,287,-3
71.337,282.09,288.89,283.09,293,3.1
71.3872,282.15,288.84,283.12,293,3.18
71.4373,282.21,288.81,283.17,288,-1.77
71.4874,282.26,288.77,283.21,303,13.28
71.5376,282.35,288.79,283.3,274,-15.73
71.5877,282.42,288.79,283.37,317,27.25
71.6378,282.5,288.82,283.47,306,16.21
71.688,282.57,288.85,283.56,282,-7.84
71.7381,282.65,288.9,283.67,281,-8.92
71.7883,282.73,288.96,283.8,300,9.98
71.8384,282.82,289.05,283.94,287,-3.17
71.8885,282.91,289.15,284.1,311,20.66
71.9387,283,289.26,284.27,295,4.47
71.9888,283.1,289.4,284.48,297,6.22
72.0389,283.21,289.57,284.72,325,33.92
72.0891,283.31,289.75,284.98,291,-0.42
72.1392,283.41,289.96,285.29,293,1.17
72.1894,283.52,290.2,285.66,252,-40.33
72.2395,283.64,290.47,286.12,301,8.05
72.2896,283.76,290.79,286.68,297,3.3
72.3398,283.89,291.15,287.37,298,3.37
72.3899,284,291.54,288.21,293,-2.74
72.44,284.14,292.01,289.29,290,-7.16
72.4902,284.26,292.53,290.73,305,6
72.5403,284.4,293.15,292.86,277,-24.6
72.5905,284.53,293.86,296.17,296,-9.5
72.6406,284.69,294.73,301.42,301,-10.46
72.6907,284.82,295.73,308.7,301,-18.61
72.7409,284.99,296.98,314.96,325,-1.95
72.791,285.14,298.49,314.81,306,-22.16
72.8411,285.29,300.38,310.67,320,-5.76
72.8913,285.43,302.79,308.09,322,-3.46
72.9414,285.61,305.99,307.33,352,24.3
72.9916,285.8,310.23,305.01,348,18.57
73.0417,285.95,315.79,300.57,311,-19.41
73.0918,286.15,322.88,296.56,323,-10.29
73.142,286.3,331.26,293.79,346,7.25
73.1921,286.5,341.76,292.1,349,1.65
73.2422,286.68,357.88,291.03,365,2.78
73.2924,286.87,387.32,290.38,423,32.17
73.3425,287.07,446.72,289.98,489,39.36
73.3926,287.27,575.72,289.76,638,59.8
73.4428,287.47,807.17,289.64,718,-91.33
73.4929,287.68,864.52,289.61,742,-124.46
73.5431,287.9,668.69,289.66,671,0.55
73.5932,288.11,572.28,289.74,598,24.1
73.6433,288.32,605.74,289.85,593,-14.27
73.6935,288.55,636.46,290.02,569,-68.92
73.7436,288.79,523.77,290.22,492,-33.2
73.7937,289,422.3,290.42,416,-7.72
73.8439,289.23,370.93,290.67,394,21.63
73.894,289.48,344.69,290.97,316,-30.19
73.9442,289.72,329.88,291.29,344,12.55
73.9943,289.97,320.79,291.67,322,-0.49
74.0444,290.22,314.8,292.09,294,-22.68
74.0946,290.47,310.67,292.59,320,7.22
74.1447,290.73,307.72,293.17,302,-8.15
74.1948,290.98,305.54,293.84,290,-18.4
74.245,291.28,303.96,294.72,310,2.61
74.2951,291.54,302.72,295.83,286,-21.01
74.3453,291.84,301.81,297.48,288,-19.45
74.3954,292.1,301.08,299.91,308,-0.89
74.4455,292.38,300.53,303.53,318,6.31
74.4957,292.66,300.12,307.75,300,-15.21
74.5458,292.97,299.83,309.88,301,-15.75
74.5959,293.26,299.61,308.52,293,-21.87
74.6461,293.55,299.46,306.59,302,-10.5
74.6962,293.85,299.37,305.98,334,22.49
74.7464,294.16,299.34,305.75,338,27.07
74.7965,294.48,299.36,304.27,293,-16.15
74.8466,294.81,299.42,302.07,308,1.31
74.8968,295.14,299.51,300.33,319,14.3
74.9469,295.45,299.61,299.24,351,47.6
74.997,295.8,299.76,298.68,282,-20.64
75.0472,296.13,299.91,298.39,340,37.82
