Sample_ID,pXRF_ID,Formation/Type,Application,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
I18-3967,165,TYPE 7,GeoChem,DualMining,181,< LOD,0.4909,1.3877,0.201,100,0.6751,0.0701,0.0128,0.0917,0.0089,0.2504,0.0185,0.1149,0.0064,0.3196,0.008,0.027,0.0038,0,0,< LOD,0.0016,< LOD,0.0047,0.1031,0.0048,< LOD,0.0014,< LOD,0.0006,0.0014,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0004,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0016,0,0,< LOD,0.0107,< LOD,0.0151,< LOD,0.0057,< LOD,0.0017,< LOD,0.005,< LOD,0.004,< LOD,0.0013,0.0007,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0017,< LOD,0.0005,Passed
H18-3971,166,TYPE 8,GeoChem,DualMining,180,0.99,0.6905,< LOD,0.1582,83.4303,0.5638,0.0335,0.0116,0.0172,0.0077,0.0244,0.0158,0.0579,0.0051,0.0611,0.0054,0.0182,0.0037,0.0033,0.0006,< LOD,0.0018,< LOD,0.0044,0.0845,0.0045,< LOD,0.0013,< LOD,0.0008,0.0008,0.0005,< LOD,0.0002,< LOD,0.0016,< LOD,0.0002,< LOD,0.0003,< LOD,0.0006,< LOD,0.0002,0.0008,0.0007,< LOD,0,< LOD,0.0007,< LOD,0.0006,0,0,< LOD,0.0009,< LOD,0.0052,< LOD,0.0014,< LOD,0.0162,< LOD,0.02,< LOD,0.0074,< LOD,0.002,< LOD,0.005,< LOD,0.0043,< LOD,0.0013,< LOD,0.0006,< LOD,0.0031,< LOD,0.0004,< LOD,0.0011,< LOD,0.0022,< LOD,0.0019,< LOD,0.0023,Passed
I21-3342,167,TYPE 8,GeoChem,DualMining,180,< LOD,0.7676,0.6831,0.1941,100,0.7056,0.0478,0.0119,0.069,0.0082,0.0538,0.0153,0.0826,0.0059,0.0799,0.0055,0.0164,0.0037,0,0,< LOD,0.0016,< LOD,0.0045,0.097,0.0046,< LOD,0.0013,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,0.0004,0.0002,0,0,0.0001,0.0001,0,0,0,0,0,0,< LOD,0.0011,0,0,< LOD,0.0096,< LOD,0.0094,< LOD,0.0058,< LOD,0.0019,< LOD,0.0054,< LOD,0.0039,< LOD,0.0014,< LOD,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.0011,< LOD,0.0003,< LOD,0.0018,< LOD,0.0004,Passed
H18-4288,168,TYPE 8,GeoChem,DualMining,180,< LOD,0.7377,< LOD,0.1776,100,0.6835,0.0309,0.0112,0.0583,0.0081,0.0326,0.015,0.0644,0.0056,0.067,0.0054,0.0117,0.0037,0,0,< LOD,0.0017,0.0062,0.0051,0.084,0.0045,< LOD,0.0014,< LOD,0.0006,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,0.0005,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0102,< LOD,0.0119,< LOD,0.0062,< LOD,0.0019,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
I18-3773,169,TYPE 8,GeoChem,DualMining,180,< LOD,0.7307,0.4835,0.1847,100,0.6799,0.0359,0.0113,0.0643,0.0081,0.0454,0.0148,0.0711,0.0055,0.0455,0.0049,0.0119,0.0036,0,0,< LOD,0.0016,< LOD,0.0051,0.0911,0.0046,< LOD,0.0014,< LOD,0.0006,0.0009,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0006,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0126,< LOD,0.0121,< LOD,0.006,< LOD,0.0018,< LOD,0.0054,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,0.0006,0.0005,< LOD,0.0018,< LOD,0.0007,Passed
H18-4261,170,TYPE 8,GeoChem,DualMining,180,< LOD,0.7573,1.1146,0.1826,88.7493,0.6004,0.1186,0.0176,0.0651,0.0083,< LOD,0.0154,0.1472,0.0073,4.9255,0.026,0.0294,0.004,< LOD,0.0005,< LOD,0.0018,< LOD,0.0054,0.1632,0.0063,< LOD,0.0015,< LOD,0.0008,0.001,0.0005,< LOD,0.0002,< LOD,0.0006,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0003,0.0012,0.0005,0,0,0.0005,0.0005,0,0,0,0,< LOD,0.0003,< LOD,0.0039,0,0,< LOD,0.0168,< LOD,0.0217,< LOD,0.0063,< LOD,0.002,< LOD,0.0085,< LOD,0.0042,< LOD,0.0013,0.0009,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.0011,< LOD,0.0014,< LOD,0.0018,< LOD,0.0013,Passed
09-660,171,TYPE 8,GeoChem,DualMining,180,1.2925,0.6446,< LOD,0.14,71.806,0.5052,0.0307,0.0114,0.0135,0.0077,< LOD,0.0157,0.0502,0.0046,0.0534,0.0052,0.0187,0.0036,0.0074,0.0009,< LOD,0.0018,< LOD,0.0041,0.0729,0.0042,< LOD,0.0012,< LOD,0.0008,0.001,0.0005,< LOD,0.0003,< LOD,0.0021,< LOD,0.0002,< LOD,0.0005,< LOD,0.0006,< LOD,0.0002,0.0012,0.0008,< LOD,0.0003,< LOD,0.0009,< LOD,0.0006,0,0,< LOD,0.0016,< LOD,0.0069,< LOD,0.0041,< LOD,0.017,< LOD,0.0143,< LOD,0.0076,< LOD,0.0019,< LOD,0.0046,< LOD,0.0042,< LOD,0.0012,< LOD,0.0005,< LOD,0.003,< LOD,0.0003,< LOD,0.0011,< LOD,0.003,< LOD,0.0018,< LOD,0.0028,Passed
H18-1982,172,TYPE 9,GeoChem,DualMining,180,< LOD,0.8442,3.6059,0.2276,88.6383,0.6019,0.127,0.019,0.1268,0.0099,< LOD,0.017,0.5179,0.011,4.3543,0.0246,0.0996,0.005,< LOD,0.0005,< LOD,0.0019,0.032,0.0065,0.5839,0.0112,< LOD,0.002,< LOD,0.0008,0.0012,0.0005,< LOD,0.0002,< LOD,0.0006,< LOD,0.0003,< LOD,0,0.0009,0.0003,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0004,0,0,0,0,0.0002,0.0002,< LOD,0.0036,0,0,< LOD,0.0131,< LOD,0.0154,< LOD,0.0068,< LOD,0.0019,< LOD,0.009,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0014,< LOD,0.0018,< LOD,0.0011,Passed
H18-3272,173,TYPE 9,GeoChem,DualMining,180,< LOD,0.8109,3.706,0.2355,97.9478,0.6547,0.0684,0.0145,0.0707,0.0088,0.0337,0.0156,0.4247,0.01,0.8353,0.0116,0.0823,0.0046,< LOD,0.0001,< LOD,0.0017,0.0055,0.0052,0.3511,0.0084,< LOD,0.0019,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0014,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0021,0,0,< LOD,0.0128,< LOD,0.0186,< LOD,0.0064,< LOD,0.0018,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0006,Passed
I21-3546,174,TYPE 9,GeoChem,DualMining,180,0.8886,0.8341,1.3341,0.1988,95.6134,0.6421,0.0955,0.0171,0.0527,0.0087,0.0339,0.0165,0.2649,0.0088,3.3923,0.0218,0.0466,0.0044,0.0007,0.0003,< LOD,0.0018,< LOD,0.0053,0.2381,0.0072,< LOD,0.0017,< LOD,0.0007,0.0007,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0006,0.0003,< LOD,0.0004,< LOD,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0025,0,0,< LOD,0.0137,< LOD,0.0132,< LOD,0.0069,< LOD,0.002,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0009,< LOD,0.0018,< LOD,0.0008,Passed
UCA_10456_01,52,UCA,GeoChem,DualMining,180,< LOD,0.5049,< LOD,0.181,100,0.7229,0.0315,0.0119,0.0548,0.0081,0.0788,0.0157,0.0573,0.0061,0.9909,0.0125,0.0147,0.0038,0,0,< LOD,0.0016,< LOD,0.0054,0.0867,0.0046,< LOD,0.0014,< LOD,0.0006,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0005,0.0003,< LOD,0.0003,0.0006,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0009,0,0,< LOD,0.0119,< LOD,0.0117,< LOD,0.0058,< LOD,0.002,< LOD,0.0057,< LOD,0.0042,< LOD,0.0015,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0001,< LOD,0.0017,< LOD,0.0002,Passed
UCA_10456_02,53,UCA,GeoChem,DualMining,180,< LOD,0.7706,0.7684,0.1923,100,0.6833,0.0268,0.0114,0.0545,0.0083,0.1067,0.0162,0.1313,0.0066,0.0442,0.0052,0.0106,0.0037,0,0,< LOD,0.0016,< LOD,0.0049,0.1178,0.0051,< LOD,0.0015,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0006,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0017,0,0,< LOD,0.0122,< LOD,0.0117,< LOD,0.0062,< LOD,0.0019,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0017,< LOD,0.0006,Passed
UCA_10622_01,54,UCA,GeoChem,DualMining,181,< LOD,0.7975,< LOD,0.1848,100,0.6984,0.0309,0.0118,0.0609,0.0083,0.0153,0.0148,0.066,0.0062,0.6233,0.0103,0.0173,0.0038,0,0,< LOD,0.0016,0.0143,0.0057,0.2176,0.0067,< LOD,0.0016,< LOD,0.0006,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0025,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0013,0,0,< LOD,0.0118,< LOD,0.0114,< LOD,0.006,< LOD,0.0019,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,0.0006,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0003,< LOD,0.0017,< LOD,0.0004,Passed
UCA_10622_01,55,UCA,GeoChem,DualMining,181,< LOD,0.9309,6.8934,0.2824,92.521,0.6219,0.2308,0.0207,0.0524,0.0095,0.0753,0.0173,0.6474,0.012,1.2768,0.014,0.1324,0.0051,< LOD,0.0003,< LOD,0.0018,0.016,0.0054,1.3584,0.016,< LOD,0.0029,< LOD,0.0008,0.0014,0.0005,< LOD,0.0002,< LOD,0.0001,< LOD,0.0003,0,0,0.0055,0.0004,< LOD,0.0004,< LOD,0.0002,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0025,0,0,< LOD,0.0099,< LOD,0.0133,< LOD,0.0072,< LOD,0.0017,< LOD,0.0091,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0009,< LOD,0.0017,< LOD,0.0005,Passed
UCA_10622_02,56,UCA,GeoChem,DualMining,180,< LOD,0.8512,4.0777,0.2423,93.1945,0.6234,0.13,0.0168,0.0162,0.0085,< LOD,0.0161,0.3421,0.0092,0.3786,0.0087,0.0624,0.0043,0.0007,0.0002,< LOD,0.0017,0.0056,0.0046,0.3265,0.008,< LOD,0.0017,< LOD,0.0007,0.0006,0.0004,< LOD,0.0001,< LOD,0.0001,< LOD,0.0003,0,0,0.0025,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0003,0,0,0,0,< LOD,0.0001,< LOD,0.0029,0,0,< LOD,0.01,< LOD,0.0173,< LOD,0.0069,< LOD,0.0018,< LOD,0.0051,< LOD,0.0041,< LOD,0.0013,0.0007,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.001,< LOD,0.0017,< LOD,0.0009,Passed
UCA_10622_03,57,UCA,GeoChem,DualMining,180,< LOD,0.8437,3.5588,0.241,100,0.6968,0.0498,0.0133,0.0574,0.0086,0.0702,0.016,0.291,0.0087,0.2277,0.0073,0.0477,0.0041,0,0,< LOD,0.0016,0.0073,0.0051,0.2164,0.0067,< LOD,0.0017,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0019,0.0003,< LOD,0.0003,0.0002,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0011,0,0,< LOD,0.0093,< LOD,0.017,< LOD,0.0062,< LOD,0.0019,< LOD,0.0057,< LOD,0.0042,< LOD,0.0015,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0002,< LOD,0.0017,< LOD,0.0001,Passed
UCA_10302,58,UCA,GeoChem,DualMining,194,0.7501,0.675,0.3019,0.1592,90.7814,0.5637,0.0181,0.0107,0.0267,0.0074,0.1041,0.0155,0.1426,0.0061,0.0111,0.0045,0.0355,0.0036,0.0016,0.0003,< LOD,0.0016,< LOD,0.0047,0.1648,0.0059,< LOD,0.0015,< LOD,0.0007,0.0008,0.0005,< LOD,0.0002,< LOD,0.0006,< LOD,0.0002,< LOD,0.0001,0.002,0.0004,0.0006,0.0003,0.0009,0.0005,0,0,0.0006,0.0005,< LOD,0.0006,0,0,< LOD,0.0004,< LOD,0.0038,0,0,< LOD,0.0119,< LOD,0.0129,< LOD,0.0063,< LOD,0.0019,< LOD,0.005,< LOD,0.0042,< LOD,0.0013,0.0006,0.0006,< LOD,0.003,< LOD,0.0004,< LOD,0.0011,< LOD,0.0015,< LOD,0.0018,< LOD,0.0016,Passed
UCA_10739,59,UCA,GeoChem,DualMining,180,< LOD,0.7131,3.8431,0.2213,75.5642,0.5262,0.3423,0.021,0.0489,0.0093,0.1588,0.0185,0.3402,0.0085,0.5765,0.0099,0.0518,0.0038,< LOD,0.0007,< LOD,0.0016,0.0082,0.0043,0.2954,0.0078,< LOD,0.0017,< LOD,0.0008,0.0014,0.0005,< LOD,0.0003,< LOD,0.0023,< LOD,0.0002,< LOD,0.0003,0.0032,0.0005,0.0011,0.0002,< LOD,0.0007,< LOD,0.0002,< LOD,0.0008,0,0,0,0,< LOD,0.0012,< LOD,0.0056,< LOD,0.0021,< LOD,0.012,< LOD,0.0129,< LOD,0.0054,< LOD,0.0018,< LOD,0.0046,< LOD,0.0039,< LOD,0.0012,< LOD,0.0005,< LOD,0.0028,< LOD,0.0004,< LOD,0.0011,< LOD,0.0025,< LOD,0.0018,< LOD,0.0024,Passed
UCA_BE-ME-31,60,UCA,GeoChem,DualMining,180,< LOD,0.8022,1.2312,0.1993,100,0.6721,0.025,0.0112,0.0545,0.0082,0.0811,0.0157,0.2131,0.0076,0.1179,0.006,0.0243,0.0039,0,0,< LOD,0.0016,< LOD,0.0049,0.1209,0.0051,< LOD,0.0014,< LOD,0.0006,0.0011,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0041,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,0.0183,0.0097,< LOD,0.0112,< LOD,0.0062,< LOD,0.0018,< LOD,0.005,< LOD,0.004,< LOD,0.0013,< LOD,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.001,< LOD,0.0006,< LOD,0.0017,< LOD,0.0006,Passed
UCA_10629_01,61,UCA,GeoChem,DualMining,180,< LOD,0.5385,1.9557,0.2223,100,0.7287,0.0565,0.0135,0.0483,0.0083,0.0195,0.0151,0.2091,0.0079,0.3481,0.0083,0.0422,0.0041,0,0,< LOD,0.0016,0.0076,0.0055,0.2251,0.0068,< LOD,0.0017,< LOD,0.0006,0.0008,0.0004,< LOD,0,0,0,< LOD,0.0003,0,0,0.0011,0.0003,< LOD,0.0004,0.0005,0.0002,0,0,< LOD,0,0,0,0,0,0,0,< LOD,0.0006,0,0,< LOD,0.0112,< LOD,0.0166,< LOD,0.0059,< LOD,0.0018,< LOD,0.0055,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0006,< LOD,0.0011,0,0,< LOD,0.0017,< LOD,0,Passed
UCA_10629_02,62,UCA,GeoChem,DualMining,180,< LOD,0.808,1.2349,0.2008,100,0.6794,0.0288,0.0115,0.0798,0.0086,0.084,0.0159,0.1343,0.0067,0.1106,0.006,0.0129,0.0037,0,0,< LOD,0.0016,< LOD,0.005,0.1801,0.0061,< LOD,0.0015,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0017,0,0,< LOD,0.01,< LOD,0.017,< LOD,0.0063,< LOD,0.0019,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0017,< LOD,0.0005,Passed
UCA_10629_03,63,UCA,GeoChem,DualMining,180,< LOD,0.7494,1.7061,0.2062,100,0.6869,0.0394,0.0111,0.062,0.0079,< LOD,0.0147,0.1408,0.0066,0.1469,0.0062,0.0246,0.0037,0,0,< LOD,0.0015,< LOD,0.0047,0.142,0.0055,< LOD,0.0014,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0011,0.0003,0.0003,0.0003,0.0003,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0014,0,0,< LOD,0.011,< LOD,0.0156,< LOD,0.0056,< LOD,0.0017,< LOD,0.005,< LOD,0.004,< LOD,0.0013,0.0007,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.001,< LOD,0.0004,< LOD,0.0016,< LOD,0.0004,Passed
UCA_BE-ME-21,64,UCA,GeoChem,DualMining,183,< LOD,0.7856,0.8408,0.1936,100,0.687,0.0279,0.0112,0.061,0.0082,0.2005,0.017,0.2311,0.0078,0.0613,0.0053,0.0269,0.0041,0,0,< LOD,0.0016,< LOD,0.0052,0.1581,0.0058,< LOD,0.0016,< LOD,0.0006,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0076,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0014,0,0,0.0516,0.0103,< LOD,0.017,< LOD,0.0061,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,0.0007,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0003,< LOD,0.0018,< LOD,0.0004,Passed
SP58_JOR,82,UJE,GeoChem,DualMining,180,1.6574,0.6161,< LOD,0.1265,55.2211,0.4281,0.04,0.0127,0.0159,0.0081,< LOD,0.0164,0.0564,0.0048,0.9348,0.0121,0.0237,0.0036,0.0108,0.0014,< LOD,0.0018,< LOD,0.0038,0.1403,0.0056,< LOD,0.0013,< LOD,0.0009,0.0011,0.0006,< LOD,0.0004,< LOD,0.0044,< LOD,0.0001,< LOD,0.0008,0.0032,0.0006,< LOD,0.0001,< LOD,0.001,< LOD,0.0009,0.0017,0.0012,< LOD,0.0006,< LOD,0.0016,< LOD,0.0023,< LOD,0.0088,< LOD,0.0072,< LOD,0.016,< LOD,0.0156,< LOD,0.0078,< LOD,0.0019,< LOD,0.0042,< LOD,0.0041,< LOD,0.0011,< LOD,0.0005,< LOD,0.0029,< LOD,0.0002,< LOD,0.0011,< LOD,0.0039,< LOD,0.0018,< LOD,0.004,Passed
SP58_JOR_001,83,UJE,GeoChem,DualMining,180,< LOD,0.5041,< LOD,0.1615,92.0874,0.6255,0.0807,0.0172,< LOD,0.0072,0.0702,0.0196,0.0148,0.0059,7.6414,0.0324,< LOD,0.0039,< LOD,0.0004,< LOD,0.0016,< LOD,0.0061,1.0253,0.015,< LOD,0.0027,< LOD,0.0008,0.001,0.0005,< LOD,0.0002,< LOD,0.0003,< LOD,0.0003,< LOD,0,0.0033,0.0003,< LOD,0.0004,< LOD,0.0005,0,0,0.0005,0.0003,0,0,0,0,0,0,< LOD,0.0028,0,0,< LOD,0.0156,< LOD,0.0202,< LOD,0.0056,< LOD,0.0019,< LOD,0.005,< LOD,0.004,< LOD,0.0013,< LOD,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.001,< LOD,0.0009,< LOD,0.0016,< LOD,0.0008,Passed
SP57_JOR,84,UJE,GeoChem,DualMining,180,< LOD,0.5357,0.7454,0.1976,100,0.6903,0.0304,0.013,0.0455,0.0086,0.0781,0.0165,0.1477,0.0074,0.6133,0.0104,0.0363,0.0041,0,0,< LOD,0.0017,< LOD,0.0052,0.3332,0.0082,< LOD,0.0018,< LOD,0.0006,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0019,0.0003,< LOD,0.0003,0.0005,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0098,< LOD,0.0118,< LOD,0.0064,< LOD,0.0019,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,0.0007,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0017,< LOD,0.0004,Passed
SP59_JOR,85,UJE,GeoChem,DualMining,180,< LOD,0.4943,0.4933,0.182,97.1968,0.6482,0.0347,0.0124,0.0683,0.0085,0.0559,0.0155,0.1307,0.0069,0.8551,0.0117,0.0301,0.004,< LOD,0.0001,< LOD,0.0017,0.0074,0.0053,0.2501,0.0072,< LOD,0.0017,< LOD,0.0007,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0069,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,0.0003,0.0003,0,0,0,0,0,0,< LOD,0.0026,0,0,< LOD,0.0138,< LOD,0.013,< LOD,0.0064,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0009,< LOD,0.0018,< LOD,0.0009,Passed
SP59_JOR_004,86,UJE,GeoChem,DualMining,180,< LOD,0.7997,0.3776,0.1892,100,0.6977,0.0308,0.0113,0.0273,0.0079,0.0409,0.0156,0.1142,0.0067,0.0981,0.006,0.0232,0.0039,0,0,< LOD,0.0017,< LOD,0.0051,0.1523,0.0057,< LOD,0.0015,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0009,0.0003,< LOD,0.0003,0.0003,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0014,0,0,< LOD,0.0119,< LOD,0.0116,< LOD,0.0063,< LOD,0.0019,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0003,< LOD,0.0018,< LOD,0.0004,Passed
SP61_PER,87,UJE,GeoChem,DualMining,184,0.7069,0.7035,0.5506,0.1695,87.593,0.5747,0.0347,0.0122,0.0379,0.0082,0.0649,0.0159,0.1115,0.006,0.2767,0.0075,0.0274,0.0037,0.0023,0.0004,< LOD,0.0017,< LOD,0.0046,0.1113,0.005,< LOD,0.0014,< LOD,0.0007,0.001,0.0005,< LOD,0.0002,< LOD,0.001,< LOD,0.0002,< LOD,0.0002,0.0012,0.0005,< LOD,0.0003,< LOD,0.0006,0,0,0.0007,0.0005,< LOD,0.0006,0,0,< LOD,0.0006,< LOD,0.0043,< LOD,0.0001,< LOD,0.0121,< LOD,0.019,< LOD,0.0069,< LOD,0.002,< LOD,0.0085,< LOD,0.0042,< LOD,0.0012,< LOD,0.0006,< LOD,0.003,< LOD,0.0004,< LOD,0.0011,< LOD,0.0018,< LOD,0.0018,< LOD,0.0019,Passed
SP69_MAR_001,44,UJW,GeoChem,DualMining,180,< LOD,0.7989,< LOD,0.1727,96.534,0.6501,0.0582,0.0163,0.0805,0.0086,0.095,0.0162,0.0702,0.0066,4.863,0.0259,0.0162,0.004,< LOD,0.0003,< LOD,0.0018,< LOD,0.0054,0.1211,0.0055,< LOD,0.0015,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0014,0.0003,< LOD,0.0003,< LOD,0.0004,0,0,0.0003,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0115,< LOD,0.0184,< LOD,0.0065,< LOD,0.002,< LOD,0.0052,< LOD,0.0041,< LOD,0.0013,0.0007,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0008,< LOD,0.0017,< LOD,0.0008,Passed
SP69_MAR_003,45,UJW,GeoChem,DualMining,180,< LOD,0.773,< LOD,0.1675,96.805,0.6561,0.0915,0.0178,0.062,0.0078,< LOD,0.0151,0.0667,0.0068,7.4673,0.0319,0.0161,0.0041,< LOD,0.0003,< LOD,0.0018,< LOD,0.0055,0.1569,0.0063,< LOD,0.0015,< LOD,0.0007,0.0007,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0028,0.0003,< LOD,0.0004,0.0004,0.0004,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.014,< LOD,0.0131,< LOD,0.006,< LOD,0.0019,< LOD,0.0052,< LOD,0.004,< LOD,0.0014,< LOD,0.0006,< LOD,0.0027,< LOD,0.0006,< LOD,0.001,< LOD,0.0006,< LOD,0.0016,< LOD,0.0005,Passed
