Sample_ID,pXRF_ID,Formation/Type,Application,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
I18-4729,178,TYPE 1,GeoChem,DualMining,206,1.0782,0.6185,0.9062,0.1533,82.6042,0.4938,0.0317,0.01,0.0302,0.0067,< LOD,0.0131,0.2423,0.0066,0.2566,0.0064,0.0709,0.0037,< LOD,0.0005,< LOD,0.0015,0.027,0.0057,0.5296,0.0103,< LOD,0.0021,< LOD,0.0009,0.0012,0.0005,< LOD,0.0002,< LOD,0.0012,< LOD,0.0002,0.0006,0.0003,0.0011,0.0005,< LOD,0.0003,0.0017,0.0006,< LOD,0,< LOD,0.0007,0,0,0,0,< LOD,0.001,< LOD,0.0055,< LOD,0.0011,< LOD,0.0173,< LOD,0.0154,< LOD,0.0059,< LOD,0.002,< LOD,0.005,< LOD,0.0043,< LOD,0.0013,0.0007,0.0006,< LOD,0.0031,< LOD,0.0004,< LOD,0.0011,< LOD,0.0021,< LOD,0.0018,< LOD,0.0019,Passed
K19-95,179,TYPE 1,GeoChem,DualMining,180,< LOD,0.7534,1.2995,0.1878,91.1079,0.6126,0.0902,0.0163,0.0495,0.0082,0.0322,0.0159,0.135,0.0072,3.8847,0.0232,0.0169,0.004,< LOD,0.0004,< LOD,0.0018,< LOD,0.0053,0.1504,0.006,< LOD,0.0015,< LOD,0.0008,0.0009,0.0005,< LOD,0.0002,< LOD,0.0004,< LOD,0.0003,< LOD,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0006,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0035,0,0,< LOD,0.0161,< LOD,0.0147,< LOD,0.0066,< LOD,0.0021,< LOD,0.0089,< LOD,0.0043,< LOD,0.0013,< LOD,0.0006,< LOD,0.0032,< LOD,0.0005,< LOD,0.001,< LOD,0.0013,< LOD,0.0018,< LOD,0.0012,Passed
I20-3471,180,TYPE 1,GeoChem,DualMining,180,1.2538,0.7516,< LOD,0.1728,95.0619,0.6315,0.0319,0.0113,0.0166,0.0075,0.0232,0.0158,0.0568,0.0054,0.0514,0.0054,0.008,0.0037,0.0009,0.0002,< LOD,0.0017,0.006,0.0048,0.0766,0.0043,< LOD,0.0014,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0002,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0004,< LOD,0.0006,0,0,< LOD,0.0002,< LOD,0.003,0,0,< LOD,0.0127,< LOD,0.0118,< LOD,0.0068,< LOD,0.002,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0004,< LOD,0.0011,< LOD,0.0011,< LOD,0.0018,< LOD,0.0012,Passed
I18-2783,181,TYPE 1,GeoChem,DualMining,180,1.139,0.7231,0.3334,0.1701,89.293,0.5968,0.0377,0.0124,0.0363,0.0081,0.0268,0.0155,0.0704,0.0055,0.229,0.0072,0.0105,0.0037,0.0017,0.0004,< LOD,0.0018,< LOD,0.0048,0.1446,0.0057,< LOD,0.0015,< LOD,0.0008,0.0012,0.0005,< LOD,0.0002,< LOD,0.0008,< LOD,0.0002,< LOD,0.0001,< LOD,0.0005,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0005,0,0,0,0,< LOD,0.0006,< LOD,0.0042,0,0,< LOD,0.0126,< LOD,0.0138,< LOD,0.0072,< LOD,0.002,< LOD,0.0054,< LOD,0.0044,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0004,< LOD,0.0011,< LOD,0.0016,< LOD,0.0018,< LOD,0.0016,Passed
H18-3920,182,TYPE 10,GeoChem,DualMining,180,0.8004,0.7871,2.7219,0.2181,94.6381,0.6294,0.0447,0.0125,0.0561,0.0083,0.0375,0.0153,0.2269,0.0077,0.2173,0.007,0.0306,0.0038,< LOD,0.0002,< LOD,0.0017,0.007,0.0048,0.1636,0.0059,< LOD,0.0015,< LOD,0.0007,0.0013,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0009,0.0004,0.0015,0.0003,< LOD,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0.0001,< LOD,0.0029,0,0,< LOD,0.0131,< LOD,0.0128,< LOD,0.0065,< LOD,0.0018,< LOD,0.0087,< LOD,0.0041,< LOD,0.0013,0.0006,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.001,< LOD,0.0018,< LOD,0.001,Passed
I19-3983,183,TYPE 10,GeoChem,DualMining,180,< LOD,0.8989,2.4834,0.214,94.6543,0.6445,0.1642,0.0214,0.064,0.0084,< LOD,0.016,0.4393,0.0109,8.3503,0.0338,0.0657,0.005,< LOD,0.0005,< LOD,0.0019,0.0307,0.0066,0.5997,0.0116,< LOD,0.0021,< LOD,0.0007,0.0018,0.0006,< LOD,0.0002,0,0,< LOD,0.0003,0,0,0.0016,0.0002,0.0018,0.0004,0.0005,0.0004,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0135,< LOD,0.0131,< LOD,0.0067,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0007,< LOD,0.001,< LOD,0.0006,< LOD,0.0017,< LOD,0.0003,Passed
J18-1019,184,TYPE 10,GeoChem,DualMining,180,1.137,0.8028,1.9327,0.1896,71.1735,0.5139,0.16,0.0219,0.0184,0.0082,< LOD,0.0159,0.3508,0.0096,7.8499,0.0329,0.0719,0.0049,0.0026,0.0012,< LOD,0.0021,0.0257,0.0058,0.6368,0.012,< LOD,0.002,< LOD,0.0009,< LOD,0.0007,< LOD,0.0003,< LOD,0.0022,< LOD,0.0002,< LOD,0.0004,0.0017,0.0004,0.0009,0.0003,0.0009,0.0008,< LOD,0.0001,0.0011,0.0008,0,0,0,0,< LOD,0.0012,< LOD,0.0062,< LOD,0.0034,< LOD,0.0182,< LOD,0.0158,< LOD,0.0081,< LOD,0.002,< LOD,0.0086,< LOD,0.0043,< LOD,0.0012,< LOD,0.0005,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0026,< LOD,0.0017,< LOD,0.0024,Passed
09'2191,175,TYPE 11,GeoChem,DualMining,180,1.4149,0.816,5.2012,0.2504,87.1609,0.5872,0.0388,0.0136,0.0194,0.0082,0.0286,0.016,0.7672,0.0124,0.2978,0.008,0.2201,0.0058,0.001,0.0005,< LOD,0.0018,< LOD,0.0042,0.4158,0.009,< LOD,0.0019,< LOD,0.0007,0.0033,0.0006,< LOD,0.0002,< LOD,0.0006,< LOD,0.0002,0.0007,0.0001,0.002,0.0004,0.0008,0.0003,0.0063,0.0005,0,0,0.0006,0.0005,0,0,0,0,< LOD,0.0004,< LOD,0.0037,< LOD,0.0001,< LOD,0.0101,< LOD,0.012,< LOD,0.0075,< LOD,0.002,< LOD,0.0052,< LOD,0.0042,< LOD,0.0014,0.0006,0.0006,< LOD,0.0031,< LOD,0.0005,0.0016,0.001,< LOD,0.0016,< LOD,0.0018,< LOD,0.0012,Passed
09-511,176,TYPE 11,GeoChem,DualMining,180,0.8009,0.7902,2.1116,0.206,88.4997,0.5942,0.0319,0.0128,0.0259,0.0084,0.0976,0.017,0.3413,0.0089,0.0458,0.0055,0.1691,0.0054,0.0017,0.0004,< LOD,0.0018,< LOD,0.0048,0.4948,0.0099,< LOD,0.0021,< LOD,0.0008,0.005,0.0007,< LOD,0.0002,< LOD,0.0009,< LOD,0.0002,0.0005,0.0001,0.0011,0.0004,0.0004,0.0003,0.0052,0.0005,0,0,< LOD,0.0005,0,0,0,0,< LOD,0.0005,< LOD,0.0041,0,0,< LOD,0.0119,< LOD,0.0194,< LOD,0.0073,< LOD,0.0023,< LOD,0.005,< LOD,0.0042,< LOD,0.0013,0.0007,0.0006,< LOD,0.0031,< LOD,0.0004,0.0023,0.0011,< LOD,0.0017,< LOD,0.0018,< LOD,0.0015,Passed
I20-1534,112,TYPE 2,GeoChem,DualMining,180,< LOD,0.5077,1.2683,0.2025,100,0.6833,0.0639,0.0129,0.0744,0.0085,0.118,0.0159,0.2115,0.0076,0.097,0.0057,0.0429,0.0041,0,0,< LOD,0.0017,< LOD,0.0053,0.382,0.0087,< LOD,0.0019,< LOD,0.0007,0.0013,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0018,0.0003,0.0005,0.0003,0.0005,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0017,0,0,< LOD,0.0106,< LOD,0.0181,< LOD,0.0061,< LOD,0.0019,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,0.0008,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0004,< LOD,0.0018,< LOD,0.0005,Passed
I21-3318,113,TYPE 2,GeoChem,DualMining,203,0.8779,0.7076,0.5983,0.1667,99.3637,0.5961,0.0693,0.0137,0.0489,0.0073,0.0774,0.0147,0.1434,0.0066,3.1855,0.0189,0.026,0.0037,< LOD,0.0001,< LOD,0.0016,< LOD,0.0056,0.2092,0.0068,< LOD,0.0017,< LOD,0.0007,0.0013,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,0.0013,0.0004,0.0005,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0019,0,0,< LOD,0.0135,< LOD,0.013,< LOD,0.0056,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0005,< LOD,0.0018,< LOD,0.0005,Passed
H18-1907,114,TYPE 2,GeoChem,DualMining,180,0.8652,0.8375,3.7024,0.2371,95.8158,0.6388,0.0519,0.0136,0.0468,0.0085,0.0721,0.0162,0.3808,0.0095,0.138,0.0064,0.0652,0.0044,0.0002,0.0001,< LOD,0.0018,< LOD,0.0049,0.302,0.0078,< LOD,0.0018,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0006,0.0003,0.002,0.0003,0.0009,0.0003,0,0,0.0004,0.0003,0,0,0,0,0,0,< LOD,0.0026,0,0,< LOD,0.0126,< LOD,0.018,< LOD,0.007,< LOD,0.0021,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,0.0007,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0009,< LOD,0.0018,< LOD,0.0007,Passed
I18-4413,115,TYPE 2,GeoChem,DualMining,180,1.1252,0.6526,< LOD,0.1441,64.56,0.471,0.0387,0.0118,< LOD,0.0078,0.0272,0.0167,0.0812,0.0051,0.0157,0.0047,0.0281,0.0038,0.0087,0.0012,< LOD,0.0019,< LOD,0.0042,0.1796,0.0063,< LOD,0.0015,< LOD,0.0009,0.0013,0.0006,< LOD,0.0003,< LOD,0.0027,< LOD,0.0001,< LOD,0.0006,0.0034,0.0006,0.0013,0.0002,< LOD,0.001,< LOD,0.0007,0.0017,0.0011,< LOD,0.0006,< LOD,0.0008,< LOD,0.0021,< LOD,0.0082,< LOD,0.0042,< LOD,0.02,< LOD,0.0234,< LOD,0.0081,< LOD,0.002,< LOD,0.0044,< LOD,0.0043,< LOD,0.0012,0.0006,0.0005,< LOD,0.0031,< LOD,0.0003,< LOD,0.0012,< LOD,0.0036,< LOD,0.0019,< LOD,0.0037,Passed
H18-4092,116,TYPE 2,GeoChem,DualMining,180,< LOD,0.7919,0.9251,0.1969,100,0.6785,0.04,0.0127,0.0671,0.0086,0.1334,0.0162,0.1947,0.0075,0.0971,0.0059,0.0339,0.004,0,0,< LOD,0.0017,< LOD,0.0053,0.2456,0.0071,< LOD,0.0018,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0179,0.0005,< LOD,0.0003,< LOD,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0104,< LOD,0.0124,< LOD,0.0063,< LOD,0.002,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,0.0009,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
J18-52,117,TYPE 2,GeoChem,DualMining,180,< LOD,0.7377,1.2085,0.1958,98.6132,0.6575,0.0489,0.0126,0.0674,0.0085,0.0831,0.0154,0.158,0.0069,0.1179,0.0059,0.0438,0.0041,< LOD,0,< LOD,0.0017,< LOD,0.0053,0.3208,0.0081,< LOD,0.0019,< LOD,0.0007,0.0014,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0028,0.0004,0.0043,0.0004,0.0007,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0023,0,0,< LOD,0.0113,< LOD,0.0132,< LOD,0.0065,< LOD,0.0019,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0008,Passed
I20-3992,118,TYPE 2B,GeoChem,DualMining,180,< LOD,0.6737,0.6595,0.1735,91.5745,0.6091,0.0356,0.0107,0.0747,0.0081,0.1141,0.0156,0.1421,0.0062,0.052,0.0049,0.0397,0.0037,< LOD,0.0002,< LOD,0.0016,< LOD,0.0052,0.3052,0.008,< LOD,0.0019,< LOD,0.0008,0.001,0.0005,< LOD,0.0002,< LOD,0.0003,< LOD,0.0002,0.0001,0.0001,0.0006,0.0004,< LOD,0.0003,0.0012,0.0005,0,0,0.0007,0.0004,0,0,0,0,< LOD,0.0004,< LOD,0.004,0,0,< LOD,0.0135,< LOD,0.0151,< LOD,0.0059,< LOD,0.002,< LOD,0.0051,< LOD,0.0041,< LOD,0.0013,0.0006,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.0011,< LOD,0.0014,< LOD,0.0018,< LOD,0.0015,Passed
I20-2229,119,TYPE 2B,GeoChem,DualMining,180,< LOD,0.82,1.7077,0.2164,100,0.7187,0.0579,0.0135,0.057,0.0086,0.0782,0.0158,0.185,0.0077,0.3104,0.0081,0.0267,0.004,0,0,< LOD,0.0016,< LOD,0.0052,0.2284,0.0069,< LOD,0.0017,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0072,0.0004,< LOD,0.0004,< LOD,0.0002,0,0,< LOD,0,0,0,0,0,0,0,< LOD,0.0008,0,0,< LOD,0.0113,< LOD,0.0117,< LOD,0.0061,< LOD,0.0019,< LOD,0.0058,< LOD,0.0042,< LOD,0.0015,< LOD,0.0006,< LOD,0.0031,< LOD,0.0006,< LOD,0.0011,< LOD,0.0001,< LOD,0.0018,< LOD,0.0001,Passed
I20-2229,120,TYPE 2B,GeoChem,DualMining,181,< LOD,0.4873,0.8235,0.195,100,0.7017,0.0394,0.0113,0.0692,0.008,0.0584,0.0148,0.1125,0.0062,0.0495,0.005,0.0214,0.0037,0,0,< LOD,0.0016,< LOD,0.0053,0.1748,0.0061,< LOD,0.0016,< LOD,0.0006,0.0011,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0014,0.0003,< LOD,0.0003,< LOD,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0012,0,0,< LOD,0.0124,< LOD,0.0177,< LOD,0.0058,< LOD,0.0019,< LOD,0.0055,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0002,< LOD,0.0018,< LOD,0.0004,Passed
I21-3164,121,TYPE 2B,GeoChem,DualMining,180,< LOD,0.5644,2.2021,0.2155,98.5927,0.6655,0.1035,0.0182,0.0783,0.009,0.1448,0.0176,0.31,0.0094,4.5581,0.0251,0.0522,0.0046,0.0003,0.0002,< LOD,0.0018,< LOD,0.005,0.2109,0.0068,< LOD,0.0016,< LOD,0.0007,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0004,0.0005,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0016,0,0,< LOD,0.0117,< LOD,0.0115,< LOD,0.0065,< LOD,0.0019,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0006,< LOD,0.0011,< LOD,0.0005,< LOD,0.0017,< LOD,0.0004,Passed
H20-2864,122,TYPE 2B,GeoChem,DualMining,180,< LOD,0.4841,0.6936,0.1912,100,0.6796,0.0426,0.0125,0.05,0.0082,0.0754,0.0154,0.1325,0.0066,0.1331,0.0061,0.0194,0.0039,0,0,< LOD,0.0017,< LOD,0.0052,0.232,0.0069,< LOD,0.0018,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.013,< LOD,0.0126,< LOD,0.0063,< LOD,0.0021,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,0.0006,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
H20-2864,123,TYPE 2B,GeoChem,DualMining,181,1.1451,0.8059,1.0612,0.2004,100,0.684,0.0538,0.0129,0.0399,0.0082,0.1689,0.0174,0.2044,0.0077,0.1142,0.0062,0.0272,0.004,0,0,< LOD,0.0017,< LOD,0.0051,0.2169,0.0067,< LOD,0.0017,< LOD,0.0006,0.0007,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0003,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0118,< LOD,0.0118,< LOD,0.0064,< LOD,0.0019,< LOD,0.0095,< LOD,0.0043,< LOD,0.0014,0.0007,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0004,< LOD,0.0018,< LOD,0.0004,Passed
I19-1782,124,TYPE 2B,GeoChem,DualMining,180,0.7834,0.7791,0.8816,0.1907,97.2501,0.6479,0.0383,0.0125,0.0368,0.0081,0.0526,0.0156,0.1354,0.0069,0.2484,0.0075,0.0265,0.0038,0.0003,0.0001,< LOD,0.0017,< LOD,0.005,0.2348,0.007,< LOD,0.0017,< LOD,0.0007,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,0.0004,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0026,0,0,< LOD,0.013,< LOD,0.0123,< LOD,0.0064,< LOD,0.0019,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0009,< LOD,0.0019,< LOD,0.001,Passed
H21-3059,125,TYPE 2B,GeoChem,DualMining,180,< LOD,0.4306,0.7362,0.177,93.631,0.6221,0.045,0.0108,0.0593,0.0079,0.1063,0.0167,0.1177,0.0059,0.1001,0.0056,0.0242,0.0036,< LOD,0.0002,< LOD,0.0015,< LOD,0.0049,0.1764,0.0061,< LOD,0.0016,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,< LOD,0,0.0006,0.0004,< LOD,0.0003,0.0006,0.0004,0,0,0.0005,0.0004,0,0,0,0,< LOD,0.0003,< LOD,0.0034,0,0,< LOD,0.0118,< LOD,0.0133,< LOD,0.0057,< LOD,0.0018,< LOD,0.0049,< LOD,0.0039,< LOD,0.0012,< LOD,0.0006,< LOD,0.0028,< LOD,0.0004,< LOD,0.001,< LOD,0.0012,< LOD,0.0017,< LOD,0.0011,Passed
I19-1751,126,TYPE 2R,GeoChem,DualMining,183,2.3424,0.9501,12.9318,0.341,86.3153,0.5805,0.229,0.0215,0.0455,0.0094,0.0384,0.0168,1.5711,0.0171,0.9835,0.0125,0.2642,0.006,< LOD,0.0005,< LOD,0.0019,0.0145,0.0045,1.1011,0.0143,< LOD,0.0027,< LOD,0.0008,0.001,0.0005,< LOD,0.0002,< LOD,0.0006,< LOD,0.0003,0,0,0.0006,0.0003,< LOD,0.0004,0.0003,0.0001,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0001,< LOD,0.0033,< LOD,0.0001,< LOD,0.0093,< LOD,0.0138,< LOD,0.0078,< LOD,0.0015,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,0.0012,0.0006,< LOD,0.0032,< LOD,0.0006,< LOD,0.0011,< LOD,0.0011,< LOD,0.0018,< LOD,0.0003,Passed
H19-2622,127,TYPE 2R,GeoChem,DualMining,180,< LOD,0.5137,2.3142,0.2219,100,0.697,0.0544,0.0129,0.0607,0.0083,0.0573,0.0151,0.2321,0.0079,0.0891,0.0057,0.0548,0.0042,0,0,< LOD,0.0017,< LOD,0.0049,0.3856,0.0086,< LOD,0.002,< LOD,0.0006,0.0013,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.002,0.0003,< LOD,0.0003,0.0006,0.0002,0,0,0.0001,0.0001,0,0,0,0,0,0,< LOD,0.0011,0,0,< LOD,0.0085,< LOD,0.0106,< LOD,0.0061,< LOD,0.0018,< LOD,0.0052,< LOD,0.004,< LOD,0.0013,0.0008,0.0006,< LOD,0.0029,< LOD,0.0006,< LOD,0.0011,< LOD,0.0002,< LOD,0.0017,< LOD,0.0002,Passed
I19-2002,128,TYPE 3,GeoChem,DualMining,180,< LOD,0.7638,0.6379,0.186,96.7652,0.644,0.0563,0.0132,0.0638,0.0087,0.0982,0.0162,0.1007,0.0063,0.0751,0.0056,0.0195,0.0038,0.0002,0.0001,< LOD,0.0017,< LOD,0.005,0.2086,0.0066,< LOD,0.0017,< LOD,0.0007,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0,< LOD,0.0027,0,0,< LOD,0.0137,< LOD,0.013,< LOD,0.0067,< LOD,0.0022,< LOD,0.0051,< LOD,0.0042,< LOD,0.0013,0.0011,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0009,< LOD,0.0018,< LOD,0.001,Passed
H21-4811,129,TYPE 3,GeoChem,DualMining,181,< LOD,0.77,1.286,0.2002,100,0.6883,0.0758,0.0123,0.0855,0.0087,0.0738,0.0175,0.1844,0.0073,0.2338,0.0073,0.0399,0.0039,0,0,< LOD,0.0015,< LOD,0.0056,0.1706,0.0061,< LOD,0.0017,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0107,< LOD,0.0129,< LOD,0.0055,< LOD,0.0018,< LOD,0.0051,< LOD,0.0041,< LOD,0.0013,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0018,< LOD,0.0004,Passed
H19-3196,130,TYPE 3,GeoChem,DualMining,180,< LOD,0.7847,1.2433,0.1993,100,0.6692,0.0573,0.0128,0.07,0.0085,0.0842,0.0157,0.1486,0.0068,0.0745,0.0055,0.0164,0.0037,0,0,< LOD,0.0017,0.0064,0.0047,0.2006,0.0064,< LOD,0.0016,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.011,< LOD,0.0106,< LOD,0.0063,< LOD,0.0018,< LOD,0.0092,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0006,< LOD,0.0017,< LOD,0.0006,Passed
H19-1817,131,TYPE 3,GeoChem,DualMining,180,< LOD,0.7586,2.4879,0.2142,95.7904,0.637,0.0457,0.0129,0.0723,0.0086,0.0549,0.015,0.2202,0.0075,0.123,0.0059,0.0344,0.0038,< LOD,0.0001,< LOD,0.0017,< LOD,0.0047,0.212,0.0066,< LOD,0.0016,< LOD,0.0007,0.0014,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,0.0004,0.0003,0,0,0,0,< LOD,0,< LOD,0.0027,0,0,< LOD,0.0133,< LOD,0.0129,< LOD,0.0064,< LOD,0.0018,< LOD,0.0086,< LOD,0.004,< LOD,0.0013,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.001,< LOD,0.0017,< LOD,0.001,Passed
H20-2312,132,TYPE 3,GeoChem,DualMining,180,0.9487,0.7766,0.99,0.1908,96.6772,0.6459,0.0519,0.014,0.0395,0.0081,0.0223,0.0154,0.1309,0.0071,1.8543,0.0164,0.019,0.0039,0.0003,0.0002,< LOD,0.0017,< LOD,0.0052,0.1636,0.006,< LOD,0.0015,< LOD,0.0007,0.0006,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0025,0,0,< LOD,0.0134,< LOD,0.0127,< LOD,0.0066,< LOD,0.002,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0008,< LOD,0.0018,< LOD,0.0008,Passed
H19-3054,133,TYPE 3,GeoChem,DualMining,180,0.8989,0.7797,1.4991,0.1982,92.8911,0.6194,0.0423,0.0132,0.0517,0.0086,0.0847,0.0163,0.1562,0.0071,0.2538,0.0076,0.0277,0.0039,0.0006,0.0002,< LOD,0.0018,< LOD,0.0044,0.219,0.0066,< LOD,0.0016,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,< LOD,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,0.0005,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.003,0,0,< LOD,0.0117,< LOD,0.011,< LOD,0.0069,< LOD,0.0018,< LOD,0.0049,< LOD,0.004,< LOD,0.0013,0.0007,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0012,< LOD,0.0018,< LOD,0.0013,Passed
