Angle,Observed,Calculated,Background,Calcite_nb,SiO2_nb,Calcite,SiO2
58.6022,321,329.27,303.16,5.88,20.22,309.04,323.38
58.6523,337,329.58,302.91,5.23,21.44,308.14,324.35
58.7025,305,330.26,302.67,4.76,22.84,307.43,325.51
58.7526,355,331.27,302.42,4.37,24.48,306.79,326.9
58.8027,326,332.51,302.17,4.03,26.32,306.2,328.49
58.8529,340,333.85,301.92,3.75,28.18,305.67,330.1
58.903,359,335.51,301.68,3.53,30.3,305.21,331.98
58.9532,357,337.61,301.43,3.36,32.82,304.79,334.25
59.0033,357,340.19,301.19,3.23,35.77,304.42,336.96
59.0534,348,343.3,300.94,3.13,39.23,304.07,340.17
59.1036,360,347.06,300.7,3.05,43.31,303.75,344.01
59.1537,409,351.6,300.45,3,48.15,303.45,348.6
59.2038,340,357.11,300.21,2.96,53.94,303.17,354.15
59.254,367,363.86,299.97,2.94,60.95,302.91,360.92
59.3041,366,372.22,299.73,2.94,69.55,302.67,369.28
59.3542,420,382.69,299.49,2.95,80.25,302.44,379.74
59.4044,427,396,299.25,2.98,93.77,302.23,393.02
59.4545,415,413.12,299.01,3.03,111.08,302.04,410.09
59.5047,454,435.73,298.77,3.1,133.86,301.87,432.63
59.5548,472,465.96,298.53,3.18,164.25,301.71,462.78
59.6049,539,506.88,298.29,3.28,205.31,301.57,503.6
59.6551,600,562.57,298.06,3.41,261.11,301.47,559.17
59.7052,687,639.26,297.82,3.56,337.88,301.38,635.7
59.7553,797,750.36,297.58,3.74,449.04,301.32,746.62
59.8055,899,925.74,297.35,3.95,624.44,301.3,921.79
59.8556,1155,1216.49,297.11,4.21,915.17,301.32,1212.28
59.9058,1539,1660.89,296.88,4.51,1359.5,301.39,1656.38
59.9559,1835,2102.62,296.65,4.87,1801.1,301.52,2097.75
60.006,2000,2151.96,296.41,5.31,1850.24,301.72,2146.65
60.0562,1787,1921.6,296.18,5.83,1619.59,302.01,1915.77
60.1063,1655,1760.41,295.95,6.48,1457.98,302.43,1753.93
60.1564,1478,1566.72,295.72,7.27,1263.72,302.99,1559.44
60.2066,1288,1242.55,295.49,8.28,938.79,303.77,1234.28
60.2567,990,947.3,295.26,9.56,642.48,304.82,937.74
60.3069,802,750.56,295.03,11.22,444.3,306.25,739.33
60.357,645,628.52,294.81,13.42,320.29,308.23,615.1
60.4071,614,552.12,294.58,16.37,241.18,310.95,535.76
60.4573,584,503.5,294.35,20.31,188.83,314.66,483.18
60.5074,523,472.23,294.13,25.73,152.37,319.86,446.5
60.5575,481,452.66,293.9,33.64,125.11,327.54,419.01
60.6077,457,444.17,293.68,46.23,104.26,339.91,397.94
60.6578,437,448.75,293.46,66.89,88.4,360.35,381.86
60.708,440,466.36,293.24,96.81,76.32,390.05,369.56
60.7581,463,481.91,293.01,121.61,67.29,414.62,360.3
60.8082,449,474.19,292.79,120.27,61.12,413.06,353.91
60.8584,443,458.57,292.57,109.49,56.51,402.06,349.08
60.9085,388,449.44,292.36,106.43,50.66,398.79,343.02
60.9586,381,440.14,292.14,102.17,45.84,394.31,337.98
61.0088,446,429.99,291.92,96.14,41.93,388.06,333.85
61.0589,416,425.11,291.7,96.19,37.21,387.89,328.91
61.109,394,417.16,291.49,92.47,33.2,383.96,324.69
61.1592,401,401.92,291.27,80.51,30.13,371.78,321.4
61.2093,379,390.85,291.06,72.14,27.65,363.2,318.71
61.2595,350,384.26,290.84,67.85,25.57,358.69,316.41
61.3096,391,376.24,290.63,61.82,23.78,352.45,314.41
61.3597,358,371.4,290.42,58.75,22.23,349.17,312.65
61.4099,364,374.16,290.21,63.09,20.87,353.3,311.08
61.46,345,377.72,290,68.06,19.66,358.06,309.66
61.5101,338,371.15,289.79,62.76,18.6,352.55,308.39
61.5603,350,360.84,289.58,53.62,17.64,343.2,307.22
61.6104,345,354.19,289.38,48.03,16.79,337.41,306.17
61.6606,356,346.33,289.17,41.14,16.02,330.31,305.19
61.7107,359,335.44,288.96,31.14,15.33,320.1,304.29
61.7608,339,326.07,288.76,22.6,14.71,311.36,303.47
61.811,318,319.6,288.56,16.89,14.16,305.45,302.72
61.8611,316,315.2,288.35,13.2,13.65,301.55,302
61.9112,323,312.07,288.15,10.72,13.2,298.87,301.35
61.9614,320,309.74,287.95,8.99,12.79,296.94,300.74
62.0115,293,307.92,287.75,7.74,12.43,295.49,300.18
62.0617,310,306.46,287.55,6.81,12.1,294.36,299.65
62.1118,297,305.27,287.35,6.1,11.81,293.45,299.16
62.1619,297,304.27,287.15,5.55,11.56,292.7,298.71
62.2121,322,303.42,286.96,5.12,11.34,292.08,298.3
62.2622,328,302.7,286.76,4.79,11.14,291.55,297.9
62.3123,291,302.09,286.57,4.54,10.98,291.11,297.55
62.3625,312,301.57,286.37,4.35,10.85,290.72,297.22
62.4126,266,301.15,286.18,4.23,10.74,290.41,296.92
62.4627,328,300.82,285.99,4.16,10.66,290.15,296.65
62.5129,309,300.57,285.8,4.16,10.61,289.96,296.41
62.563,304,300.43,285.61,4.23,10.59,289.84,296.2
62.6132,341,300.4,285.42,4.38,10.6,289.8,296.02
62.6633,321,300.51,285.23,4.64,10.64,289.87,295.87
62.7134,283,300.8,285.05,5.03,10.72,290.08,295.77
62.7636,319,301.27,284.86,5.58,10.83,290.44,295.69
62.8137,339,301.96,284.68,6.31,10.98,290.99,295.66
62.8639,341,302.99,284.49,7.33,11.17,291.82,295.66
62.914,287,304.54,284.31,8.81,11.42,293.12,295.73
62.9641,306,307,284.13,11.16,11.72,295.29,295.85
63.0143,300,311.1,283.95,15.07,12.08,299.02,296.03
63.0644,330,317.7,283.77,21.41,12.52,305.18,296.29
63.1145,317,325.98,283.59,29.34,13.06,312.93,296.65
63.1647,349,330.12,283.41,33.02,13.7,316.43,297.11
63.2148,335,327.59,283.23,29.89,14.47,313.12,297.7
63.2649,325,324.93,283.06,26.46,15.41,309.52,298.47
63.3151,329,323.97,282.88,24.53,16.56,307.41,299.44
63.3652,326,321.33,282.71,20.66,17.97,303.37,300.68
63.4154,320,317.64,282.54,15.38,19.72,297.92,302.26
63.4655,297,315.56,282.36,11.25,21.94,293.61,304.3
63.5156,345,315.6,282.19,8.63,24.77,290.82,306.96
63.5658,321,317.49,282.02,7.01,28.46,289.03,310.48
63.6159,321,321.16,281.85,5.99,33.32,287.84,315.17
63.666,355,326.81,281.69,5.35,39.77,287.04,321.46
63.7162,313,334.83,281.52,4.94,48.37,286.46,329.89
63.7663,327,345.98,281.36,4.7,59.92,286.06,341.28
63.8165,356,361.93,281.19,4.59,76.15,285.78,357.34
63.8666,352,386.55,281.03,4.57,100.95,285.6,381.98
63.9167,438,426.9,280.87,4.65,141.39,285.52,422.26
63.9669,516,491.66,280.7,4.81,206.14,285.51,486.84
64.017,571,574.29,280.54,5.07,288.67,285.61,569.21
64.0671,628,619.21,280.38,5.43,333.39,285.81,613.77
64.1173,578,591.83,280.23,5.92,305.69,286.15,585.92
64.1674,572,554.35,280.07,6.56,267.72,286.63,547.79
64.2175,519,534.68,279.91,7.41,247.35,287.32,527.26
64.2677,527,499.53,279.76,8.53,211.24,288.29,491
64.3178,436,445.93,279.6,10.03,156.29,289.63,435.89
64.368,398,401.44,279.45,12.04,109.95,291.49,389.4
64.4181,383,373.32,279.3,14.71,79.31,294.01,358.61
64.4682,327,357.35,279.15,18.3,59.9,297.45,339.05
64.5184,372,349.62,279,23.32,47.29,302.32,326.29
64.5685,349,348.64,278.85,31,38.79,309.85,317.64
64.6186,368,355.1,278.71,43.56,32.83,322.27,311.54
64.6688,372,371,278.56,63.9,28.54,342.46,307.1
64.7189,403,394.45,278.41,90.65,25.38,369.06,303.79
64.7691,379,408.07,278.27,106.8,23,385.07,301.27
64.8192,365,397.96,278.13,98.63,21.2,376.76,299.33
64.8693,392,383.62,277.98,85.8,19.84,363.78,297.82
64.9195,364,376.33,277.84,79.68,18.81,357.52,296.65
64.9696,372,365.4,277.7,69.64,18.06,347.34,295.76
65.0197,388,347.57,277.57,52.46,17.54,330.03,295.11
65.0699,354,331.98,277.43,37.31,17.23,314.74,294.66
65.12,340,321.77,277.29,27.35,17.12,304.64,294.41
65.1702,347,315.68,277.16,21.3,17.22,298.46,294.38
65.2203,306,312.29,277.02,17.73,17.53,294.75,294.55
65.2704,329,310.78,276.89,15.76,18.13,292.65,295.02
65.3206,317,310.8,276.76,14.95,19.09,291.71,295.85
65.3707,361,312.3,276.63,15.07,20.59,291.7,297.22
65.4208,342,315.48,276.5,16.11,22.87,292.61,299.37
65.471,369,320.38,276.37,18.31,25.69,294.68,302.06
65.5211,352,327.22,276.24,22.39,28.59,298.63,304.83
65.5713,397,338.59,276.12,29.65,32.82,305.77,308.94
65.6214,358,358.12,275.99,41.62,40.51,317.61,316.5
65.6715,397,387.84,275.87,56.36,55.61,332.23,331.48
65.7217,460,424.38,275.74,62.74,85.89,338.48,361.63
65.7718,372,463.59,275.62,56.21,131.75,331.83,407.37
65.8219,438,464.97,275.5,49.15,140.31,324.65,415.81
65.8721,426,428.83,275.38,45.71,107.74,321.09,383.12
65.9222,393,409.56,275.26,39.28,95.02,314.54,370.28
65.9723,421,403.42,275.15,29.18,99.09,304.33,374.24
66.0225,361,378.8,275.03,20.57,83.2,295.6,358.23
66.0726,329,347.83,274.91,14.84,58.08,289.75,332.99
66.1228,375,328.92,274.8,11.17,42.95,285.97,317.75
66.1729,355,318.72,274.69,8.76,35.28,283.45,309.97
66.223,325,313.01,274.58,7.1,31.34,281.68,305.92
66.2732,343,309.71,274.46,5.92,29.33,280.38,303.79
66.3233,318,307.83,274.35,5.04,28.43,279.39,302.78
66.3734,338,306.86,274.25,4.37,28.24,278.62,302.49
66.4236,339,306.54,274.14,3.85,28.55,277.99,302.69
66.4737,332,306.71,274.03,3.43,29.25,277.46,303.28
66.5239,316,307.29,273.93,3.09,30.28,277.02,304.21
66.574,299,308.25,273.82,2.8,31.62,276.62,305.44
66.6241,323,309.57,273.72,2.57,33.28,276.29,307
66.6743,334,311.24,273.62,2.37,35.26,275.99,308.88
66.7244,329,313.31,273.52,2.2,37.59,275.72,311.11
66.7745,352,315.8,273.42,2.05,40.33,275.47,313.75
66.8247,301,318.78,273.32,1.92,43.54,275.24,316.86
66.8748,361,322.32,273.22,1.81,47.29,275.03,320.51
66.925,333,326.55,273.13,1.71,51.71,274.84,324.84
66.9751,354,331.61,273.03,1.63,56.95,274.66,329.98
67.0252,337,337.69,272.94,1.55,63.21,274.49,336.15
67.0754,367,345.07,272.84,1.48,70.75,274.32,343.59
67.1255,386,354.12,272.75,1.42,79.95,274.17,352.7
67.1756,422,365.37,272.66,1.37,91.34,274.03,364
67.2258,420,379.51,272.57,1.32,105.62,273.89,378.19
67.2759,412,397.55,272.48,1.28,123.79,273.76,396.27
67.3261,467,420.78,272.39,1.24,147.15,273.63,419.54
67.3762,509,450.81,272.31,1.2,177.3,273.51,449.61
67.4263,548,489.73,272.22,1.17,216.34,273.39,488.56
67.4765,620,541.34,272.14,1.15,268.06,273.29,540.2
67.5266,664,614.2,272.05,1.13,341.02,273.18,613.07
67.5767,752,725.5,271.97,1.11,452.42,273.08,724.39
67.6269,912,903.16,271.89,1.09,630.18,272.98,902.07
67.677,1052,1174.98,271.81,1.08,902.09,272.89,1173.9
67.7272,1260,1491.45,271.73,1.07,1218.65,272.8,1490.38
67.7773,1388,1633.95,271.65,1.06,1361.24,272.71,1632.89
67.8274,1320,1540.72,271.57,1.06,1268.09,272.63,1539.66
67.8776,1320,1453.35,271.5,1.05,1180.8,272.55,1452.3
67.9277,1408,1459.71,271.42,1.06,1187.23,272.48,1458.65
67.9778,1351,1456.81,271.35,1.06,1184.39,272.41,1455.74
68.028,1485,1458.06,271.27,1.07,1185.71,272.34,1456.98
68.0781,1642,1654.08,271.2,1.08,1381.79,272.28,1652.99
68.1282,1982,2158.92,271.13,1.1,1886.69,272.23,2157.82
68.1784,2134,2474.27,271.06,1.12,2202.08,272.18,2473.14
68.2285,2045,2235.69,270.99,1.15,1963.54,272.14,2234.53
68.2787,2024,2288.03,270.93,1.19,2015.91,272.12,2286.84
68.3288,1948,2582.92,270.86,1.23,2310.84,272.09,2581.7
68.3789,1797,2292.85,270.79,1.28,2020.78,272.07,2291.57
68.4291,1578,1713.6,270.73,1.34,1441.53,272.07,1712.26
68.4792,1267,1433.58,270.66,1.41,1161.5,272.07,1432.16
68.5293,1064,1283.2,270.6,1.5,1011.1,272.1,1281.7
68.5795,890,991.5,270.54,1.61,719.34,272.15,989.88
68.6296,791,741.7,270.48,1.75,469.48,272.23,739.96
68.6798,694,595.84,270.42,1.92,323.5,272.34,593.92
68.7299,550,510.97,270.36,2.13,238.48,272.49,508.84
68.78,499,457.78,270.3,2.41,185.07,272.71,455.37
68.8302,469,422.05,270.24,2.77,149.05,273.01,419.29
68.8803,400,396.79,270.19,3.23,123.38,273.42,393.57
68.9304,419,378.25,270.13,3.83,104.29,273.96,374.42
68.9806,409,364.32,270.08,4.62,89.62,274.7,359.7
69.0307,340,353.77,270.02,5.69,78.06,275.71,348.08
69.0809,381,346,269.97,7.29,68.74,277.26,338.71
69.131,354,340.86,269.92,9.83,61.11,279.75,331.03
69.1811,387,338.58,269.87,13.96,54.76,283.83,324.63
69.2313,349,339.12,269.82,19.89,49.41,289.71,319.23
69.2814,314,339.79,269.77,25.16,44.86,294.93,314.63
69.3315,305,335.8,269.72,25.13,40.95,294.85,310.67
69.3817,323,328.99,269.67,21.76,37.56,291.43,307.23
69.4318,283,323.97,269.63,19.74,34.6,289.37,304.23
69.4819,315,320.34,269.58,18.76,32,288.34,301.58
69.5321,296,315.31,269.54,16.08,29.7,285.62,299.24
69.5822,350,309.36,269.49,12.21,27.65,281.7,297.14
69.6324,291,304.41,269.45,9.13,25.83,278.58,295.28
69.6825,307,300.78,269.41,7.18,24.19,276.59,293.6
69.7326,289,298.13,269.37,6.05,22.72,275.42,292.09
69.7828,286,296.16,269.33,5.45,21.38,274.78,290.71
69.8329,290,294.69,269.29,5.23,20.18,274.52,289.47
69.8831,288,293.63,269.25,5.3,19.07,274.55,288.32
69.9332,312,292.94,269.21,5.65,18.07,274.86,287.28
69.9833,265,292.61,269.18,6.28,17.15,275.46,286.33
70.0335,302,292.68,269.14,7.23,16.31,276.37,285.45
70.0836,313,293.29,269.11,8.65,15.53,277.76,284.64
70.1337,324,294.78,269.07,10.89,14.82,279.96,283.89
70.1839,334,297.78,269.03,14.58,14.16,283.61,283.19
70.234,289,303.16,269.01,20.6,13.55,289.61,282.56
70.2841,271,311.25,268.97,29.3,12.99,298.27,281.96
70.3343,305,318.34,268.94,36.94,12.46,305.88,281.4
70.3844,290,317.62,268.91,36.73,11.97,305.64,280.88
70.4346,320,311.93,268.88,31.53,11.52,300.41,280.4
70.4847,318,308.25,268.85,28.3,11.1,297.15,279.95
70.5348,279,306.36,268.82,26.84,10.7,295.66,279.52
70.585,318,302.12,268.8,22.99,10.34,291.79,279.14
70.6351,273,295.86,268.77,17.1,9.99,285.87,278.76
70.6852,255,290.54,268.74,12.13,9.67,280.87,278.41
70.7354,277,286.88,268.71,8.79,9.37,277.5,278.08
70.7855,273,284.42,268.69,6.64,9.09,275.33,277.78
70.8357,297,282.72,268.67,5.22,8.83,273.89,277.5
70.8858,300,281.48,268.64,4.25,8.58,272.89,277.22
70.9359,286,280.53,268.62,3.55,8.35,272.17,276.97
70.9861,297,279.78,268.6,3.04,8.14,271.64,276.74
71.0362,308,279.17,268.57,2.66,7.94,271.23,276.51
71.0863,301,278.68,268.56,2.36,7.76,270.92,276.32
71.1365,294,278.25,268.53,2.13,7.58,270.66,276.11
71.1866,270,277.89,268.51,1.95,7.42,270.46,275.93
71.2367,307,277.57,268.49,1.8,7.28,270.29,275.77
71.2869,274,277.3,268.47,1.68,7.14,270.15,275.61
71.337,249,277.06,268.46,1.59,7.02,270.05,275.48
71.3872,252,276.85,268.44,1.51,6.9,269.95,275.34
71.4373,240,276.67,268.42,1.45,6.8,269.87,275.22
71.4874,270,276.52,268.41,1.41,6.71,269.82,275.12
71.5376,288,276.39,268.39,1.37,6.63,269.76,275.02
71.5877,311,276.28,268.37,1.35,6.56,269.72,274.93
71.6378,246,276.2,268.36,1.33,6.5,269.69,274.86
71.688,284,276.13,268.34,1.33,6.46,269.67,274.8
71.7381,301,276.09,268.33,1.33,6.43,269.66,274.76
71.7883,272,276.06,268.31,1.35,6.41,269.66,274.72
71.8384,250,276.07,268.3,1.37,6.4,269.67,274.7
71.8885,317,276.11,268.3,1.41,6.41,269.71,274.71
71.9387,291,276.16,268.28,1.46,6.43,269.74,274.71
71.9888,265,276.25,268.27,1.51,6.47,269.78,274.74
72.0389,275,276.37,268.25,1.59,6.52,269.84,274.77
72.0891,246,276.53,268.24,1.68,6.6,269.92,274.84
72.1392,272,276.73,268.23,1.79,6.7,270.02,274.93
72.1894,277,276.98,268.22,1.93,6.83,270.15,275.05
72.2395,275,277.3,268.21,2.1,6.98,270.31,275.19
72.2896,273,277.69,268.21,2.32,7.16,270.53,275.37
72.3398,267,278.16,268.19,2.58,7.39,270.77,275.58
72.3899,281,278.75,268.18,2.91,7.66,271.09,275.84
72.44,266,279.48,268.17,3.33,7.98,271.5,276.15
72.4902,278,280.39,268.16,3.87,8.36,272.03,276.52
72.5403,300,281.55,268.16,4.56,8.82,272.72,276.98
72.5905,283,282.97,268.15,5.46,9.37,273.61,277.52
72.6406,272,284.78,268.14,6.59,10.04,274.73,278.18
72.6907,281,287.07,268.14,8.08,10.85,276.22,278.99
72.7409,294,290.11,268.13,10.13,11.86,278.26,279.99
72.791,304,294.44,268.13,13.21,13.1,281.34,281.23
72.8411,304,300.92,268.12,18.13,14.67,286.25,282.79
72.8913,320,310.8,268.11,26.01,16.68,294.12,284.79
72.9414,319,324.58,268.1,37.18,19.29,305.28,287.39
72.9916,323,337.93,268.1,47.09,22.73,315.19,290.83
73.0417,360,342.57,268.09,47.2,27.28,315.29,295.37
73.0918,326,341.81,268.09,40.54,33.18,308.63,301.27
73.142,334,344.71,268.08,36.09,40.54,304.17,308.62
73.1921,349,352.52,268.07,34.68,49.77,302.75,317.84
73.2422,358,362.01,268.06,31.15,62.8,299.21,330.86
73.2924,389,376.6,268.07,24.19,84.34,292.26,352.41
73.3425,440,409.34,268.07,17.61,123.65,285.68,391.72
73.3926,473,480.74,268.05,13.1,199.59,281.15,467.64
73.4428,574,614.67,268.05,10.31,336.32,278.36,604.37
73.4929,632,738.29,268.05,8.68,461.57,276.73,729.62
73.5431,624,674.54,268.04,7.88,398.62,275.92,666.66
73.5932,580,565.13,268.04,7.82,289.27,275.86,557.31
73.6433,532,539.16,268.03,8.58,262.56,276.61,530.59
73.6935,517,564.99,268.02,10.32,286.64,278.34,554.66
73.7436,493,529.52,268.02,12.67,248.83,280.69,516.85
73.7937,494,443.6,268.01,13.75,161.84,281.76,429.85
73.8439,421,381.54,268.02,12.42,101.1,280.44,369.12
73.894,381,346.06,268,10.66,67.41,278.66,335.41
73.9442,354,325.99,268,9.83,48.17,277.83,316.17
73.9943,342,313.68,268.01,9.28,36.38,277.29,304.39
74.0444,303,304.51,268,7.88,28.63,275.88,296.63
74.0946,272,297.26,267.99,6.01,23.26,274,291.25
74.1447,288,291.85,267.98,4.49,19.38,272.47,287.36
74.1948,289,287.9,267.97,3.45,16.48,271.42,284.45
74.245,260,284.96,267.96,2.75,14.24,270.71,282.2
74.2951,271,282.71,267.96,2.27,12.49,270.23,280.45
74.3453,274,280.95,267.95,1.92,11.08,269.87,279.03
74.3954,259,279.54,267.95,1.66,9.92,269.61,277.87
74.4455,281,278.38,267.95,1.47,8.97,269.42,276.92
74.4957,300,277.41,267.93,1.31,8.17,269.24,276.1
74.5458,275,276.59,267.92,1.18,7.49,269.1,275.41
74.5959,249,275.89,267.91,1.07,6.91,268.98,274.82
74.6461,331,275.3,267.9,0.99,6.41,268.89,274.31
74.6962,279,274.78,267.89,0.91,5.97,268.8,273.86
74.7464,286,274.32,267.88,0.85,5.59,268.73,273.47
74.7965,275,273.92,267.88,0.79,5.25,268.67,273.13
74.8466,299,273.56,267.86,0.74,4.95,268.6,272.81
74.8968,335,273.24,267.86,0.7,4.69,268.56,272.55
74.9469,281,272.95,267.85,0.66,4.44,268.51,272.29
74.997,285,272.69,267.84,0.62,4.23,268.46,272.07
75.0472,278,272.44,267.82,0.59,4.03,268.41,271.85
