Angle,Observed,Calculated,Background,Quartz_nb,Calcite_nb,Quartz,Calcite
53.5472,374,351.05,329.86,21.12,0.07,350.98,329.93
53.5984,388,352.79,329.72,22.99,0.07,352.71,329.79
53.6495,350,355.48,329.59,25.82,0.07,355.41,329.66
53.7007,345,358.03,329.45,28.51,0.07,357.96,329.52
53.7519,356,358.3,329.31,28.92,0.07,358.23,329.38
53.803,393,357.43,329.17,28.18,0.07,357.35,329.24
53.8542,374,357.08,329.04,27.98,0.07,357.02,329.11
53.9054,355,357.49,328.9,28.52,0.07,357.42,328.97
53.9565,345,358.5,328.76,29.67,0.07,358.43,328.83
54.0077,355,360.03,328.62,31.34,0.07,359.96,328.69
54.0588,393,362.07,328.48,33.51,0.07,361.99,328.55
54.11,380,364.68,328.34,36.27,0.07,364.61,328.41
54.1612,362,367.98,328.2,39.7,0.08,367.9,328.28
54.2123,368,372.13,328.06,43.99,0.08,372.05,328.14
54.2635,404,377.41,327.92,49.41,0.08,377.33,328
54.3146,376,384.18,327.78,56.32,0.08,384.1,327.86
54.3658,419,393.07,327.64,65.34,0.08,392.98,327.72
54.417,397,404.99,327.5,77.4,0.09,404.9,327.59
54.4681,440,421.29,327.36,93.83,0.1,421.19,327.46
54.5193,469,444.45,327.22,117.13,0.11,444.35,327.33
54.5704,495,477.7,327.07,150.52,0.11,477.59,327.18
54.6216,556,525.35,326.93,198.31,0.11,525.24,327.04
54.6728,633,594.18,326.79,267.29,0.1,594.08,326.89
54.7239,776,707.2,326.65,380.46,0.1,707.11,326.75
54.7751,1016,929.48,326.5,602.87,0.1,929.37,326.6
54.8262,1296,1380.55,326.36,1054.09,0.1,1380.45,326.46
54.8774,1528,1957.93,326.22,1631.61,0.11,1957.83,326.33
54.9286,1568,1874.52,326.07,1548.35,0.11,1874.42,326.18
54.9797,1430,1570.56,325.93,1244.53,0.1,1570.46,326.03
55.0309,1348,1513.81,325.78,1187.92,0.1,1513.7,325.88
55.0821,1247,1240.12,325.64,914.37,0.1,1240.01,325.74
55.1332,928,920.13,325.49,594.53,0.11,920.02,325.6
55.1844,805,767.06,325.35,441.6,0.11,766.95,325.46
55.2355,777,748.15,325.2,422.83,0.11,748.03,325.31
55.2867,891,860.18,325.06,535.01,0.11,860.07,325.17
55.3379,959,1048.27,324.91,723.24,0.12,1048.15,325.03
55.389,944,1000.31,324.76,675.43,0.12,1000.19,324.88
55.4402,877,858.75,324.61,534.01,0.13,858.62,324.74
55.4913,755,821.29,324.47,496.69,0.13,821.16,324.6
55.5425,686,708.21,324.32,383.76,0.14,708.08,324.46
55.5937,559,565.21,324.17,240.89,0.14,565.06,324.31
55.6448,449,481.4,324.02,157.23,0.15,481.25,324.17
55.696,447,436.14,323.87,112.11,0.16,435.98,324.03
55.7472,427,409.63,323.72,85.75,0.16,409.47,323.88
55.7983,394,392.71,323.57,68.97,0.17,392.54,323.74
55.8495,361,381.09,323.42,57.48,0.18,380.9,323.6
55.9006,420,372.71,323.27,49.24,0.2,372.51,323.47
55.9518,408,366.39,323.12,43.06,0.21,366.18,323.33
56.003,395,361.5,322.97,38.3,0.23,361.27,323.2
56.0541,361,357.62,322.82,34.56,0.25,357.38,323.07
56.1053,344,354.49,322.67,31.55,0.27,354.22,322.94
56.1564,335,351.92,322.51,29.11,0.29,351.62,322.8
56.2076,362,349.79,322.36,27.1,0.33,349.46,322.69
56.2588,331,348.01,322.21,25.43,0.37,347.64,322.58
56.3099,348,346.53,322.06,24.06,0.42,346.12,322.48
56.3611,364,345.3,321.9,22.92,0.48,344.82,322.38
56.4122,326,344.3,321.75,21.99,0.56,343.74,322.31
56.4634,361,343.51,321.59,21.24,0.68,342.83,322.27
56.5146,348,342.92,321.44,20.65,0.83,342.09,322.27
56.5657,361,342.56,321.28,20.23,1.05,341.51,322.33
56.6169,321,342.45,321.13,19.96,1.36,341.09,322.49
56.668,353,342.68,320.97,19.87,1.84,340.84,322.81
56.7192,329,343.45,320.82,19.98,2.66,340.8,323.48
56.7704,336,344.86,320.66,20.32,3.88,340.98,324.54
56.8215,330,346.36,320.5,20.98,4.88,341.48,325.38
56.8727,354,347.15,320.34,22.05,4.75,342.39,325.09
56.9239,343,348.12,320.19,23.68,4.24,343.87,324.43
56.975,356,350.02,320.03,26.1,3.89,346.13,323.92
57.0262,328,352.87,319.87,29.77,3.23,349.64,323.1
57.0773,349,357.84,319.71,35.64,2.49,355.35,322.2
57.1285,344,366.96,319.55,45.39,2.01,364.94,321.56
57.1797,381,381,319.39,59.79,1.81,379.18,321.2
57.2308,373,393.7,319.24,72.67,1.8,391.91,321.04
57.282,411,394.06,319.08,73.03,1.95,392.11,321.03
57.3331,385,387.56,318.91,66.38,2.26,385.29,321.17
57.3843,413,382.08,318.75,60.56,2.77,379.31,321.52
57.4355,400,373.96,318.59,51.82,3.55,370.41,322.14
57.4866,372,364.45,318.43,41.19,4.83,359.62,323.26
57.5378,340,358.37,318.27,33.06,7.04,351.33,325.31
57.5889,368,356.53,318.11,27.94,10.48,346.05,328.59
57.6401,344,356.52,317.95,24.79,13.78,342.74,331.73
57.6913,340,354.5,317.78,22.85,13.86,340.63,331.64
57.7424,354,351.56,317.62,21.66,12.28,339.28,329.9
57.7936,342,349.75,317.46,20.93,11.36,338.39,328.82
57.8448,330,347.65,317.29,20.52,9.84,337.81,327.13
57.8959,374,345.02,317.13,20.35,7.54,337.48,324.67
57.9471,355,342.8,316.96,20.37,5.47,337.33,322.43
57.9982,347,341.4,316.8,20.52,4.07,337.32,320.87
58.0494,356,340.63,316.63,20.81,3.19,337.44,319.82
58.1006,337,340.13,316.47,21.21,2.45,337.68,318.92
58.1517,369,339.86,316.3,21.71,1.85,338.01,318.15
58.2029,344,339.88,316.14,22.32,1.42,338.46,317.56
58.254,366,340.14,315.97,23.03,1.14,339,317.11
58.3052,346,340.6,315.8,23.85,0.94,339.65,316.74
58.3564,370,341.23,315.64,24.79,0.8,340.43,316.44
58.4075,328,342.01,315.47,25.85,0.69,341.32,316.16
58.4587,354,342.96,315.3,27.06,0.6,342.36,315.9
58.5098,369,344.08,315.14,28.41,0.53,343.55,315.67
58.561,340,345.39,314.97,29.95,0.47,344.92,315.44
58.6122,341,346.91,314.8,31.68,0.43,346.48,315.23
58.6633,327,348.69,314.63,33.67,0.39,348.3,315.02
58.7145,345,350.79,314.46,35.97,0.36,350.43,314.82
58.7657,317,353.29,314.3,38.66,0.34,352.96,314.64
58.8168,348,356,314.13,41.56,0.31,355.69,314.44
58.868,355,358.87,313.96,44.61,0.3,358.57,314.26
58.9191,322,362.25,313.79,48.18,0.28,361.97,314.07
58.9703,369,366.3,313.62,52.41,0.27,366.03,313.89
59.0215,403,371.08,313.45,57.37,0.26,370.82,313.71
59.0726,375,376.73,313.28,63.2,0.25,376.48,313.53
59.1238,411,383.47,313.11,70.11,0.24,383.22,313.35
59.1749,376,391.54,312.94,78.36,0.24,391.3,313.18
59.2261,370,401.34,312.77,88.34,0.23,401.11,313
59.2773,415,413.36,312.6,100.53,0.23,413.13,312.83
59.3284,400,428.25,312.43,115.6,0.23,428.03,312.66
59.3796,419,447.07,312.25,134.59,0.23,446.84,312.48
59.4307,480,471.15,312.08,158.84,0.23,470.92,312.31
59.4819,523,502.53,311.91,190.39,0.23,502.3,312.14
59.5331,523,544.39,311.74,232.42,0.23,544.16,311.97
59.5842,594,600.75,311.57,288.94,0.24,600.51,311.81
59.6354,670,677.61,311.4,365.96,0.24,677.36,311.64
59.6866,782,783.25,311.23,471.77,0.25,783,311.48
59.7377,932,933.5,311.05,622.19,0.26,933.24,311.31
59.7889,1195,1164.66,310.88,853.51,0.27,1164.39,311.15
59.84,1673,1539.71,310.71,1228.72,0.28,1539.43,310.99
59.8912,2199,2121.14,310.54,1810.31,0.3,2120.85,310.84
59.9424,2700,2769.82,310.36,2459.14,0.32,2769.5,310.68
59.9935,2889,2978.7,310.19,2668.17,0.34,2978.36,310.53
60.0447,2698,2707.85,310.02,2397.46,0.36,2707.48,310.38
60.0958,2402,2450.67,309.85,2140.42,0.4,2450.27,310.25
60.147,2161,2181.97,309.67,1871.86,0.43,2181.53,310.1
60.1982,1795,1736.33,309.5,1426.35,0.48,1735.85,309.98
60.2493,1430,1301.17,309.33,991.31,0.54,1300.64,309.87
60.3005,1108,997.54,309.16,687.78,0.61,996.94,309.77
60.3516,867,805.03,308.98,495.34,0.7,804.32,309.68
60.4028,711,681.42,308.81,371.79,0.82,680.6,309.63
60.454,680,599.61,308.64,290,0.98,598.64,309.62
60.5051,559,542.97,308.46,233.32,1.19,541.78,309.65
60.5563,483,500.98,308.29,191.22,1.47,499.51,309.76
60.6075,431,469.11,308.12,159.13,1.86,467.25,309.98
60.6586,466,445.14,307.94,134.79,2.41,442.73,310.35
60.7098,399,427.25,307.77,116.23,3.25,424,311.02
60.7609,426,414.62,307.6,102.41,4.6,410.01,312.2
60.8121,388,407.11,307.43,92.92,6.76,400.35,314.19
60.8633,382,402.26,307.25,85.69,9.32,392.94,316.57
60.9144,413,394.46,307.08,76.77,10.61,383.85,317.69
60.9656,371,386.9,306.91,69.3,10.69,376.21,317.6
61.0167,378,380.11,306.74,62.8,10.57,369.54,317.31
61.0679,356,371.94,306.56,55.73,9.64,362.29,316.2
61.1191,359,364.5,306.39,49.94,8.16,356.33,314.55
61.1702,340,358.71,306.22,45.44,7.06,351.66,313.28
61.2214,336,354.19,306.05,41.74,6.4,347.79,312.45
61.2725,354,350.69,305.88,38.62,6.19,344.5,312.07
61.3237,312,347.43,305.7,35.94,5.79,341.64,311.49
61.3749,342,343.99,305.53,33.61,4.85,339.14,310.38
61.426,339,341.04,305.36,31.56,4.12,336.92,309.48
61.4772,306,338.53,305.19,29.75,3.6,334.94,308.79
61.5283,332,336,305.02,28.14,2.84,333.16,307.86
61.5795,324,333.62,304.85,26.7,2.07,331.55,306.92
61.6307,383,331.62,304.68,25.42,1.52,330.1,306.2
61.6818,329,329.95,304.51,24.27,1.17,328.78,305.68
61.733,345,328.52,304.34,23.24,0.94,327.58,305.28
61.7842,332,327.26,304.17,22.32,0.78,326.49,304.95
61.8353,361,326.15,304,21.49,0.66,325.49,304.66
61.8865,332,325.14,303.83,20.74,0.57,324.57,304.4
61.9376,324,324.24,303.66,20.07,0.51,323.73,304.17
61.9888,345,323.42,303.49,19.47,0.45,322.96,303.94
62.04,311,322.67,303.32,18.93,0.41,322.25,303.73
62.0911,334,321.99,303.16,18.46,0.38,321.62,303.54
62.1423,313,321.38,302.99,18.04,0.35,321.03,303.34
62.1934,340,320.82,302.82,17.67,0.33,320.49,303.15
62.2446,368,320.32,302.65,17.36,0.31,320.01,302.96
62.2958,283,319.87,302.49,17.09,0.3,319.58,302.79
62.3469,334,319.48,302.32,16.87,0.29,319.19,302.61
62.3981,299,319.13,302.15,16.69,0.28,318.84,302.43
62.4493,315,318.83,301.99,16.56,0.28,318.55,302.27
62.5004,329,318.58,301.82,16.48,0.28,318.3,302.1
62.5516,345,318.39,301.66,16.44,0.29,318.1,301.95
62.6027,302,318.25,301.5,16.46,0.29,317.96,301.79
62.6539,334,318.15,301.33,16.52,0.3,317.85,301.63
62.7051,298,318.12,301.17,16.63,0.32,317.8,301.49
62.7562,340,318.16,301.01,16.81,0.34,317.82,301.35
62.8074,294,318.27,300.84,17.05,0.38,317.89,301.22
62.8585,331,318.46,300.68,17.36,0.42,318.04,301.1
62.9097,357,318.76,300.52,17.74,0.49,318.26,301.01
62.9609,328,319.17,300.36,18.22,0.58,318.58,300.94
63.012,277,319.73,300.2,18.81,0.72,319.01,300.92
63.0632,276,320.49,300.04,19.52,0.93,319.56,300.97
63.1143,303,321.54,299.88,20.37,1.28,320.25,301.16
63.1655,322,322.98,299.72,21.4,1.86,321.12,301.58
63.2167,306,324.76,299.57,22.65,2.54,322.22,302.11
63.2678,337,326.35,299.41,24.17,2.78,323.58,302.19
63.319,309,327.74,299.25,26.02,2.47,325.27,301.72
63.3701,356,329.61,299.1,28.31,2.2,327.41,301.3
63.4213,339,332.14,298.94,31.18,2.02,330.12,300.96
63.4725,319,335.24,298.79,34.8,1.64,333.59,300.43
63.5236,350,339.28,298.63,39.45,1.2,338.08,299.83
63.5748,343,344.88,298.48,45.52,0.87,344,299.35
63.626,320,352.55,298.33,53.55,0.67,351.88,299
63.6771,344,362.95,298.18,64.22,0.55,362.4,298.73
63.7283,353,377.02,298.03,78.52,0.47,376.55,298.5
63.7794,415,396.2,297.88,97.9,0.42,395.78,298.3
63.8306,424,423.84,297.73,125.72,0.39,423.45,298.12
63.8818,465,466.78,297.58,168.83,0.37,466.41,297.95
63.9329,529,536.08,297.43,238.29,0.36,535.72,297.79
63.9841,688,640.88,297.28,343.23,0.36,640.51,297.64
64.0352,767,751.93,297.14,454.43,0.36,751.57,297.5
64.0864,800,782.19,296.99,484.82,0.38,781.81,297.37
64.1376,800,730.73,296.85,433.48,0.39,730.33,297.24
64.1887,739,685.7,296.71,388.58,0.42,685.29,297.13
64.2399,657,649.23,296.56,352.22,0.45,648.78,297.01
64.291,569,581.04,296.42,284.13,0.49,580.55,296.91
64.3422,514,502.39,296.28,205.56,0.55,501.84,296.83
64.3934,455,443.23,296.14,146.47,0.62,442.61,296.76
64.4445,387,404.82,296,108.11,0.71,404.11,296.71
64.4957,324,380.06,295.87,83.36,0.83,379.23,296.7
64.5468,356,363.71,295.73,67,0.98,362.73,296.71
64.598,355,352.51,295.59,55.73,1.19,351.32,296.78
64.6492,320,344.66,295.46,47.73,1.47,343.19,296.93
64.7003,315,339.1,295.33,41.93,1.85,337.26,297.18
64.7515,346,335.18,295.19,37.59,2.4,332.78,297.59
64.8027,300,332.65,295.06,34.33,3.26,329.39,298.32
64.8538,323,331.47,294.93,31.87,4.68,326.8,299.61
64.905,317,331.67,294.8,30.01,6.86,324.81,301.66
64.9561,323,332.41,294.67,28.64,9.09,323.31,303.76
65.0073,330,331.73,294.55,27.67,9.51,322.22,304.06
65.0585,335,330.04,294.42,27.06,8.55,321.48,302.97
65.1096,302,329.22,294.3,26.78,8.14,321.08,302.44
65.1608,337,329.13,294.17,26.83,8.13,321,302.3
65.2119,385,329.05,294.05,27.23,7.77,321.28,301.82
65.2631,376,329.6,293.93,28.06,7.61,321.99,301.54
65.3143,334,330.65,293.81,29.46,7.38,323.27,301.19
65.3654,347,331.67,293.69,31.64,6.33,325.33,300.02
65.4166,384,333.82,293.58,34.98,5.27,328.56,298.85
65.4677,332,337.54,293.46,39.4,4.68,332.86,298.14
65.5189,377,341.45,293.35,44.11,3.99,337.46,297.34
65.5701,374,346.98,293.23,50.75,3,343.98,296.23
65.6212,351,358.09,293.12,62.82,2.15,355.94,295.27
65.6724,402,381.12,293.01,86.54,1.57,379.55,294.58
65.7236,416,427,292.9,132.9,1.2,425.8,294.1
65.7747,462,489.67,292.79,195.92,0.95,488.71,293.74
65.8259,476,492.34,292.69,198.87,0.78,491.56,293.47
65.877,460,448.58,292.58,155.34,0.65,447.92,293.23
65.9282,428,435.1,292.48,142.07,0.56,434.55,293.04
65.9794,395,436.71,292.38,143.86,0.48,436.24,292.86
66.0305,389,407.96,292.28,115.26,0.42,407.54,292.7
66.0817,395,374.07,292.18,81.52,0.37,373.7,292.55
66.1328,428,354.54,292.08,62.12,0.33,354.2,292.41
66.184,325,344.46,291.99,52.17,0.3,344.16,292.29
66.2352,388,339.21,291.89,47.04,0.27,338.93,292.16
66.2863,342,336.54,291.8,44.48,0.25,336.28,292.05
66.3375,341,335.38,291.71,43.44,0.23,335.15,291.94
66.3887,318,335.23,291.62,43.39,0.21,335.01,291.83
66.4398,357,335.8,291.53,44.07,0.2,335.6,291.73
66.491,323,336.96,291.45,45.32,0.19,336.77,291.64
66.5421,336,338.62,291.36,47.08,0.17,338.44,291.53
66.5933,362,340.78,291.28,49.34,0.16,340.62,291.44
66.6445,350,343.45,291.2,52.09,0.15,343.29,291.35
66.6956,376,346.64,291.12,55.37,0.15,346.49,291.27
66.7468,369,350.43,291.04,59.25,0.14,350.29,291.18
66.7979,386,354.89,290.97,63.79,0.13,354.76,291.1
66.8491,375,360.15,290.89,69.13,0.13,360.02,291.02
66.9003,411,366.37,290.82,75.42,0.12,366.24,290.94
66.9514,397,373.72,290.75,82.85,0.12,373.6,290.87
67.0026,371,382.52,290.69,91.72,0.11,382.41,290.8
67.0537,426,393.1,290.62,102.38,0.11,393,290.73
67.1049,432,406.02,290.56,115.36,0.1,405.92,290.66
67.1561,411,421.95,290.49,131.35,0.1,421.84,290.59
67.2072,435,441.83,290.43,151.3,0.1,441.73,290.53
67.2584,536,467.08,290.37,176.62,0.09,466.99,290.46
67.3095,508,499.43,290.32,209.02,0.09,499.34,290.41
67.3607,547,541.31,290.26,250.96,0.09,541.22,290.35
67.4119,682,595.67,290.21,305.37,0.09,595.58,290.3
67.463,676,667.22,290.16,376.97,0.09,667.13,290.25
67.5142,807,766.61,290.11,476.41,0.08,766.52,290.19
67.5654,993,914.99,290.07,624.84,0.08,914.91,290.15
67.6165,1188,1146.99,290.02,856.88,0.08,1146.9,290.1
67.6677,1510,1501.64,289.98,1211.58,0.08,1501.56,290.06
67.7188,1743,1935.7,289.94,1645.68,0.08,1935.62,290.02
67.77,1928,2193.73,289.9,1903.75,0.08,2193.65,289.98
67.8212,1927,2123.26,289.87,1833.31,0.08,2123.18,289.95
67.8723,1893,2004.49,289.84,1714.58,0.08,2004.42,289.92
67.9235,2023,2003.28,289.8,1713.4,0.08,2003.2,289.88
67.9746,1966,2013.31,289.78,1723.45,0.08,2013.23,289.86
68.0258,2243,2038.14,289.75,1748.31,0.08,2038.06,289.83
68.077,2439,2329.84,289.72,2040.03,0.08,2329.75,289.8
68.1281,2864,3061.4,289.7,2771.61,0.08,3061.31,289.78
68.1793,3169,3583.69,289.68,3293.92,0.08,3583.6,289.76
68.2304,3124,3276.68,289.66,2986.93,0.09,3276.59,289.75
68.2816,2977,3285.32,289.65,2995.58,0.09,3285.23,289.74
68.3328,2913,3581.26,289.64,3291.53,0.09,3581.17,289.73
68.3839,2721,3141.5,289.63,2851.78,0.09,3141.41,289.72
68.4351,2257,2359.72,289.62,2070,0.1,2359.62,289.72
68.4863,1885,1955.37,289.61,1665.65,0.1,1955.26,289.71
68.5374,1557,1669.19,289.61,1379.47,0.11,1669.08,289.72
68.5886,1257,1247.84,289.61,958.11,0.12,1247.72,289.73
68.6397,995,927.19,289.62,637.45,0.13,927.07,289.75
68.6909,882,738.77,289.62,449.01,0.14,738.63,289.76
68.7421,709,626.05,289.63,336.27,0.15,625.9,289.78
68.7932,622,553.7,289.64,263.89,0.17,553.53,289.81
68.8444,572,503.95,289.65,214.11,0.19,503.76,289.84
68.8955,450,468.12,289.67,178.23,0.22,467.9,289.89
68.9467,444,441.19,289.69,151.25,0.26,440.94,289.95
68.9979,422,420.39,289.71,130.37,0.31,420.08,290.02
69.049,404,403.96,289.73,113.85,0.38,403.58,290.11
69.1002,419,390.69,289.76,100.45,0.48,390.21,290.24
69.1513,378,379.88,289.79,89.46,0.64,379.25,290.43
69.2025,388,370.97,289.81,80.27,0.89,370.08,290.7
69.2537,410,363.64,289.85,72.51,1.28,362.36,291.13
69.3048,388,357.45,289.89,65.9,1.66,355.79,291.55
69.356,359,351.83,289.93,60.2,1.7,350.13,291.63
69.4071,337,346.73,289.97,55.27,1.49,345.24,291.46
69.4583,364,342.31,290.01,50.94,1.35,340.95,291.36
69.5095,324,338.51,290.07,47.14,1.3,337.21,291.37
69.5606,352,335.04,290.12,43.78,1.14,333.9,291.26
69.6118,312,331.86,290.17,40.79,0.9,330.96,291.07
69.663,331,329.06,290.23,38.12,0.72,328.35,290.95
69.7141,367,326.63,290.29,35.72,0.62,326.01,290.91
69.7653,330,324.5,290.35,33.56,0.59,323.91,290.94
69.8164,305,322.63,290.42,31.61,0.61,322.03,291.03
69.8676,300,320.99,290.49,29.84,0.67,320.33,291.16
69.9188,331,319.56,290.56,28.22,0.78,318.78,291.34
69.9699,323,318.36,290.63,26.75,0.97,317.38,291.6
70.0211,287,317.42,290.72,25.4,1.31,316.12,292.03
70.0722,311,316.82,290.8,24.16,1.86,314.96,292.66
70.1234,331,316.52,290.88,23.03,2.61,313.91,293.49
70.1746,311,316.04,290.97,21.98,3.1,312.95,294.07
70.2257,272,314.95,291.06,21.01,2.88,312.07,293.94
70.2769,334,313.73,291.16,20.12,2.46,311.28,293.62
70.3281,318,312.82,291.26,19.29,2.27,310.55,293.53
70.3792,312,311.98,291.36,18.52,2.1,309.88,293.46
70.4304,323,310.95,291.46,17.81,1.68,309.27,293.14
70.4815,301,309.92,291.57,17.14,1.2,308.71,292.77
70.5327,288,309.06,291.68,16.52,0.85,308.2,292.53
70.5839,304,308.37,291.8,15.95,0.62,307.75,292.42
70.635,318,307.8,291.91,15.41,0.48,307.32,292.39
70.6862,324,307.32,292.03,14.91,0.38,306.94,292.41
70.7373,307,306.92,292.16,14.44,0.31,306.6,292.47
70.7885,318,306.56,292.29,14.01,0.26,306.3,292.55
70.8397,298,306.25,292.42,13.6,0.23,306.02,292.65
70.8908,318,305.98,292.56,13.22,0.2,305.78,292.76
70.942,310,305.74,292.7,12.87,0.18,305.57,292.88
70.9931,281,305.54,292.84,12.54,0.16,305.38,293
71.0443,287,305.36,292.99,12.23,0.15,305.22,293.14
71.0955,285,305.21,293.13,11.95,0.13,305.08,293.26
71.1466,277,305.1,293.29,11.69,0.13,304.98,293.42
71.1978,305,305,293.44,11.44,0.12,304.88,293.56
71.2489,336,304.94,293.61,11.22,0.11,304.83,293.72
71.3001,254,304.89,293.77,11.01,0.11,304.78,293.88
71.3513,285,304.87,293.94,10.83,0.1,304.77,294.04
71.4024,301,304.87,294.11,10.66,0.1,304.77,294.21
71.4536,336,304.89,294.28,10.51,0.1,304.79,294.38
71.5048,314,304.94,294.46,10.38,0.1,304.84,294.56
71.5559,285,305.01,294.65,10.27,0.1,304.92,294.75
71.6071,292,305.1,294.83,10.17,0.1,305,294.93
71.6582,316,305.22,295.03,10.1,0.1,305.13,295.13
71.7094,284,305.36,295.22,10.04,0.1,305.26,295.32
71.7606,316,305.52,295.42,10,0.1,305.42,295.52
71.8117,293,305.71,295.62,9.99,0.1,305.61,295.72
71.8629,321,305.93,295.83,9.99,0.1,305.82,295.93
71.914,303,306.18,296.04,10.03,0.11,306.07,296.15
71.9652,280,306.45,296.25,10.08,0.11,306.33,296.36
72.0164,330,306.77,296.48,10.17,0.12,306.65,296.6
72.0675,289,307.12,296.7,10.29,0.13,306.99,296.83
72.1187,302,307.5,296.92,10.44,0.14,307.36,297.06
72.1698,322,307.94,297.16,10.64,0.15,307.8,297.31
72.221,280,308.42,297.39,10.87,0.16,308.26,297.55
72.2722,323,308.97,297.63,11.16,0.18,308.79,297.81
72.3233,291,309.58,297.87,11.51,0.2,309.38,298.07
72.3745,304,310.27,298.12,11.93,0.23,310.05,298.35
72.4257,305,311.06,298.37,12.43,0.26,310.8,298.63
72.4768,348,311.95,298.62,13.02,0.3,311.64,298.92
72.528,315,312.98,298.89,13.74,0.36,312.63,299.25
72.5791,320,314.17,299.15,14.59,0.43,313.74,299.58
72.6303,297,315.58,299.43,15.63,0.52,315.06,299.95
72.6815,317,317.23,299.69,16.89,0.64,316.58,300.33
72.7326,323,319.23,299.97,18.44,0.81,318.41,300.78
72.7838,349,321.69,300.25,20.37,1.07,320.62,301.32
72.8349,315,324.81,300.54,22.78,1.49,323.32,302.03
72.8861,351,328.86,300.83,25.87,2.15,326.7,302.98
72.9373,323,334.09,301.12,29.88,3.09,331,304.21
72.9884,355,340.41,301.43,35.15,3.83,336.58,305.26
73.0396,342,347.58,301.73,42.13,3.72,343.86,305.45
73.0908,382,356.45,302.03,51.26,3.16,353.29,305.19
73.1419,391,368.01,302.35,62.8,2.86,365.15,305.21
73.1931,344,382.79,302.67,77.38,2.74,380.05,305.41
73.2442,406,403.03,303,97.67,2.37,400.67,305.37
73.2954,484,435.77,303.33,130.67,1.77,434,305.1
73.3466,496,495.11,303.66,190.19,1.26,493.85,304.92
73.3977,594,608.04,303.99,303.12,0.93,607.11,304.92
73.4489,735,808.77,304.34,503.71,0.72,808.05,305.06
73.5,859,997.29,304.67,692.03,0.59,996.7,305.26
73.5512,929,918.86,305.03,613.32,0.51,918.35,305.54
73.6024,762,759.76,305.38,453.9,0.47,759.28,305.85
73.6535,776,718,305.75,411.79,0.46,717.54,306.21
73.7047,761,745.69,306.11,439.09,0.49,745.2,306.6
73.7558,628,680.91,306.47,373.86,0.58,680.33,307.05
73.807,539,552.02,306.85,244.43,0.73,551.28,307.58
73.8582,516,462.65,307.24,154.49,0.92,461.73,308.16
73.9093,472,412.58,307.62,103.97,0.99,411.59,308.61
73.9605,381,383.57,308.01,74.69,0.87,382.7,308.88
74.0116,411,365.79,308.4,56.63,0.75,365.03,309.15
74.0628,403,354.16,308.81,44.64,0.71,353.45,309.52
74.114,375,346.18,309.21,36.31,0.66,345.52,309.87
74.1651,369,340.44,309.61,30.28,0.54,339.89,310.15
74.2163,310,336.19,310.03,25.76,0.4,335.79,310.43
74.2675,342,333.01,310.44,22.27,0.3,332.71,310.74
74.3186,345,330.64,310.88,19.52,0.23,330.4,311.11
74.3698,300,328.81,311.31,17.31,0.19,328.62,311.5
74.4209,303,327.41,311.74,15.51,0.15,327.25,311.89
74.4721,322,326.34,312.19,14.02,0.13,326.21,312.32
74.5233,324,325.51,312.63,12.76,0.11,325.39,312.74
74.5744,331,324.88,313.08,11.7,0.1,324.78,313.18
74.6256,328,324.4,313.52,10.79,0.09,324.31,313.61
74.6767,314,324.08,314,10,0.08,324,314.08
74.7279,321,323.85,314.46,9.31,0.07,323.77,314.53
74.7791,314,323.71,314.93,8.71,0.07,323.64,315
74.8302,318,323.66,315.41,8.18,0.06,323.59,315.47
74.8814,327,323.66,315.89,7.71,0.06,323.6,315.95
74.9325,301,323.73,316.39,7.29,0.06,323.68,316.45
74.9837,342,323.84,316.87,6.91,0.05,323.78,316.92
75.0349,314,324.01,317.39,6.57,0.05,323.96,317.44
75.086,343,324.19,317.88,6.27,0.05,324.15,317.93
