Angle,Observed,Calculated,Background,Quartz_nb,Calcite_bn,Quartz,Calcite
47.4717,441,462.91,397.18,15.72,50,412.9,447.18
47.5219,440,474.98,396.93,15.83,62.22,412.76,459.15
47.572,436,473.58,396.67,15.97,60.95,412.64,457.62
47.6222,413,465.79,396.41,16.15,53.23,412.56,449.64
47.6723,430,456.69,396.15,16.37,44.17,412.52,440.32
47.7224,410,444.26,395.9,16.63,31.73,412.53,427.63
47.7726,420,434.06,395.64,16.93,21.49,412.57,417.13
47.8227,433,427.8,395.39,17.27,15.14,412.66,410.53
47.8728,452,424.18,395.13,17.65,11.39,412.78,406.52
47.923,400,422.11,394.88,18.08,9.15,412.96,404.03
47.9731,399,420.98,394.63,18.56,7.8,413.19,402.43
48.0233,410,420.48,394.38,19.08,7.02,413.46,401.4
48.0734,416,420.46,394.13,19.66,6.68,413.79,400.81
48.1235,416,420.86,393.87,20.29,6.69,414.16,400.56
48.1737,410,421.69,393.62,20.99,7.07,414.61,400.69
48.2238,438,423.02,393.37,21.75,7.89,415.12,401.26
48.2739,438,425.01,393.13,22.59,9.29,415.72,402.42
48.3241,460,427.87,392.88,23.5,11.49,416.38,404.37
48.3742,449,432.07,392.63,24.51,14.93,417.14,407.56
48.4244,433,438.52,392.38,25.62,20.52,418,412.9
48.4745,470,449.09,392.13,26.83,30.13,418.96,422.26
48.5246,457,465.33,391.89,28.17,45.28,420.06,437.17
48.5748,431,480.57,391.64,29.64,59.29,421.28,450.93
48.6249,470,481.58,391.4,31.27,58.92,422.67,450.32
48.675,476,475.95,391.15,33.07,51.73,424.22,442.88
48.7252,483,469.37,390.91,35.08,43.38,425.99,434.29
48.7753,479,459.21,390.66,37.32,31.23,427.98,421.89
48.8254,411,450.97,390.42,39.82,20.73,430.24,411.15
48.8756,440,446.88,390.17,42.65,14.06,432.82,404.23
48.9257,445,445.81,389.93,45.85,10.03,435.78,399.96
48.9759,457,446.7,389.69,49.5,7.51,439.19,397.2
49.026,465,449.02,389.45,53.73,5.84,443.18,395.29
49.0761,476,452.64,389.2,58.74,4.69,447.94,393.89
49.1263,446,457.79,388.96,64.96,3.86,453.92,392.82
49.1764,473,464.8,388.72,72.83,3.25,461.55,391.97
49.2265,457,471.89,388.48,80.63,2.77,469.11,391.25
49.2767,488,478.37,388.24,87.72,2.4,475.96,390.64
49.3268,515,486.84,388,96.73,2.11,484.73,390.11
49.377,502,497.88,387.76,108.26,1.86,496.02,389.62
49.4271,476,511.81,387.52,122.62,1.67,510.14,389.19
49.4772,475,529.29,387.28,140.51,1.5,527.79,388.78
49.5274,506,551.44,387.04,163.03,1.36,550.07,388.4
49.5775,551,579.91,386.81,191.87,1.24,578.68,388.05
49.6276,557,616.47,386.57,228.77,1.13,615.34,387.7
49.6778,634,664.11,386.33,276.73,1.04,663.06,387.37
49.7279,636,728.87,386.09,341.81,0.97,727.9,387.06
49.7781,756,818.5,385.86,431.74,0.9,817.6,386.76
49.8282,866,945.62,385.62,559.17,0.84,944.79,386.46
49.8783,1001,1128.05,385.38,741.89,0.78,1127.27,386.16
49.9285,1329,1398.24,385.15,1012.36,0.73,1397.51,385.88
49.9786,1813,1822.91,384.91,1437.31,0.69,1822.22,385.6
50.0287,2530,2506.1,384.67,2120.78,0.65,2505.45,385.32
50.0789,3579,3438.4,384.44,3053.35,0.61,3437.79,385.05
50.129,4341,4095.68,384.2,3710.9,0.58,4095.1,384.78
50.1792,4060,3969.57,383.97,3585.05,0.55,3969.02,384.52
50.2293,3503,3555.91,383.73,3171.66,0.52,3555.39,384.25
50.2794,2894,3026.06,383.5,2642.06,0.5,3025.56,384
50.3296,2231,2313.98,383.26,1930.24,0.48,2313.5,383.74
50.3797,1571,1703.3,383.03,1319.82,0.45,1702.85,383.48
50.4298,1227,1301.02,382.79,917.79,0.43,1300.58,383.22
50.48,960,1053.07,382.56,670.09,0.42,1052.65,382.98
50.5301,848,903.38,382.32,520.66,0.4,902.98,382.72
50.5802,780,818.8,382.09,436.33,0.38,818.42,382.47
50.6304,689,756.37,381.86,374.15,0.37,756.01,382.23
50.6805,678,687.46,381.62,305.48,0.36,687.1,381.98
50.7307,599,638.93,381.39,257.19,0.35,638.58,381.74
50.7808,582,596.95,381.16,215.45,0.34,596.61,381.5
50.8309,578,555.15,380.92,173.89,0.34,554.81,381.26
50.8811,535,524.56,380.69,143.53,0.33,524.22,381.02
50.9312,506,502.85,380.46,122.08,0.32,502.54,380.78
50.9813,510,486.52,380.22,106,0.3,486.22,380.52
51.0315,472,473.64,379.99,93.36,0.29,473.35,380.28
51.0816,488,463.16,379.76,83.12,0.28,462.88,380.04
51.1318,468,454.45,379.53,74.66,0.27,454.19,379.8
51.1819,468,447.11,379.29,67.55,0.26,446.84,379.55
51.232,467,440.85,379.06,61.53,0.25,440.59,379.31
51.2822,481,435.43,378.83,56.35,0.25,435.18,379.08
51.3323,399,430.68,378.6,51.84,0.24,430.44,378.84
51.3824,434,426.48,378.36,47.87,0.24,426.23,378.6
51.4326,385,422.77,378.13,44.39,0.24,422.52,378.37
51.4827,424,419.48,377.9,41.33,0.25,419.23,378.15
51.5329,417,416.55,377.67,38.62,0.26,416.29,377.93
51.583,409,413.92,377.44,36.21,0.28,413.65,377.72
51.6331,415,411.53,377.2,34.05,0.27,411.25,377.47
51.6833,406,409.34,376.97,32.12,0.25,409.09,377.22
51.7334,421,407.35,376.74,30.38,0.23,407.12,376.97
51.7835,399,405.54,376.51,28.82,0.22,405.33,376.73
51.8337,354,403.88,376.28,27.4,0.21,403.68,376.49
51.8838,381,402.36,376.05,26.11,0.2,402.16,376.25
51.9339,397,400.96,375.81,24.95,0.2,400.76,376.01
51.9841,402,399.66,375.58,23.89,0.19,399.47,375.77
52.0342,401,398.47,375.35,22.92,0.19,398.27,375.54
52.0844,378,397.35,375.12,22.04,0.19,397.16,375.31
52.1345,407,396.31,374.89,21.24,0.18,396.13,375.07
52.1846,335,395.35,374.66,20.51,0.18,395.17,374.84
52.2348,384,394.44,374.42,19.84,0.17,394.26,374.59
52.2849,370,393.6,374.19,19.24,0.17,393.43,374.36
52.335,405,392.81,373.96,18.69,0.17,392.65,374.13
52.3852,402,392.08,373.73,18.18,0.16,391.91,373.89
52.4353,412,391.39,373.5,17.73,0.16,391.23,373.66
52.4855,356,390.75,373.27,17.32,0.16,390.59,373.43
52.5356,386,390.15,373.04,16.95,0.16,389.99,373.2
52.5857,422,389.58,372.8,16.62,0.16,389.42,372.96
52.6359,402,389.06,372.57,16.33,0.15,388.9,372.72
52.686,380,388.57,372.34,16.08,0.15,388.42,372.49
52.7361,393,388.12,372.11,15.86,0.15,387.97,372.26
52.7863,388,387.7,371.88,15.68,0.15,387.56,372.03
52.8364,384,387.32,371.65,15.53,0.15,387.18,371.8
52.8866,397,386.97,371.41,15.41,0.15,386.82,371.56
52.9367,397,386.66,371.18,15.33,0.15,386.51,371.33
52.9868,397,386.37,370.95,15.28,0.14,386.23,371.09
53.037,449,386.13,370.72,15.26,0.14,385.98,370.86
53.0871,412,385.91,370.49,15.29,0.14,385.78,370.63
53.1372,407,385.74,370.25,15.34,0.14,385.59,370.39
53.1874,389,385.61,370.02,15.45,0.14,385.47,370.16
53.2375,404,385.54,369.79,15.61,0.14,385.4,369.93
53.2877,408,385.53,369.56,15.83,0.14,385.39,369.7
53.3378,377,385.6,369.33,16.13,0.14,385.46,369.47
53.3879,372,385.77,369.09,16.54,0.14,385.63,369.23
53.4381,373,386.1,368.86,17.09,0.14,385.95,369
53.4882,406,386.66,368.63,17.89,0.14,386.52,368.77
53.5383,385,387.64,368.4,19.1,0.14,387.5,368.54
53.5885,390,389.3,368.16,20.99,0.14,389.15,368.3
53.6386,402,391.57,367.93,23.5,0.14,391.43,368.07
53.6888,448,393.02,367.7,25.18,0.14,392.88,367.84
53.7389,411,392.69,367.47,25.09,0.14,392.56,367.61
53.789,427,392.05,367.23,24.67,0.14,391.9,367.37
53.8392,356,391.95,367,24.81,0.14,391.81,367.14
53.8893,396,392.44,366.77,25.53,0.14,392.3,366.91
53.9394,384,393.4,366.54,26.72,0.14,393.26,366.68
53.9896,376,394.8,366.3,28.35,0.14,394.65,366.44
54.0397,390,396.65,366.07,30.43,0.14,396.5,366.21
54.0898,410,399.01,365.84,33.03,0.14,398.87,365.98
54.14,416,402,365.61,36.25,0.15,401.86,365.76
54.1901,425,405.77,365.37,40.25,0.15,405.62,365.52
54.2403,457,410.58,365.14,45.29,0.15,410.43,365.29
54.2904,436,416.79,364.91,51.72,0.16,416.63,365.07
54.3405,429,424.93,364.67,60.09,0.16,424.76,364.83
54.3907,478,435.84,364.44,71.22,0.18,435.66,364.62
54.4408,492,450.83,364.21,86.44,0.19,450.65,364.4
54.4909,488,471.85,363.97,107.68,0.2,471.65,364.17
54.5411,526,501.98,363.74,138.05,0.19,501.79,363.93
54.5912,578,544.81,363.51,181.11,0.19,544.62,363.7
54.6414,638,606.43,363.27,242.97,0.19,606.24,363.46
54.6915,710,706.83,363.04,343.6,0.19,706.64,363.23
54.7416,917,899.46,362.81,536.46,0.19,899.27,363
54.7918,1132,1282.02,362.57,919.26,0.19,1281.83,362.76
54.8419,1324,1789.19,362.34,1426.66,0.19,1789,362.53
54.892,1405,1779.51,362.11,1417.2,0.2,1779.31,362.31
54.9422,1234,1498.53,361.87,1136.45,0.2,1498.32,362.07
54.9923,1124,1434.08,361.64,1072.23,0.21,1433.87,361.85
55.0425,1044,1229.61,361.4,867.99,0.21,1229.39,361.61
55.0926,852,931.52,361.17,570.14,0.21,931.31,361.38
55.1427,806,766.6,360.94,405.45,0.21,766.39,361.15
55.1929,746,718.98,360.7,358.06,0.22,718.76,360.92
55.243,814,772.7,360.47,412.01,0.22,772.48,360.69
55.2931,858,909.54,360.23,549.08,0.23,909.31,360.46
55.3433,874,927.7,360,567.46,0.24,927.46,360.24
55.3934,777,809.33,359.77,449.32,0.24,809.09,360.01
55.4436,780,763.5,359.53,403.72,0.25,763.25,359.78
55.4937,653,703.04,359.3,343.48,0.26,702.78,359.56
55.5438,580,587.74,359.07,228.4,0.28,587.47,359.35
55.594,550,507.54,358.83,148.42,0.29,507.25,359.12
55.6441,479,463.37,358.6,104.47,0.3,463.07,358.9
55.6942,459,437.78,358.36,79.1,0.32,437.46,358.68
55.7444,432,421.63,358.13,63.16,0.34,421.29,358.47
55.7945,433,410.64,357.89,52.39,0.36,410.28,358.25
55.8446,412,402.74,357.66,44.7,0.38,402.36,358.04
55.8948,410,396.82,357.43,38.98,0.41,396.41,357.84
55.9449,369,392.22,357.19,34.59,0.44,391.78,357.63
55.9951,405,388.57,356.96,31.13,0.48,388.09,357.44
56.0452,401,385.61,356.72,28.36,0.53,385.08,357.25
56.0953,369,383.18,356.49,26.1,0.58,382.59,357.07
56.1455,383,381.15,356.26,24.25,0.65,380.51,356.91
56.1956,401,379.45,356.02,22.7,0.73,378.72,356.75
56.2457,395,378.04,355.79,21.42,0.83,377.21,356.62
56.2959,343,376.87,355.55,20.35,0.97,375.9,356.52
56.346,372,375.93,355.32,19.46,1.15,374.78,356.47
56.3962,378,375.21,355.09,18.73,1.39,373.82,356.48
56.4463,355,374.72,354.85,18.14,1.73,372.99,356.58
56.4964,384,374.49,354.62,17.68,2.19,372.3,356.81
56.5466,363,374.63,354.38,17.35,2.89,371.73,357.27
56.5967,389,375.33,354.15,17.16,4.02,371.31,358.17
56.6468,394,376.89,353.92,17.11,5.86,371.03,359.78
56.697,351,379.08,353.68,17.22,8.17,370.9,361.85
56.7471,382,380.19,353.45,17.54,9.2,370.99,362.65
56.7973,404,379.73,353.22,18.12,8.4,371.34,361.62
56.8474,339,379.64,352.98,19.04,7.62,372.02,360.6
56.8975,369,380.02,352.75,20.44,6.83,373.19,359.58
56.9477,377,380.46,352.52,22.49,5.46,375.01,357.98
56.9978,365,382.08,352.28,25.58,4.22,377.86,356.5
57.0479,357,386.06,352.05,30.5,3.51,382.55,355.56
57.0981,393,393.52,351.82,38.48,3.23,390.3,355.05
57.1482,405,404.74,351.58,49.89,3.27,401.47,354.85
57.1983,405,414.81,351.35,59.89,3.57,411.24,354.92
57.2485,444,415.66,351.12,60.39,4.15,411.51,355.27
57.2986,400,411.23,350.88,55.27,5.08,406.15,355.96
57.3488,403,407.72,350.65,50.57,6.5,401.22,357.15
57.3989,399,403.07,350.42,43.83,8.81,394.25,359.23
57.449,421,398.32,350.19,35.38,12.76,385.57,362.95
57.4992,383,397.49,349.96,28.62,18.92,378.58,368.88
57.5493,395,398.94,349.72,24.22,25,373.94,374.72
57.5994,404,396.4,349.49,21.48,25.43,370.97,374.92
57.6496,405,391.3,349.26,19.77,22.27,369.03,371.53
57.6997,360,387.8,349.03,18.7,20.08,367.73,369.11
57.7499,380,383.75,348.8,18.04,16.91,366.84,365.71
57.8,382,378.53,348.56,17.66,12.3,366.22,360.86
57.8501,396,374.44,348.33,17.49,8.62,365.82,356.95
57.9003,403,371.95,348.1,17.47,6.38,365.57,354.48
57.9504,375,370.65,347.87,17.57,5.2,365.44,353.07
58.0005,406,370.2,347.64,17.79,4.77,365.43,352.41
58.0507,356,370.38,347.41,18.09,4.88,365.5,352.29
58.1008,356,370.64,347.18,18.49,4.97,365.67,352.15
58.151,371,370.38,346.95,18.97,4.47,365.92,351.42
58.2011,384,370.11,346.72,19.54,3.86,366.26,350.58
58.2512,361,370.09,346.49,20.19,3.42,366.68,349.91
58.3014,378,370.02,346.26,20.94,2.82,367.2,349.08
58.3515,364,369.98,346.03,21.79,2.17,367.82,348.2
58.4016,373,370.22,345.8,22.74,1.68,368.54,347.48
58.4518,359,370.74,345.57,23.82,1.35,369.39,346.92
58.5019,360,371.5,345.34,25.03,1.13,370.37,346.47
58.5521,367,372.49,345.11,26.4,0.98,371.51,346.09
58.6022,358,373.71,344.89,27.95,0.87,372.84,345.76
58.6523,413,375.17,344.66,29.72,0.79,374.38,345.45
58.7025,350,376.93,344.43,31.79,0.72,376.22,345.15
58.7526,345,379,344.2,34.15,0.65,378.35,344.85
58.8027,360,381.18,343.97,36.61,0.6,380.58,344.57
58.8529,371,383.63,343.75,39.32,0.56,383.07,344.31
58.903,376,386.56,343.52,42.51,0.53,386.03,344.05
58.9532,396,390.05,343.29,46.25,0.51,389.54,343.8
59.0033,443,394.18,343.07,50.63,0.48,393.7,343.55
59.0534,398,399.08,342.84,55.77,0.47,398.61,343.31
59.1036,405,404.92,342.61,61.86,0.45,404.47,343.06
59.1537,421,411.95,342.39,69.12,0.44,411.51,342.83
59.2038,468,420.47,342.16,77.88,0.43,420.04,342.59
59.254,432,430.92,341.94,88.56,0.43,430.5,342.37
59.3041,463,443.9,341.71,101.76,0.42,443.47,342.13
59.3542,461,460.25,341.49,118.34,0.42,459.83,341.91
59.4044,509,481.18,341.27,139.49,0.42,480.76,341.69
59.4545,515,508.32,341.04,166.85,0.42,507.89,341.46
59.5047,537,544.36,340.82,203.12,0.43,543.94,341.25
59.5548,620,592.72,340.6,251.68,0.44,592.28,341.04
59.6049,653,658.1,340.37,317.28,0.45,657.65,340.82
59.6551,769,747.47,340.15,406.86,0.46,747.01,340.61
59.7052,925,874.23,339.93,533.82,0.47,873.75,340.4
59.7553,1082,1066.83,339.71,726.63,0.49,1066.34,340.2
59.8055,1386,1374.28,339.49,1034.28,0.51,1373.77,340
59.8556,1780,1840.19,339.27,1500.39,0.54,1839.66,339.81
59.9058,2111,2359.88,339.05,2020.26,0.57,2359.31,339.62
59.9559,2353,2556.35,338.83,2216.91,0.61,2555.74,339.44
60.006,2229,2361.28,338.61,2022.02,0.66,2360.63,339.27
60.0562,2030,2145.12,338.39,1806.02,0.71,2144.41,339.1
60.1063,1748,1935.64,338.17,1596.69,0.78,1934.86,338.95
60.1564,1486,1590.55,337.95,1251.74,0.86,1589.69,338.81
60.2066,1245,1227.06,337.73,888.36,0.96,1226.09,338.69
60.2567,1046,960.67,337.52,622.07,1.09,959.59,338.61
60.3069,875,787.4,337.3,448.85,1.25,786.15,338.55
60.357,709,675.31,337.08,336.77,1.46,673.85,338.54
60.4071,679,600.81,336.87,262.21,1.73,599.08,338.6
60.4573,646,549.38,336.65,210.64,2.09,547.29,338.74
60.5074,537,511.75,336.43,172.73,2.58,509.16,339.01
60.5575,525,483.18,336.22,143.72,3.25,479.94,339.47
60.6077,471,461.69,336.01,121.5,4.19,457.51,340.2
60.6578,464,445.92,335.79,104.47,5.66,440.26,341.45
60.708,424,435.15,335.58,91.51,8.06,427.09,343.64
60.7581,452,429.26,335.36,82.13,11.76,417.49,347.12
60.8082,398,426.47,335.15,75.62,15.7,410.77,350.85
60.8584,444,420.34,334.94,68.69,16.7,403.63,351.64
60.9085,387,411.97,334.73,61.77,15.48,396.5,350.21
60.9586,402,406.2,334.52,56.46,15.23,390.98,349.75
61.0088,386,400.48,334.31,50.63,15.54,384.94,349.85
61.0589,417,394.27,334.1,45.16,15.01,379.26,349.11
61.109,390,388.14,333.89,40.86,13.38,374.75,347.27
61.1592,413,382.29,333.68,37.43,11.18,371.11,344.86
61.2093,394,377.85,333.48,34.55,9.82,368.03,343.3
61.2595,403,374.56,333.27,32.1,9.19,365.37,342.46
61.3096,354,371.66,333.06,29.98,8.62,363.04,341.68
61.3597,347,369.62,332.85,28.11,8.66,360.96,341.51
61.4099,373,368.54,332.65,26.47,9.42,359.12,342.07
61.46,360,366.85,332.44,25.01,9.4,357.45,341.84
61.5101,365,364.07,332.24,23.71,8.12,355.95,340.36
61.5603,383,361.65,332.04,22.54,7.07,354.58,339.11
61.6104,342,359.64,331.83,21.5,6.31,353.33,338.14
61.6606,322,357.25,331.63,20.56,5.06,352.19,336.69
61.7107,367,354.84,331.43,19.72,3.7,351.15,335.13
61.7608,390,352.89,331.23,18.96,2.71,350.19,333.94
61.811,336,351.37,331.03,18.27,2.07,349.3,333.1
61.8611,350,350.14,330.83,17.66,1.66,348.49,332.49
61.9112,343,349.1,330.63,17.1,1.37,347.73,332
61.9614,345,348.2,330.43,16.61,1.16,347.04,331.59
62.0115,378,347.4,330.23,16.16,1.01,346.39,331.24
62.0617,344,346.69,330.03,15.76,0.9,345.79,330.93
62.1118,361,346.06,329.83,15.41,0.81,345.24,330.64
62.1619,325,345.49,329.64,15.11,0.74,344.75,330.38
62.2121,337,344.97,329.44,14.84,0.69,344.28,330.13
62.2622,341,344.51,329.25,14.61,0.65,343.86,329.9
62.3123,369,344.09,329.05,14.42,0.62,343.47,329.67
62.3625,341,343.73,328.86,14.27,0.59,343.13,329.45
62.4126,349,343.4,328.67,14.16,0.58,342.83,329.25
62.4627,396,343.13,328.48,14.08,0.57,342.56,329.05
62.5129,355,342.9,328.29,14.04,0.57,342.33,328.86
62.563,330,342.72,328.1,14.05,0.57,342.15,328.67
62.6132,367,342.59,327.91,14.09,0.59,342,328.5
62.6633,333,342.51,327.72,14.17,0.62,341.89,328.34
62.7134,318,342.5,327.53,14.3,0.67,341.83,328.2
62.7636,345,342.56,327.34,14.49,0.73,341.83,328.07
62.8137,330,342.69,327.16,14.73,0.81,341.89,327.97
62.8639,396,342.92,326.97,15.03,0.92,342,327.89
62.914,348,343.27,326.79,15.4,1.08,342.19,327.87
62.9641,309,343.77,326.6,15.86,1.31,342.46,327.91
63.0143,331,344.48,326.42,16.41,1.66,342.83,328.08
63.0644,319,345.54,326.24,17.07,2.24,343.31,328.48
63.1145,366,347.11,326.05,17.87,3.19,343.92,329.24
63.1647,356,349.16,325.87,18.83,4.45,344.7,330.32
63.2148,344,350.91,325.69,19.99,5.23,345.68,330.92
63.2649,322,351.77,325.51,21.41,4.85,346.92,330.36
63.3151,348,352.73,325.34,23.14,4.25,348.48,329.59
63.3652,343,354.39,325.16,25.29,3.94,350.45,329.1
63.4154,390,356.36,324.98,27.98,3.4,352.96,328.38
63.4655,365,358.76,324.81,31.39,2.56,356.2,327.37
63.5156,352,362.28,324.63,35.79,1.86,360.42,326.49
63.5658,422,367.4,324.46,41.54,1.4,366,325.86
63.6159,396,374.52,324.28,49.12,1.12,373.4,325.4
63.666,392,384.23,324.11,59.17,0.95,383.28,325.06
63.7162,398,397.36,323.94,72.59,0.83,396.53,324.77
63.7663,433,415.61,323.77,91.08,0.76,414.85,324.53
63.8165,469,442.6,323.6,118.28,0.72,441.88,324.32
63.8666,482,485.01,323.43,160.88,0.7,484.31,324.13
63.9167,570,551.51,323.26,227.55,0.69,550.81,323.95
63.9669,572,640.85,323.1,317.06,0.69,640.16,323.79
64.017,710,709.96,322.93,386.31,0.71,709.24,323.64
64.0671,687,703.8,322.77,380.29,0.75,703.06,323.52
64.1173,700,660.56,322.6,337.17,0.79,659.77,323.39
64.1674,636,630.61,322.44,307.32,0.85,629.76,323.29
64.2175,569,595.05,322.28,271.84,0.93,594.12,323.21
64.2677,554,535.82,322.12,212.67,1.04,534.79,323.16
64.3178,461,477.27,321.96,154.13,1.18,476.09,323.14
64.368,476,435.11,321.8,111.95,1.37,433.75,323.17
64.4181,391,407.56,321.64,84.31,1.61,405.95,323.25
64.4682,361,389.59,321.48,66.17,1.94,387.65,323.42
64.5184,361,377.62,321.33,53.92,2.37,375.25,323.7
64.5685,348,369.49,321.17,45.37,2.95,366.54,324.12
64.6186,399,364.01,321.02,39.22,3.77,360.24,324.79
64.6688,351,360.58,320.86,34.69,5.02,355.55,325.88
64.7189,368,359.09,320.71,31.31,7.07,352.02,327.78
64.7691,356,359.67,320.56,28.74,10.36,349.3,330.92
64.8192,358,361.78,320.41,26.79,14.58,347.2,334.99
64.8693,349,362.43,320.26,25.32,16.85,345.58,337.11
64.9195,349,359.74,320.11,24.23,15.4,344.34,335.51
64.9696,397,356.92,319.97,23.46,13.5,343.43,333.47
65.0197,345,355.41,319.82,22.97,12.61,342.79,332.43
65.0699,384,353.43,319.68,22.75,11,342.43,330.68
65.12,351,350.68,319.53,22.79,8.36,342.32,327.89
65.1702,363,348.64,319.39,23.12,6.13,342.51,325.52
65.2203,341,347.78,319.25,23.78,4.75,343.03,324
65.2704,374,347.99,319.11,24.87,4.01,343.98,323.12
65.3206,367,349.25,318.97,26.56,3.72,345.53,322.69
65.3707,354,351.7,318.83,29.1,3.77,347.93,322.6
65.4208,372,355.47,318.69,32.55,4.22,351.24,322.91
65.471,383,360.18,318.56,36.36,5.25,354.92,323.81
65.5211,357,366.87,318.42,41.35,7.09,359.77,325.51
65.5713,403,377.72,318.29,49.96,9.46,368.25,327.75
65.6214,426,394.97,318.16,66.23,10.59,384.39,328.75
65.6715,432,425.2,318.03,97.64,9.54,415.67,327.57
65.7217,423,473.5,317.89,147.3,8.31,465.19,326.2
65.7718,434,495.78,317.77,170.31,7.7,488.08,325.47
65.8219,443,463.76,317.64,139.47,6.66,457.11,324.3
65.8721,407,441.21,317.51,118.72,4.98,436.23,322.49
65.9222,450,441.14,317.39,120.24,3.52,437.63,320.91
65.9723,436,427.24,317.26,107.44,2.54,424.7,319.8
66.0225,417,397.65,317.14,78.6,1.92,395.74,319.06
66.0726,396,376.9,317.02,58.38,1.5,375.4,318.52
66.1228,383,365.71,316.89,47.6,1.22,364.49,318.11
66.1729,391,359.77,316.77,41.98,1.02,358.75,317.79
66.223,398,356.61,316.66,39.09,0.86,355.75,317.52
66.2732,376,355.03,316.54,37.75,0.75,354.29,317.29
66.3233,375,354.46,316.42,37.39,0.66,353.81,317.08
66.3734,366,354.6,316.31,37.71,0.58,354.02,316.89
66.4236,383,355.28,316.19,38.57,0.53,354.76,316.72
66.4737,391,356.42,316.08,39.87,0.48,355.95,316.56
66.5239,347,357.98,315.97,41.58,0.43,357.55,316.4
66.574,372,359.96,315.86,43.7,0.4,359.56,316.26
66.6241,397,362.36,315.75,46.24,0.37,361.99,316.12
66.6743,391,365.23,315.64,49.24,0.34,364.88,315.98
66.7244,386,368.62,315.54,52.76,0.32,368.3,315.86
66.7745,417,372.61,315.43,56.88,0.3,372.31,315.73
66.8247,411,377.3,315.33,61.69,0.28,377.02,315.61
66.8748,384,382.84,315.22,67.35,0.27,382.57,315.49
66.925,410,389.41,315.12,74.03,0.25,389.15,315.37
66.9751,429,397.25,315.02,81.99,0.24,397.01,315.26
67.0252,416,406.7,314.92,91.54,0.23,406.46,315.15
67.0754,454,418.2,314.83,103.15,0.22,417.98,315.05
67.1255,474,432.36,314.73,117.42,0.21,432.15,314.94
67.1756,477,450.05,314.63,135.21,0.2,449.84,314.83
67.2258,492,472.42,314.54,157.68,0.2,472.22,314.74
67.2759,530,501,314.45,186.36,0.19,500.81,314.64
67.3261,526,537.78,314.36,223.24,0.18,537.6,314.54
67.3762,589,585.3,314.27,270.85,0.18,585.12,314.45
67.4263,693,647.8,314.18,333.44,0.17,647.62,314.35
67.4765,753,734.22,314.09,419.95,0.17,734.04,314.26
67.5266,864,861.96,314,547.79,0.17,861.79,314.17
67.5767,1018,1059.06,313.92,744.97,0.16,1058.89,314.08
67.6269,1209,1354,313.84,1040,0.16,1353.84,314
67.677,1428,1712.77,313.76,1398.86,0.16,1712.62,313.92
67.7272,1589,1938.59,313.68,1624.75,0.16,1938.43,313.84
67.7773,1644,1898.51,313.59,1584.76,0.16,1898.35,313.75
67.8274,1547,1794.89,313.52,1481.22,0.15,1794.74,313.67
67.8776,1678,1780.34,313.44,1466.75,0.15,1780.19,313.59
67.9277,1677,1786.34,313.36,1472.82,0.15,1786.18,313.51
67.9778,1764,1788.22,313.29,1474.77,0.15,1788.06,313.44
68.028,1938,1959.77,313.22,1646.4,0.15,1959.62,313.37
68.0781,2304,2465.46,313.15,2152.16,0.15,2465.31,313.3
68.1282,2547,2975.06,313.08,2661.82,0.16,2974.9,313.24
68.1784,2609,2843.35,313.01,2530.19,0.16,2843.2,313.17
68.2285,2456,2770.25,312.94,2457.15,0.16,2770.09,313.1
68.2787,2401,3050.36,312.88,2737.32,0.16,3050.2,313.04
68.3288,2194,2884.14,312.81,2571.16,0.17,2883.97,312.98
68.3789,1986,2244.77,312.75,1931.85,0.17,2244.6,312.92
68.4291,1563,1817.07,312.69,1504.2,0.18,1816.89,312.87
68.4792,1381,1604.73,312.63,1291.91,0.19,1604.54,312.82
68.5293,1133,1279.75,312.57,966.98,0.2,1279.55,312.77
68.5795,991,961.37,312.51,648.65,0.21,961.16,312.72
68.6296,882,761.21,312.45,448.53,0.23,760.98,312.68
68.6798,742,642.31,312.4,329.67,0.24,642.07,312.64
68.7299,622,567.47,312.34,254.86,0.27,567.2,312.61
68.78,561,517.15,312.29,204.56,0.29,516.85,312.58
68.8302,555,481.41,312.24,168.84,0.33,481.08,312.57
68.8803,466,454.95,312.19,142.38,0.38,454.57,312.57
68.9304,519,434.69,312.15,122.11,0.44,434.26,312.59
68.9806,441,418.78,312.1,106.17,0.52,418.27,312.62
69.0307,400,406.03,312.05,93.36,0.62,405.41,312.67
69.0809,384,395.65,312.01,82.88,0.76,394.89,312.77
69.131,417,387.12,311.97,74.18,0.97,386.15,312.94
69.1811,400,380.11,311.92,66.87,1.32,378.79,313.24
69.2313,380,374.4,311.89,60.65,1.87,372.54,313.76
69.2814,373,369.79,311.85,55.31,2.63,367.16,314.48
69.3315,392,365.7,311.81,50.69,3.2,362.5,315.01
69.3817,361,361.52,311.77,46.66,3.08,358.43,314.85
69.4318,349,357.54,311.74,43.12,2.67,354.86,314.41
69.4819,337,354.18,311.71,40,2.47,351.71,314.18
69.5321,341,351.24,311.68,37.23,2.34,348.91,314.02
69.5822,398,348.38,311.65,34.75,1.98,346.4,313.63
69.6324,343,345.67,311.62,32.53,1.52,344.15,313.14
69.6825,337,343.3,311.59,30.53,1.17,342.12,312.76
69.7326,388,341.27,311.57,28.73,0.97,340.3,312.54
69.7828,341,339.5,311.54,27.09,0.87,338.63,312.41
69.8329,334,337.95,311.52,25.6,0.83,337.12,312.35
