Angle,Observed,Calculated,Background,Quartz_nb,Dolomite_nb,Quartz (SiO2),Dolomite (CaMg(CO3)2)
26.5853,33840,33382.86,605.16,32777.7,0.01,33382.86,605.17
26.6365,57590,57068.65,604.79,56463.86,0.01,57068.65,604.8
26.6877,55657,53363.76,604.4,52759.35,0.01,53363.75,604.41
26.7388,34486,34927.79,604.01,34323.78,0.01,34927.79,604.02
26.79,15642,17460.42,603.61,16856.8,0.01,17460.41,603.62
26.8412,7511,9540.09,603.21,8936.88,0.01,9540.09,603.22
26.8923,4490,6026.64,602.8,5423.84,0.01,6026.64,602.81
26.9435,3091,4228.95,602.38,3626.57,0.01,4228.95,602.39
26.9946,2355,3194.86,601.95,2592.9,0.01,3194.85,601.96
27.0458,1951,2547.12,601.52,1945.59,0.01,2547.11,601.53
27.097,1659,2114.82,601.08,1513.73,0.01,2114.81,601.09
27.1481,1489,1813.37,600.64,1212.72,0.01,1813.36,600.65
27.1993,1343,1592.66,600.19,992.46,0.01,1592.65,600.2
27.2504,1268,1427.03,599.73,827.29,0.01,1427.02,599.74
27.3016,1187,1299.51,599.27,700.24,0.01,1299.51,599.28
27.3528,1098,1199.23,598.8,600.42,0.01,1199.22,598.81
27.4039,1108,1118.91,598.32,520.58,0.01,1118.9,598.33
27.4551,1055,1053.56,597.84,455.71,0.01,1053.55,597.85
27.5062,991,999.65,597.35,402.29,0.01,999.64,597.36
27.5574,934,954.64,596.86,357.77,0.01,954.63,596.87
27.6086,940,916.65,596.36,320.29,0.01,916.65,596.37
27.6597,892,884.28,595.85,288.42,0.01,884.27,595.86
27.7109,890,856.46,595.34,261.11,0.01,856.45,595.35
27.7621,915,832.36,594.82,237.53,0.01,832.35,594.83
27.8132,902,811.34,594.3,217.02,0.02,811.32,594.32
27.8644,894,792.93,593.77,199.07,0.09,792.84,593.86
27.9155,857,776.77,593.23,183.28,0.25,776.51,593.48
27.9667,812,762.06,592.69,169.32,0.05,762.01,592.74
28.0179,857,749.07,592.15,156.9,0.02,749.05,592.17
28.069,794,737.49,591.59,145.88,0.02,737.47,591.61
28.1202,769,726.99,591.04,135.93,0.02,726.97,591.06
28.1713,827,717.47,590.47,126.99,0.01,717.46,590.48
28.2225,795,708.83,589.91,118.91,0.01,708.82,589.92
28.2737,768,700.93,589.33,111.58,0.01,700.91,589.34
28.3248,784,693.7,588.75,104.93,0.01,693.68,588.76
28.376,798,687.05,588.17,98.86,0.01,687.03,588.18
28.4271,711,680.91,587.58,93.32,0.01,680.9,587.59
28.4783,761,675.24,586.99,88.24,0.01,675.23,587
28.5295,758,669.97,586.39,83.57,0.01,669.96,586.4
28.5806,782,665.07,585.79,79.27,0.02,665.06,585.81
28.6318,748,660.5,585.18,75.31,0.02,660.49,585.2
28.6829,690,656.23,584.56,71.65,0.02,656.21,584.58
28.7341,743,652.21,583.95,68.25,0.02,652.2,583.97
28.7853,735,648.44,583.32,65.1,0.02,648.42,583.34
28.8364,797,644.89,582.7,62.18,0.02,644.88,582.72
28.8876,711,641.54,582.07,59.45,0.02,641.52,582.09
28.9388,743,638.36,581.43,56.91,0.02,638.34,581.45
28.9899,798,635.37,580.79,54.56,0.02,635.35,580.81
29.0411,847,632.5,580.14,52.34,0.02,632.48,580.16
29.0922,833,629.78,579.49,50.26,0.02,629.75,579.51
29.1434,766,627.19,578.84,48.32,0.02,627.16,578.86
29.1946,780,624.71,578.18,46.5,0.03,624.68,578.21
29.2457,718,622.34,577.52,44.79,0.03,622.31,577.55
29.2969,687,620.06,576.86,43.18,0.03,620.04,576.89
29.348,704,617.88,576.19,41.67,0.03,617.86,576.22
29.3992,721,615.79,575.51,40.24,0.03,615.75,575.54
29.4504,776,613.77,574.84,38.9,0.04,613.74,574.88
29.5015,682,611.83,574.15,37.63,0.04,611.78,574.19
29.5527,704,609.95,573.47,36.44,0.04,609.91,573.51
29.6038,729,608.13,572.78,35.31,0.04,608.09,572.82
29.655,644,606.38,572.09,34.24,0.05,606.33,572.14
29.7062,689,604.68,571.39,33.23,0.05,604.62,571.44
29.7573,658,603.02,570.69,32.27,0.05,602.96,570.74
29.8085,641,601.42,569.99,31.37,0.06,601.36,570.05
29.8597,659,599.85,569.29,30.5,0.07,599.79,569.36
29.9108,635,598.33,568.58,29.68,0.07,598.26,568.65
29.962,650,596.85,567.86,28.9,0.09,596.76,567.95
30.0131,648,595.39,567.15,28.15,0.09,595.3,567.24
30.0643,582,593.95,566.43,27.43,0.1,593.86,566.53
30.1155,585,592.55,565.71,26.73,0.11,592.44,565.82
30.1666,585,591.16,564.98,26.05,0.13,591.03,565.11
30.2178,639,589.79,564.26,25.39,0.14,589.65,564.4
30.2689,624,588.44,563.53,24.74,0.16,588.27,563.69
30.3201,592,587.09,562.79,24.11,0.19,586.9,562.98
30.3713,610,585.78,562.06,23.5,0.23,585.56,562.29
30.4224,565,584.51,561.32,22.92,0.27,584.24,561.59
30.4736,622,583.27,560.58,22.36,0.34,582.94,560.92
30.5247,624,582.08,559.83,21.82,0.42,581.65,560.25
30.5759,558,580.95,559.09,21.31,0.55,580.4,559.64
30.6271,583,579.92,558.34,20.82,0.75,579.16,559.09
30.6782,566,579.04,557.59,20.36,1.09,577.95,558.68
30.7294,574,578.5,556.84,19.91,1.76,576.75,558.6
30.7806,615,578.83,556.08,19.47,3.27,575.55,559.35
30.8317,561,580.55,555.32,19.06,6.16,574.38,561.48
30.8829,555,589.13,554.56,18.66,15.9,573.22,570.46
30.934,658,657.06,553.8,18.28,84.97,572.08,638.77
30.9852,636,616.42,553.04,17.92,45.47,570.96,598.51
31.0364,612,618.32,552.27,17.57,48.48,569.84,600.75
31.0875,588,577.7,551.51,17.23,8.96,568.74,560.47
31.1387,583,570.95,550.74,16.91,3.31,567.65,554.05
31.1898,600,568.33,549.97,16.6,1.77,566.57,551.74
31.241,607,566.61,549.19,16.3,1.12,565.49,550.31
31.2922,551,565.2,548.42,16.01,0.77,564.43,549.19
31.3433,534,563.95,547.64,15.73,0.57,563.37,548.21
31.3945,599,562.77,546.87,15.47,0.44,562.34,547.31
31.4456,566,561.65,546.09,15.21,0.35,561.3,546.44
31.4968,576,560.56,545.31,14.97,0.28,560.28,545.59
31.548,504,559.5,544.53,14.74,0.24,559.27,544.77
31.5991,520,558.45,543.74,14.51,0.2,558.25,543.94
31.6503,571,557.42,542.96,14.29,0.17,557.25,543.13
31.7015,624,556.41,542.18,14.09,0.15,556.27,542.33
31.7526,595,555.42,541.39,13.89,0.14,555.28,541.53
31.8038,570,554.41,540.6,13.7,0.12,554.3,540.72
31.8549,534,553.43,539.81,13.51,0.1,553.32,539.91
31.9061,545,552.45,539.02,13.34,0.09,552.36,539.11
31.9573,552,551.49,538.23,13.17,0.08,551.4,538.31
32.0084,534,550.53,537.44,13.01,0.08,550.45,537.52
32.0596,531,549.58,536.65,12.86,0.07,549.51,536.72
32.1107,538,548.63,535.86,12.71,0.06,548.57,535.92
32.1619,511,547.7,535.06,12.57,0.06,547.63,535.12
32.2131,563,546.76,534.27,12.44,0.06,546.71,534.33
32.2642,625,545.84,533.48,12.31,0.05,545.79,533.53
32.3154,520,544.92,532.68,12.19,0.05,544.87,532.73
32.3665,530,544.01,531.89,12.08,0.05,543.97,531.94
32.4177,512,543.11,531.09,11.97,0.04,543.06,531.13
32.4689,507,542.21,530.29,11.87,0.04,542.16,530.33
32.52,505,541.32,529.5,11.78,0.04,541.28,529.54
32.5712,515,540.43,528.7,11.69,0.04,540.39,528.74
32.6224,521,539.56,527.9,11.62,0.04,539.52,527.94
32.6735,514,538.76,527.11,11.61,0.04,538.72,527.15
32.7247,511,538.08,526.31,11.73,0.04,538.04,526.35
32.7758,543,537.68,525.51,12.13,0.04,537.64,525.55
32.827,495,537.95,524.71,13.19,0.04,537.9,524.75
32.8782,492,539.42,523.92,15.45,0.05,539.37,523.97
32.9293,511,540.59,523.12,17.41,0.06,540.53,523.18
32.9805,510,538.62,522.32,16.23,0.07,538.55,522.39
33.0316,508,535.98,521.52,14.35,0.1,535.87,521.62
33.0828,498,534.07,520.73,13.17,0.17,533.9,520.9
33.134,514,532.71,519.93,12.49,0.29,532.42,520.22
33.1851,545,531.85,519.13,12.08,0.64,531.21,519.77
33.2363,529,533.54,518.34,11.81,3.4,530.15,521.74
33.2874,517,531.59,517.54,11.62,2.43,529.16,519.97
33.3386,488,530.88,516.74,11.49,2.64,528.23,519.38
33.3898,495,528.01,515.95,11.4,0.66,527.35,516.61
33.4409,507,526.71,515.16,11.34,0.21,526.5,515.37
33.4921,553,525.78,514.36,11.31,0.11,525.67,514.47
33.5433,503,524.93,513.57,11.29,0.08,524.86,513.65
33.5944,465,524.12,512.78,11.29,0.06,524.07,512.84
33.6456,442,523.32,511.98,11.3,0.04,523.28,512.02
33.6967,512,522.55,511.19,11.32,0.04,522.51,511.23
33.7479,549,521.79,510.4,11.36,0.03,521.76,510.43
33.7991,496,521.05,509.61,11.41,0.03,521.02,509.64
33.8502,467,520.33,508.82,11.48,0.03,520.3,508.85
33.9014,492,519.62,508.03,11.55,0.03,519.58,508.06
33.9525,496,518.94,507.25,11.64,0.05,518.89,507.3
34.0037,461,518.23,506.46,11.74,0.03,518.2,506.49
34.0549,472,517.56,505.68,11.86,0.02,517.54,505.7
34.106,492,516.9,504.89,11.99,0.02,516.88,504.91
34.1572,483,516.26,504.11,12.14,0.02,516.25,504.13
34.2083,473,515.64,503.33,12.3,0.02,515.63,503.35
34.2595,454,515.04,502.55,12.48,0.02,515.03,502.57
34.3107,488,514.46,501.77,12.67,0.02,514.44,501.79
34.3618,470,513.9,500.99,12.89,0.02,513.88,501.01
34.413,482,513.36,500.21,13.13,0.02,513.34,500.23
34.4641,507,512.84,499.43,13.39,0.02,512.82,499.45
34.5153,485,512.36,498.66,13.68,0.02,512.34,498.68
34.5665,455,511.9,497.89,13.99,0.02,511.88,497.91
34.6176,504,511.47,497.11,14.34,0.02,511.45,497.13
34.6688,520,511.08,496.34,14.71,0.02,511.05,496.36
34.72,523,510.73,495.58,15.13,0.03,510.71,495.61
34.7711,481,510.42,494.81,15.58,0.03,510.39,494.84
34.8223,497,510.15,494.04,16.08,0.04,510.12,494.08
34.8734,472,509.95,493.28,16.63,0.04,509.91,493.32
34.9246,533,509.8,492.51,17.23,0.06,509.74,492.57
34.9758,499,509.73,491.75,17.9,0.08,509.65,491.83
35.0269,489,509.75,490.99,18.64,0.12,509.63,491.11
35.0781,460,509.9,490.24,19.46,0.21,509.7,490.45
35.1292,501,510.19,489.48,20.37,0.35,509.85,489.83
35.1804,534,511.01,488.72,21.38,0.9,510.1,489.62
35.2316,530,515.33,487.97,22.53,4.82,510.5,492.79
35.2827,452,513.34,487.22,23.86,2.27,511.08,489.49
35.3339,516,514.91,486.47,25.43,3.02,511.9,489.49
35.385,471,513.81,485.72,27.38,0.71,513.1,486.43
35.4362,510,515.33,484.98,30.12,0.23,515.1,485.21
35.4874,485,519.17,484.23,34.82,0.12,519.05,484.35
35.5385,501,524.86,483.49,41.29,0.08,524.78,483.57
35.5897,492,524.9,482.75,42.09,0.06,524.84,482.81
35.6409,530,524.57,482.02,42.51,0.04,524.53,482.06
35.692,508,526.45,481.28,45.14,0.03,526.42,481.31
35.7432,502,529.79,480.55,49.21,0.03,529.76,480.58
35.7943,505,534.36,479.81,54.52,0.03,534.33,479.84
35.8455,500,540.3,479.08,61.19,0.02,540.27,479.1
35.8967,510,547.92,478.36,69.54,0.02,547.9,478.38
35.9478,543,557.76,477.63,80.11,0.02,557.74,477.65
35.999,486,570.61,476.91,93.69,0.02,570.6,476.93
36.0501,508,587.71,476.19,111.5,0.02,587.69,476.21
36.1013,558,610.97,475.47,135.48,0.02,610.95,475.49
36.1525,545,643.56,474.75,168.8,0.01,643.55,474.76
36.2036,575,690.9,474.04,216.84,0.01,690.88,474.05
36.2548,664,761.93,473.32,288.59,0.01,761.91,473.33
36.3059,775,871.25,472.61,398.62,0.01,871.23,472.62
36.3571,883,1047.18,471.91,575.26,0.01,1047.17,471.92
36.4083,1229,1343.33,471.2,872.12,0.01,1343.32,471.21
36.4594,1804,1872.49,470.5,1401.98,0.01,1872.48,470.51
36.5106,2697,2657.58,469.8,2187.77,0.01,2657.57,469.81
36.5618,3207,3078.93,469.1,2609.82,0.01,3078.92,469.11
36.6129,2999,2802.81,468.4,2334.39,0.01,2802.79,468.41
36.6641,2420,2254.74,467.71,1787.01,0.02,2254.72,467.73
36.7152,1685,1613.38,467.02,1146.35,0.02,1613.37,467.04
36.7664,1207,1176.64,466.33,710.3,0.02,1176.63,466.35
36.8176,922,931.47,465.64,465.81,0.02,931.45,465.66
36.8687,718,790.97,464.96,326,0.02,790.96,464.98
36.9199,729,705.05,464.28,240.75,0.02,705.03,464.3
36.971,622,649.11,463.6,185.49,0.02,649.09,463.62
37.0222,611,610.74,462.92,147.79,0.03,610.71,462.95
37.0734,580,583.28,462.25,121.01,0.03,583.26,462.28
37.1245,542,562.94,461.58,101.33,0.03,562.91,461.61
37.1757,509,547.44,460.91,86.49,0.05,547.4,460.96
37.2268,501,535.38,460.24,75.03,0.11,535.27,460.35
37.278,514,525.68,459.58,66.03,0.08,525.61,459.66
37.3292,501,517.83,458.91,58.84,0.08,517.75,458.99
37.3803,499,511.39,458.26,53.03,0.1,511.29,458.36
37.4315,470,506.04,457.6,48.29,0.15,505.89,457.75
37.4827,498,501.59,456.95,44.39,0.25,501.34,457.2
37.5338,527,497.88,456.3,41.16,0.42,497.46,456.72
37.585,460,494.82,455.65,38.49,0.68,494.14,456.33
37.6361,468,493.31,455,36.26,2.05,491.26,457.05
37.6873,486,498.7,454.36,34.4,9.94,488.76,464.3
37.7385,501,490.12,453.72,32.87,3.53,486.59,457.25
37.7896,490,490.21,453.08,31.61,5.52,484.69,458.6
37.8408,492,484.35,452.45,30.6,1.31,483.05,453.76
37.8919,492,482.06,451.82,29.82,0.42,481.64,452.24
37.9431,486,480.67,451.19,29.27,0.22,480.46,451.41
37.9943,467,479.66,450.56,28.96,0.14,479.52,450.7
38.0454,440,479.01,449.94,28.98,0.1,478.92,450.04
38.0966,508,478.99,449.32,29.6,0.07,478.92,449.39
38.1477,556,480.42,448.7,31.67,0.06,480.37,448.76
38.1989,522,482.65,448.08,34.53,0.05,482.61,448.13
38.2501,458,480.74,447.47,33.23,0.04,480.7,447.51
38.3012,503,478.85,446.86,31.96,0.03,478.82,446.89
38.3524,473,478.23,446.25,31.95,0.03,478.2,446.28
38.4035,509,478.3,445.65,32.63,0.03,478.28,445.68
38.4547,454,478.83,445.04,33.76,0.02,478.8,445.06
38.5059,486,479.75,444.45,35.28,0.02,479.73,444.47
38.557,468,481.08,443.85,37.21,0.02,481.06,443.87
38.6082,494,482.88,443.26,39.61,0.02,482.87,443.28
38.6594,454,485.23,442.67,42.55,0.02,485.22,442.69
38.7105,487,488.26,442.08,46.17,0.02,488.25,442.1
38.7617,470,492.15,441.49,50.64,0.01,492.13,441.5
38.8128,513,497.11,440.91,56.18,0.01,497.09,440.92
38.864,496,503.55,440.33,63.21,0.01,503.54,440.34
38.9152,506,511.99,439.76,72.22,0.01,511.98,439.77
38.9663,520,523.21,439.18,84.01,0.01,523.19,439.19
39.0175,525,538.48,438.61,99.86,0.01,538.47,438.62
39.0686,532,559.9,438.04,121.85,0.01,559.89,438.05
39.1198,578,591.11,437.48,153.62,0.01,591.1,437.49
39.171,608,638.78,436.92,201.85,0.01,638.77,436.93
39.2221,633,715.33,436.36,278.96,0.01,715.32,436.37
39.2733,765,842.34,435.8,406.53,0.01,842.33,435.81
39.3245,984,1060.1,435.25,624.84,0.01,1060.09,435.26
39.3756,1588,1506.99,434.69,1072.29,0.01,1506.98,434.7
39.4268,2590,2537.35,434.15,2103.19,0.01,2537.34,434.16
39.4779,3866,3611.08,433.6,3177.46,0.01,3611.06,433.61
39.5291,3407,3094.07,433.06,2661,0.01,3094.06,433.07
39.5803,2806,2647.87,432.52,2215.34,0.01,2647.86,432.53
39.6314,1923,1773.77,431.98,1341.78,0.01,1773.76,431.99
39.6826,1188,1151.13,431.45,719.67,0.02,1151.12,431.47
39.7337,844,873.28,430.92,442.34,0.02,873.26,430.94
39.7849,725,741.98,430.39,311.58,0.02,741.97,430.41
39.8361,651,675.02,429.86,245.14,0.02,675,429.88
39.8872,574,641.81,429.34,212.46,0.02,641.8,429.36
39.9384,617,630.67,428.82,201.83,0.02,630.65,428.84
39.9895,588,638.46,428.3,210.14,0.02,638.44,428.32
40.0407,682,667.67,427.79,239.86,0.02,667.65,427.81
40.0919,691,726.07,427.28,298.78,0.02,726.06,427.3
40.143,809,832.86,426.77,406.07,0.02,832.84,426.79
40.1942,1023,1030.36,426.26,604.07,0.02,1030.33,426.28
40.2453,1311,1354.57,425.76,928.78,0.02,1354.54,425.78
40.2965,1648,1607.8,425.26,1182.51,0.02,1607.77,425.28
40.3477,1594,1535.54,424.76,1110.74,0.03,1535.5,424.79
40.3988,1360,1347.93,424.27,923.63,0.03,1347.9,424.3
40.45,1072,1077.64,423.78,653.83,0.03,1077.61,423.81
40.5012,792,839.97,423.29,416.65,0.03,839.94,423.32
40.5523,686,696.95,422.8,274.11,0.04,696.91,422.84
40.6035,575,615.31,422.32,192.94,0.04,615.26,422.36
40.6546,535,566.14,421.84,144.25,0.05,566.09,421.89
40.7058,535,534.56,421.36,113.12,0.08,534.48,421.44
40.757,519,513.05,420.89,92.08,0.08,512.97,420.97
40.8081,528,497.74,420.41,77.24,0.08,497.65,420.49
40.8593,501,486.44,419.95,66.4,0.09,486.35,420.04
40.9104,457,477.88,419.48,58.29,0.11,477.77,419.59
40.9616,489,471.27,419.01,52.12,0.14,471.13,419.15
41.0128,486,466.17,418.55,47.42,0.19,465.97,418.74
41.0639,491,462.39,418.09,44.03,0.26,462.12,418.35
41.1151,504,460.25,417.64,42.21,0.4,459.85,418.04
41.1662,472,459.8,417.19,41.94,0.67,459.13,417.86
41.2174,483,457.22,416.74,39.43,1.05,456.17,417.79
41.2686,498,454.39,416.29,36.44,1.66,452.73,417.95
41.3197,490,455.53,415.84,34.7,4.98,450.54,420.82
41.3709,501,473.82,415.4,33.73,24.69,449.13,440.09
41.4221,472,456.88,414.96,33.27,8.65,448.23,423.61
41.4732,513,460.48,414.52,33.22,12.74,447.74,427.26
41.5244,430,452.69,414.09,33.57,5.03,447.66,419.12
41.5755,423,449.34,413.66,34.33,1.34,447.99,415
41.6267,432,449.41,413.23,35.54,0.64,448.77,413.87
41.6779,458,450.46,412.8,37.27,0.39,450.07,413.19
41.729,465,452.27,412.38,39.63,0.26,452.01,412.64
41.7802,485,454.93,411.96,42.78,0.19,454.74,412.15
41.8313,513,458.64,411.54,46.95,0.14,458.49,411.68
41.8825,468,463.73,411.12,52.49,0.11,463.61,411.23
41.9337,502,470.73,410.71,59.93,0.09,470.64,410.8
41.9848,487,480.49,410.3,70.11,0.08,480.41,410.38
42.036,522,494.38,409.89,84.42,0.07,494.31,409.96
42.0871,537,514.81,409.49,105.27,0.06,514.76,409.55
42.1383,581,546.1,409.08,136.96,0.05,546.04,409.13
42.1895,681,595.97,408.68,187.24,0.04,595.92,408.72
42.2406,738,676.82,408.28,268.5,0.04,676.78,408.32
42.2918,921,811.22,407.89,403.29,0.04,811.18,407.93
42.343,1237,1080.98,407.5,673.45,0.03,1080.95,407.53
42.3941,1774,1711.33,407.11,1304.19,0.03,1711.3,407.14
42.4453,2438,2553.31,406.72,2146.56,0.03,2553.28,406.75
42.4964,2394,2288.75,406.33,1882.39,0.03,2288.72,406.36
42.5476,2047,1993.17,405.95,1587.2,0.02,1993.15,405.97
42.5988,1654,1527.76,405.57,1122.17,0.02,1527.74,405.59
42.6499,1128,998.73,405.19,593.51,0.02,998.7,405.21
42.7011,789,742.78,404.81,337.94,0.02,742.75,404.83
42.7522,627,620.98,404.44,216.51,0.02,620.95,404.46
42.8034,586,555.68,404.07,151.59,0.02,555.66,404.09
42.8546,537,516.71,403.7,112.99,0.02,516.69,403.72
42.9057,501,491.53,403.34,88.17,0.02,491.51,403.36
42.9569,461,474.25,402.97,71.26,0.02,474.23,402.99
43.008,477,461.83,402.61,59.2,0.02,461.81,402.63
43.0592,459,452.56,402.25,50.29,0.02,452.54,402.27
43.1104,502,445.43,401.9,43.52,0.02,445.42,401.92
43.1615,447,439.81,401.54,38.26,0.02,439.8,401.56
43.2127,475,435.29,401.19,34.08,0.02,435.27,401.21
43.2639,468,431.58,400.84,30.72,0.02,431.56,400.86
43.315,439,428.48,400.49,27.97,0.02,428.46,400.51
43.3662,459,425.86,400.15,25.7,0.02,425.85,400.17
43.4173,410,423.63,399.8,23.8,0.02,423.6,399.82
43.4685,420,421.69,399.46,22.21,0.02,421.67,399.48
43.5197,415,420.01,399.13,20.86,0.02,419.99,399.15
43.5708,452,418.52,398.79,19.71,0.02,418.5,398.81
43.622,409,417.21,398.46,18.73,0.02,417.19,398.48
43.6731,427,416.04,398.12,17.89,0.03,416.01,398.15
43.7243,430,415,397.79,17.17,0.03,414.96,397.82
43.7755,458,414.06,397.47,16.56,0.04,414.03,397.51
43.8266,423,413.22,397.14,16.03,0.05,413.17,397.19
43.8778,411,412.47,396.82,15.59,0.06,412.41,396.88
43.9289,425,411.81,396.5,15.22,0.09,411.72,396.59
43.9801,424,411.23,396.18,14.91,0.14,411.09,396.32
44.0313,415,410.72,395.86,14.67,0.19,410.53,396.05
44.0824,452,410.38,395.55,14.48,0.35,410.03,395.9
44.1336,435,410.92,395.23,14.34,1.34,409.57,396.57
44.1848,418,412.92,394.92,14.26,3.73,409.18,398.65
44.2359,399,409.92,394.62,14.23,1.07,408.85,395.69
44.2871,373,410.71,394.31,14.25,2.15,408.56,396.46
44.3382,424,408.98,394.01,14.33,0.65,408.34,394.66
44.3894,411,408.37,393.7,14.46,0.21,408.16,393.91
44.4406,427,408.17,393.4,14.64,0.12,408.04,393.52
44.4917,450,408.09,393.1,14.89,0.09,407.99,393.19
44.5429,421,408.09,392.81,15.21,0.07,408.02,392.88
44.594,367,408.19,392.51,15.61,0.06,408.12,392.57
44.6452,452,408.4,392.22,16.11,0.06,408.33,392.28
44.6964,391,408.76,391.93,16.76,0.06,408.69,391.99
44.7475,423,409.32,391.64,17.61,0.07,409.25,391.71
44.7987,391,410.17,391.36,18.73,0.08,410.09,391.44
44.8498,424,411.48,391.07,20.31,0.1,411.38,391.17
44.901,436,413.68,390.79,22.74,0.15,413.53,390.94
44.9522,411,417.72,390.51,26.83,0.39,417.34,390.9
45.0033,421,423.61,390.23,33.08,0.31,423.31,390.54
45.0545,418,427.89,389.95,37.53,0.41,427.48,390.36
45.1056,467,427.52,389.67,37.26,0.58,426.93,390.25
45.1568,415,427.41,389.4,37.3,0.71,426.7,390.11
45.208,438,430.12,389.13,39.52,1.47,428.65,390.6
45.2591,408,439.97,388.86,43.83,7.28,432.69,396.14
45.3103,482,447.08,388.59,50.4,8.09,438.99,396.68
45.3615,481,451.63,388.32,59.95,3.36,448.27,391.68
45.4126,486,468.33,388.06,73.82,6.45,461.88,394.51
45.4638,507,483.98,387.8,94.75,1.44,482.55,389.24
45.5149,550,514.97,387.53,126.92,0.51,514.45,388.04
45.5661,589,564.82,387.27,177.28,0.28,564.55,387.55
45.6173,738,644.01,387.02,256.81,0.18,643.83,387.2
45.6684,832,791.62,386.76,404.74,0.13,791.5,386.89
45.7196,1194,1130.84,386.5,744.24,0.09,1130.74,386.59
45.7707,1597,1774.31,386.25,1387.98,0.07,1774.23,386.32
45.8219,1753,1897.15,386,1511.08,0.06,1897.08,386.06
45.8731,1505,1563.6,385.75,1177.78,0.07,1563.53,385.82
45.9242,1219,1424.26,385.5,1038.67,0.09,1424.17,385.59
45.9754,923,1013.34,385.25,628.04,0.05,1013.29,385.3
46.0265,724,724.22,385.01,339.17,0.04,724.18,385.05
46.0777,607,589.97,384.76,205.18,0.03,589.94,384.79
46.1289,486,522.65,384.52,138.11,0.03,522.63,384.55
46.18,474,484.65,384.28,100.34,0.02,484.62,384.3
46.2312,437,461.1,384.04,77.03,0.02,461.07,384.06
46.2824,418,445.46,383.8,61.63,0.02,445.43,383.82
46.3335,411,434.52,383.57,50.93,0.02,434.5,383.59
46.3847,428,426.54,383.33,43.19,0.02,426.52,383.35
46.4358,408,420.54,383.1,37.42,0.02,420.52,383.12
46.487,444,415.89,382.87,33.01,0.02,415.88,382.89
46.5382,377,412.22,382.64,29.57,0.01,412.21,382.65
46.5893,425,409.27,382.41,26.84,0.01,409.25,382.42
46.6405,394,406.85,382.18,24.65,0.01,406.83,382.19
46.6916,404,404.84,381.95,22.88,0.01,404.83,381.96
46.7428,430,403.16,381.73,21.42,0.01,403.15,381.74
46.794,406,401.74,381.5,20.22,0.01,401.72,381.51
46.8451,402,400.53,381.28,19.23,0.01,400.51,381.29
46.8963,377,399.48,381.06,18.41,0.01,399.47,381.07
46.9474,392,398.59,380.84,17.73,0.01,398.57,380.85
46.9986,367,397.81,380.62,17.17,0.01,397.79,380.63
47.0498,391,397.13,380.41,16.71,0.01,397.12,380.42
47.1009,369,396.54,380.19,16.34,0.01,396.53,380.2
47.1521,390,396.03,379.97,16.05,0.01,396.02,379.98
47.2033,384,395.59,379.76,15.82,0.01,395.58,379.77
47.2544,404,395.22,379.55,15.66,0.01,395.21,379.56
47.3056,384,394.89,379.34,15.55,0.01,394.89,379.35
47.3567,360,394.63,379.13,15.49,0.01,394.62,379.14
47.4079,406,394.4,378.92,15.48,0.01,394.4,378.93
47.4591,358,394.23,378.71,15.51,0.01,394.22,378.72
47.5102,382,394.1,378.5,15.58,0.01,394.08,378.51
47.5614,391,394.01,378.3,15.7,0.01,394,378.31
47.6125,401,393.96,378.09,15.86,0.01,393.95,378.1
47.6637,385,393.96,377.89,16.05,0.01,393.94,377.9
47.7149,399,393.99,377.69,16.29,0.01,393.98,377.7
47.766,373,394.07,377.49,16.57,0.01,394.06,377.5
47.8172,409,394.19,377.29,16.89,0.01,394.18,377.3
47.8683,356,394.35,377.09,17.25,0.01,394.34,377.1
47.9195,359,394.56,376.89,17.66,0.01,394.55,376.9
47.9707,372,394.82,376.69,18.11,0.01,394.8,376.7
48.0218,384,395.13,376.5,18.62,0.01,395.12,376.51
48.073,390,395.49,376.3,19.18,0.01,395.48,376.31
48.1242,416,395.91,376.11,19.79,0.01,395.9,376.12
48.1753,412,396.4,375.92,20.47,0.01,396.39,375.93
48.2265,439,396.95,375.73,21.21,0.01,396.94,375.74
48.2776,395,397.58,375.53,22.03,0.01,397.56,375.54
48.3288,395,398.28,375.34,22.93,0.01,398.27,375.35
48.38,432,399.08,375.15,23.91,0.01,399.06,375.16
48.4311,442,399.98,374.97,25,0.01,399.97,374.98
48.4823,430,400.99,374.78,26.19,0.02,400.97,374.8
48.5334,441,402.12,374.59,27.51,0.02,402.1,374.61
48.5846,467,403.39,374.41,28.97,0.02,403.38,374.43
48.6358,449,404.82,374.22,30.58,0.02,404.8,374.24
48.6869,414,406.43,374.04,32.37,0.02,406.41,374.06
48.7381,468,408.24,373.85,34.37,0.02,408.22,373.87
48.7892,453,410.29,373.67,36.6,0.02,410.27,373.69
48.8404,430,412.62,373.49,39.1,0.02,412.59,373.51
48.8916,387,415.27,373.31,41.93,0.03,415.24,373.34
48.9427,413,418.3,373.13,45.14,0.03,418.27,373.16
48.9939,432,421.8,372.95,48.82,0.03,421.77,372.98
49.0451,429,425.9,372.77,53.09,0.04,425.86,372.81
49.0962,402,430.84,372.59,58.2,0.04,430.79,372.63
49.1474,433,437.16,372.42,64.69,0.05,437.11,372.47
49.1985,467,445.56,372.24,73.26,0.07,445.5,372.31
49.2497,445,453.15,372.07,80.99,0.09,453.06,372.16
49.3009,477,459.8,371.89,87.78,0.14,459.67,372.03
