Angle,Observed,Calculated,Background,Quartz_nb,Dolomite_nb,Quartz (SiO2),Dolomite (CaMg(CO3)2)
72.3745,357,326.43,315.99,10.43,0.01,326.42,316
72.4257,327,326.97,316.05,10.9,0.01,326.95,316.06
72.4768,322,327.6,316.12,11.47,0.01,327.59,316.13
72.528,338,328.35,316.19,12.14,0.01,328.33,316.2
72.5791,335,329.25,316.27,12.96,0.01,329.23,316.28
72.6303,311,330.31,316.34,13.95,0.02,330.29,316.36
72.6815,372,331.61,316.43,15.16,0.02,331.59,316.45
72.7326,331,333.2,316.51,16.66,0.03,333.17,316.54
72.7838,350,335.15,316.59,18.53,0.03,335.12,316.62
72.8349,326,337.64,316.68,20.92,0.04,337.6,316.72
72.8861,352,340.81,316.76,24,0.04,340.76,316.8
72.9373,386,344.98,316.86,28.06,0.05,344.92,316.91
72.9884,368,350.51,316.94,33.48,0.09,350.42,317.03
73.0396,357,357.95,317.05,40.71,0.2,357.76,317.25
73.0908,356,367.92,317.13,50.05,0.74,367.18,317.87
73.1419,381,380.01,317.23,61.59,1.19,378.82,318.42
73.1931,371,393.91,317.34,76.23,0.34,393.57,317.68
73.2442,442,415.84,317.44,98.21,0.19,415.65,317.63
73.2954,472,454.94,317.55,137.04,0.36,454.59,317.91
73.3466,559,530.79,317.65,212.46,0.68,530.11,318.33
73.3977,727,684.41,317.76,366.43,0.22,684.19,317.98
73.4489,831,942.55,317.87,624.59,0.08,942.46,317.95
73.5,904,1033.33,317.99,715.3,0.05,1033.29,318.04
73.5512,803,832.36,318.1,514.23,0.03,832.33,318.13
73.6024,791,710.58,318.21,392.34,0.02,710.55,318.23
73.6535,704,733.81,318.34,415.45,0.02,733.79,318.36
73.7047,730,750.84,318.46,432.36,0.02,750.82,318.48
73.7558,617,621.6,318.59,303,0.02,621.59,318.61
73.807,549,499.3,318.71,180.57,0.02,499.28,318.73
73.8582,479,432.49,318.84,113.64,0.02,432.48,318.86
73.9093,431,396.74,318.96,77.76,0.02,396.72,318.98
73.9605,362,376.02,319.1,56.9,0.02,376,319.12
74.0116,357,363.06,319.24,43.8,0.02,363.04,319.26
74.0628,355,354.38,319.38,34.97,0.03,354.35,319.41
74.114,320,348.3,319.52,28.74,0.04,348.26,319.56
74.1651,335,343.87,319.66,24.17,0.05,343.83,319.71
74.2163,327,340.55,319.79,20.7,0.05,340.49,319.84
74.2675,329,338.01,319.94,18.01,0.06,337.95,320
74.3186,301,336.04,320.1,15.86,0.07,335.96,320.17
74.3698,354,334.51,320.26,14.13,0.12,334.39,320.38
74.4209,353,333.35,320.4,12.71,0.24,333.11,320.64
74.4721,330,332.91,320.55,11.52,0.84,332.07,321.39
74.5233,312,333.23,320.72,10.52,1.99,331.24,322.71
74.5744,323,331.16,320.88,9.67,0.61,330.55,321.49
74.6256,343,330.26,321.04,8.94,0.28,329.98,321.32
74.6767,300,329.89,321.2,8.3,0.39,329.5,321.59
74.7279,345,330.14,321.36,7.75,1.03,329.11,322.39
74.7791,354,329.26,321.53,7.26,0.46,328.79,321.99
74.8302,344,328.7,321.72,6.83,0.15,328.55,321.87
74.8814,315,328.4,321.88,6.44,0.08,328.32,321.96
74.9325,333,328.19,322.05,6.1,0.05,328.15,322.1
74.9837,310,328.07,322.24,5.79,0.03,328.03,322.27
75.0349,358,327.95,322.41,5.51,0.02,327.92,322.43
75.086,328,327.88,322.6,5.26,0.02,327.86,322.62
