Angle,Observed,Calculated,Background,Calcite_nb,Dolomite_nb,Quartz_nb,Calcite,Dolomite,Quartz
4.0028,2022,2078.37,2077.49,0.01,0,0.87,2077.5,2077.49,2078.36
4.053,2098,2037.2,2036.31,0.01,0,0.88,2036.32,2036.31,2037.19
4.1031,2033,2003.38,2002.49,0.01,0,0.88,2002.5,2002.49,2003.37
4.1533,1914,1975.54,1974.64,0.01,0,0.89,1974.65,1974.64,1975.53
4.2034,1988,1952.55,1951.64,0.01,0,0.89,1951.65,1951.64,1952.53
4.2535,1894,1933.43,1932.52,0.01,0,0.9,1932.53,1932.52,1933.42
4.3037,1870,1917.4,1916.48,0.01,0,0.9,1916.49,1916.48,1917.38
4.3538,1896,1903.76,1902.84,0.01,0,0.91,1902.85,1902.84,1903.75
4.4039,1939,1891.98,1891.05,0.01,0,0.91,1891.06,1891.05,1891.96
4.4541,1922,1881.58,1880.65,0.01,0,0.92,1880.66,1880.65,1881.57
4.5042,1929,1872.18,1871.24,0.01,0,0.93,1871.25,1871.24,1872.17
4.5544,1924,1863.47,1862.53,0.01,0,0.93,1862.54,1862.53,1863.46
4.6045,1820,1855.21,1854.26,0.01,0,0.94,1854.27,1854.26,1855.2
4.6546,1835,1847.18,1846.22,0.01,0,0.94,1846.23,1846.22,1847.16
4.7048,1835,1839.23,1838.27,0.01,0,0.95,1838.28,1838.27,1839.22
4.7549,1884,1831.24,1830.28,0.01,0,0.95,1830.29,1830.28,1831.23
4.805,1862,1823.12,1822.15,0.01,0,0.96,1822.16,1822.15,1823.11
4.8552,1787,1814.79,1813.81,0.01,0,0.96,1813.82,1813.81,1814.77
4.9053,1807,1806.2,1805.22,0.01,0,0.97,1805.23,1805.22,1806.19
4.9554,1793,1797.33,1796.34,0.01,0,0.98,1796.35,1796.34,1797.32
5.0056,1778,1788.15,1787.16,0.01,0,0.98,1787.17,1787.16,1788.14
5.0557,1750,1778.67,1777.67,0.01,0,0.99,1777.68,1777.67,1778.66
5.1059,1799,1768.87,1767.87,0.01,0,0.99,1767.88,1767.87,1768.86
5.156,1751,1758.78,1757.77,0.01,0,1,1757.78,1757.77,1758.77
5.2061,1745,1748.4,1747.38,0.01,0,1,1747.39,1747.38,1748.38
5.2563,1713,1737.76,1736.73,0.01,0,1.01,1736.74,1736.73,1737.74
5.3064,1680,1726.87,1725.84,0.01,0,1.02,1725.85,1725.84,1726.86
5.3565,1672,1715.76,1714.73,0.01,0,1.02,1714.74,1714.73,1715.75
5.4067,1697,1704.46,1703.43,0.01,0,1.03,1703.44,1703.43,1704.46
5.4568,1645,1693,1691.95,0.01,0,1.03,1691.96,1691.95,1692.98
5.507,1714,1681.39,1680.34,0.01,0,1.04,1680.35,1680.34,1681.38
5.5571,1647,1669.67,1668.62,0.01,0,1.04,1668.63,1668.62,1669.66
5.6072,1593,1657.87,1656.8,0.01,0,1.05,1656.81,1656.8,1657.85
5.6574,1661,1645.99,1644.92,0.01,0,1.06,1644.93,1644.92,1645.98
5.7075,1604,1634.08,1633.01,0.01,0,1.06,1633.02,1633.01,1634.07
5.7576,1597,1622.15,1621.07,0.01,0,1.07,1621.08,1621.07,1622.14
5.8078,1621,1610.23,1609.14,0.01,0,1.07,1609.15,1609.14,1610.21
5.8579,1548,1598.32,1597.23,0.01,0,1.08,1597.24,1597.23,1598.31
5.9081,1549,1586.46,1585.36,0.01,0,1.09,1585.37,1585.36,1586.45
5.9582,1551,1574.66,1573.56,0.01,0,1.09,1573.57,1573.56,1574.65
6.0083,1565,1562.94,1561.82,0.01,0,1.1,1561.83,1561.82,1562.92
6.0585,1567,1551.3,1550.18,0.01,0,1.11,1550.19,1550.18,1551.29
6.1086,1599,1539.76,1538.64,0.01,0,1.11,1538.65,1538.64,1539.75
6.1587,1616,1528.34,1527.21,0.01,0,1.12,1527.22,1527.21,1528.33
6.2089,1505,1517.04,1515.9,0.01,0,1.12,1515.91,1515.9,1517.02
6.259,1488,1505.87,1504.73,0.01,0,1.13,1504.74,1504.73,1505.86
6.3092,1466,1494.84,1493.69,0.01,0,1.14,1493.7,1493.69,1494.83
6.3593,1529,1483.96,1482.8,0.01,0,1.14,1482.81,1482.8,1483.94
6.4094,1476,1473.23,1472.07,0.01,0,1.15,1472.08,1472.07,1473.22
6.4596,1476,1462.65,1461.48,0.01,0,1.16,1461.49,1461.48,1462.64
6.5097,1465,1452.24,1451.06,0.01,0,1.16,1451.07,1451.06,1452.22
6.5598,1479,1441.99,1440.8,0.01,0,1.17,1440.81,1440.8,1441.97
6.61,1494,1431.9,1430.71,0.01,0,1.18,1430.72,1430.71,1431.89
6.6601,1424,1421.97,1420.78,0.01,0,1.18,1420.79,1420.78,1421.96
6.7102,1419,1412.21,1411.01,0.01,0,1.19,1411.02,1411.01,1412.2
6.7604,1432,1402.62,1401.41,0.01,0,1.2,1401.42,1401.41,1402.61
6.8105,1438,1393.19,1391.98,0.01,0,1.2,1391.99,1391.98,1393.18
6.8607,1430,1383.93,1382.71,0.01,0,1.21,1382.72,1382.71,1383.92
6.9108,1367,1374.83,1373.6,0.01,0,1.22,1373.61,1373.6,1374.82
6.9609,1380,1365.89,1364.65,0.01,0,1.22,1364.66,1364.65,1365.87
7.0111,1460,1357.11,1355.86,0.01,0,1.23,1355.87,1355.86,1357.09
7.0612,1333,1348.48,1347.23,0.01,0,1.24,1347.24,1347.23,1348.47
7.1113,1364,1340.01,1338.74,0.01,0,1.25,1338.75,1338.74,1339.99
7.1615,1309,1331.68,1330.41,0.01,0,1.25,1330.42,1330.41,1331.66
7.2116,1330,1323.5,1322.22,0.01,0,1.26,1322.23,1322.22,1323.48
7.2618,1290,1315.46,1314.18,0.01,0,1.27,1314.19,1314.18,1315.45
7.3119,1343,1307.56,1306.27,0.01,0,1.27,1306.28,1306.27,1307.54
7.362,1329,1299.79,1298.49,0.01,0,1.28,1298.5,1298.49,1299.77
7.4122,1227,1292.16,1290.85,0.01,0,1.29,1290.86,1290.85,1292.14
7.4623,1396,1284.65,1283.33,0.01,0,1.3,1283.34,1283.33,1284.63
7.5124,1334,1277.26,1275.94,0.01,0,1.3,1275.95,1275.94,1277.24
7.5626,1255,1269.99,1268.66,0.01,0,1.31,1268.67,1268.66,1269.97
7.6127,1270,1262.83,1261.5,0.01,0,1.32,1261.51,1261.5,1262.82
7.6629,1256,1255.79,1254.44,0.01,0,1.33,1254.45,1254.44,1255.77
7.713,1237,1248.85,1247.5,0.01,0,1.34,1247.51,1247.5,1248.84
7.7631,1162,1242.01,1240.65,0.01,0,1.34,1240.66,1240.65,1241.99
7.8133,1283,1235.27,1233.9,0.01,0,1.35,1233.91,1233.9,1235.25
7.8634,1221,1228.63,1227.25,0.01,0,1.36,1227.26,1227.25,1228.61
7.9135,1226,1222.07,1220.69,0.01,0,1.37,1220.7,1220.69,1222.06
7.9637,1161,1215.6,1214.21,0.01,0,1.38,1214.22,1214.21,1215.59
8.0138,1163,1209.22,1207.82,0.01,0,1.38,1207.83,1207.82,1209.2
8.064,1213,1202.91,1201.5,0.01,0,1.39,1201.51,1201.5,1202.89
8.1141,1214,1196.68,1195.26,0.01,0,1.4,1195.27,1195.26,1196.66
8.1642,1182,1190.52,1189.1,0.01,0,1.41,1189.11,1189.1,1190.51
8.2144,1192,1184.43,1183,0.01,0,1.42,1183.01,1183,1184.42
8.2645,1175,1178.41,1176.97,0.01,0,1.42,1176.98,1176.97,1178.39
8.3146,1117,1172.45,1171,0.01,0,1.43,1171.01,1171,1172.43
8.3648,1164,1166.54,1165.09,0.01,0,1.44,1165.1,1165.09,1166.53
8.4149,1105,1160.7,1159.24,0.01,0,1.45,1159.25,1159.24,1160.69
8.465,1133,1154.91,1153.44,0.02,0,1.46,1153.46,1153.44,1154.9
8.5152,1166,1149.17,1147.69,0.02,0,1.46,1147.71,1147.69,1149.15
8.5653,1123,1143.49,1142,0.02,0,1.47,1142.02,1142,1143.47
8.6155,1119,1137.85,1136.35,0.02,0,1.48,1136.37,1136.35,1137.83
8.6656,1122,1132.25,1130.74,0.02,0,1.49,1130.76,1130.74,1132.23
8.7157,1138,1126.7,1125.18,0.02,0,1.5,1125.2,1125.18,1126.68
8.7659,1098,1121.18,1119.66,0.02,0,1.51,1119.68,1119.66,1121.17
8.816,1160,1115.71,1114.17,0.02,0,1.52,1114.19,1114.17,1115.69
8.8661,1099,1110.27,1108.73,0.02,0,1.53,1108.75,1108.73,1110.26
8.9163,1156,1104.87,1103.32,0.02,0,1.53,1103.34,1103.32,1104.85
8.9664,1137,1099.5,1097.94,0.02,0,1.54,1097.96,1097.94,1099.48
9.0166,1083,1094.16,1092.59,0.02,0,1.55,1092.61,1092.59,1094.14
9.0667,1096,1088.86,1087.28,0.02,0,1.56,1087.3,1087.28,1088.84
9.1168,1055,1083.58,1081.99,0.02,0,1.57,1082.01,1081.99,1083.56
9.167,1069,1078.33,1076.73,0.02,0,1.58,1076.75,1076.73,1078.31
9.2171,995,1073.11,1071.5,0.02,0,1.59,1071.52,1071.5,1073.09
9.2672,985,1067.92,1066.3,0.02,0,1.6,1066.32,1066.3,1067.9
9.3174,1062,1062.75,1061.12,0.02,0,1.61,1061.14,1061.12,1062.73
9.3675,989,1057.6,1055.96,0.02,0,1.62,1055.98,1055.96,1057.58
9.4177,1064,1052.48,1050.83,0.02,0,1.63,1050.85,1050.83,1052.46
9.4678,1022,1047.38,1045.72,0.02,0,1.64,1045.74,1045.72,1047.36
9.5179,998,1042.3,1040.63,0.02,0,1.65,1040.65,1040.63,1042.28
9.5681,1069,1037.24,1035.56,0.02,0,1.66,1035.58,1035.56,1037.22
9.6182,983,1032.21,1030.52,0.02,0,1.67,1030.54,1030.52,1032.19
9.6683,1056,1027.19,1025.49,0.02,0,1.68,1025.51,1025.49,1027.17
9.7185,1011,1022.2,1020.49,0.02,0,1.69,1020.51,1020.49,1022.18
9.7686,980,1017.22,1015.5,0.02,0,1.7,1015.52,1015.5,1017.2
9.8188,978,1012.27,1010.53,0.02,0,1.71,1010.55,1010.53,1012.24
9.8689,1020,1007.33,1005.59,0.02,0,1.72,1005.61,1005.59,1007.31
9.919,976,1002.41,1000.66,0.02,0,1.74,1000.68,1000.66,1002.4
9.9692,946,997.51,995.75,0.02,0,1.75,995.77,995.75,997.5
10.0193,1042,992.63,990.86,0.02,0,1.76,990.88,990.86,992.62
10.0694,989,987.77,985.98,0.02,0,1.77,986,985.98,987.75
10.1196,950,982.93,981.13,0.02,0,1.78,981.15,981.13,982.91
10.1697,973,978.11,976.3,0.02,0,1.79,976.32,976.3,978.09
10.2198,981,973.3,971.48,0.02,0,1.8,971.5,971.48,973.28
10.27,1024,968.52,966.68,0.02,0,1.82,966.7,966.68,968.5
10.3201,967,963.75,961.9,0.02,0,1.83,961.92,961.9,963.73
10.3703,956,959.01,957.15,0.02,0,1.84,957.17,957.15,958.99
10.4204,985,954.28,952.41,0.02,0,1.85,952.43,952.41,954.26
10.4705,870,949.57,947.69,0.02,0,1.86,947.71,947.69,949.55
10.5207,951,944.88,942.99,0.02,0,1.88,943.01,942.99,944.87
10.5708,959,940.22,938.31,0.02,0,1.89,938.33,938.31,940.2
10.6209,970,935.57,933.65,0.02,0,1.9,933.67,933.65,935.55
10.6711,993,930.94,929.01,0.02,0,1.92,929.03,929.01,930.93
10.7212,917,926.34,924.39,0.02,0,1.93,924.41,924.39,926.32
10.7714,891,921.76,919.8,0.02,0,1.94,919.82,919.8,921.74
10.8215,933,917.2,915.22,0.02,0,1.96,915.24,915.22,917.18
10.8716,965,912.66,910.67,0.02,0,1.97,910.69,910.67,912.64
10.9218,969,908.14,906.14,0.02,0,1.98,906.16,906.14,908.12
10.9719,940,903.65,901.63,0.02,0,2,901.65,901.63,903.63
11.022,876,899.18,897.15,0.02,0,2.01,897.17,897.15,899.16
11.0722,853,894.73,892.69,0.02,0,2.02,892.71,892.69,894.71
11.1223,877,890.31,888.25,0.02,0,2.04,888.27,888.25,890.29
11.1725,908,885.91,883.84,0.02,0,2.05,883.86,883.84,885.89
11.2226,898,881.54,879.45,0.02,0,2.07,879.47,879.45,881.52
11.2727,917,877.19,875.09,0.02,0,2.08,875.11,875.09,877.17
11.3229,902,872.87,870.75,0.02,0,2.1,870.77,870.75,872.85
11.373,848,868.58,866.44,0.02,0,2.11,866.46,866.44,868.55
11.4231,902,864.31,862.16,0.02,0,2.13,862.18,862.16,864.29
11.4733,833,860.07,857.9,0.02,0,2.14,857.92,857.9,860.04
11.5234,931,855.85,853.67,0.02,0,2.16,853.69,853.67,855.83
11.5736,865,851.67,849.47,0.02,0,2.18,849.49,849.47,851.65
11.6237,876,847.51,845.29,0.02,0,2.19,845.31,845.29,847.48
11.6738,879,843.38,841.15,0.02,0,2.21,841.17,841.15,843.36
11.724,810,839.27,837.03,0.02,0,2.22,837.05,837.03,839.25
11.7741,892,835.2,832.94,0.02,0,2.24,832.96,832.94,835.18
11.8242,821,831.16,828.88,0.02,0,2.26,828.9,828.88,831.14
11.8744,810,827.15,824.85,0.02,0,2.27,824.87,824.85,827.12
11.9245,884,823.16,820.85,0.02,0,2.29,820.87,820.85,823.14
11.9746,816,819.21,816.88,0.02,0,2.31,816.9,816.88,819.19
12.0248,823,815.29,812.94,0.02,0,2.33,812.96,812.94,815.27
12.0749,861,811.4,809.03,0.02,0,2.35,809.05,809.03,811.38
12.1251,762,807.54,805.16,0.02,0,2.36,805.18,805.16,807.52
12.1752,772,803.72,801.31,0.02,0,2.38,801.33,801.31,803.69
12.2253,818,799.92,797.5,0.02,0,2.4,797.52,797.5,799.9
12.2755,799,796.16,793.72,0.02,0,2.42,793.74,793.72,796.14
12.3256,749,792.43,789.97,0.02,0,2.44,789.99,789.97,792.41
12.3757,782,788.74,786.26,0.02,0,2.46,786.28,786.26,788.72
12.4259,786,785.08,782.57,0.02,0,2.48,782.59,782.57,785.05
12.476,804,781.45,778.93,0.02,0,2.5,778.95,778.93,781.43
12.5262,812,777.85,775.31,0.02,0,2.52,775.33,775.31,777.83
12.5763,852,774.29,771.73,0.02,0,2.54,771.75,771.73,774.27
12.6264,766,770.77,768.18,0.02,0,2.56,768.2,768.18,770.74
12.6766,731,767.27,764.67,0.02,0,2.58,764.69,764.67,767.25
12.7267,734,763.82,761.19,0.02,0,2.6,761.21,761.19,763.79
12.7768,717,760.39,757.74,0.02,0,2.62,757.76,757.74,760.36
12.827,765,757.01,754.34,0.02,0,2.65,754.36,754.34,756.99
12.8771,806,753.65,750.96,0.02,0,2.67,750.98,750.96,753.63
12.9273,792,750.34,747.62,0.02,0,2.69,747.64,747.62,750.31
12.9774,743,747.06,744.32,0.02,0,2.71,744.34,744.32,747.03
13.0275,747,743.81,741.05,0.02,0,2.74,741.07,741.05,743.79
13.0777,727,740.6,737.81,0.02,0,2.76,737.83,737.81,740.57
13.1278,810,737.42,734.61,0.02,0,2.78,734.63,734.61,737.39
13.1779,761,734.29,731.45,0.02,0,2.81,731.47,731.45,734.26
13.2281,741,731.18,728.32,0.02,0,2.83,728.34,728.32,731.15
13.2782,719,728.12,725.23,0.02,0,2.86,725.25,725.23,728.09
13.3284,726,725.09,722.17,0.02,0,2.88,722.19,722.17,725.05
13.3785,729,722.09,719.15,0.02,0,2.91,719.17,719.15,722.06
13.4286,743,719.13,716.17,0.03,0,2.94,716.2,716.17,719.11
13.4788,742,716.21,713.22,0.03,0,2.96,713.25,713.22,716.18
13.5289,674,713.33,710.31,0.03,0,2.99,710.34,710.31,713.3
13.579,739,710.48,707.43,0.03,0,3.02,707.46,707.43,710.45
13.6292,763,707.66,704.59,0.03,0,3.04,704.62,704.59,707.63
13.6793,741,704.89,701.78,0.03,0,3.07,701.81,701.78,704.85
13.7294,739,702.15,699.02,0.03,0,3.1,699.05,699.02,702.12
13.7796,661,699.44,696.28,0.03,0,3.13,696.31,696.28,699.41
13.8297,673,696.77,693.58,0.03,0,3.16,693.61,693.58,696.74
13.8799,710,694.14,690.92,0.03,0,3.19,690.95,690.92,694.11
13.93,667,691.55,688.29,0.03,0,3.22,688.32,688.29,691.51
13.9801,735,688.99,685.7,0.03,0,3.25,685.73,685.7,688.95
14.0303,744,686.46,683.15,0.03,0,3.28,683.18,683.15,686.43
14.0804,678,683.97,680.63,0.03,0,3.32,680.66,680.63,683.95
14.1305,676,681.52,678.14,0.03,0,3.35,678.17,678.14,681.49
14.1807,671,679.11,675.69,0.03,0,3.38,675.72,675.69,679.07
14.2308,700,676.72,673.28,0.03,0,3.42,673.31,673.28,676.7
14.281,663,674.38,670.9,0.03,0,3.45,670.93,670.9,674.35
14.3311,684,672.07,668.55,0.03,0,3.49,668.58,668.55,672.04
14.3812,663,669.79,666.24,0.03,0,3.52,666.27,666.24,669.76
14.4314,660,667.55,663.97,0.03,0,3.56,664,663.97,667.53
14.4815,646,665.35,661.72,0.03,0,3.59,661.75,661.72,665.31
14.5316,694,663.18,659.52,0.03,0,3.63,659.55,659.52,663.15
14.5818,632,661.05,657.34,0.03,0,3.67,657.37,657.34,661.01
14.6319,668,658.94,655.2,0.03,0,3.71,655.23,655.2,658.91
14.6821,633,656.88,653.1,0.03,0,3.75,653.13,653.1,656.85
14.7322,609,654.85,651.02,0.03,0,3.79,651.05,651.02,654.81
14.7823,625,652.85,648.98,0.03,0,3.83,649.01,648.98,652.81
14.8325,712,650.88,646.98,0.03,0,3.87,647.01,646.98,650.85
14.8826,565,648.95,645,0.03,0,3.92,645.03,645,648.92
14.9327,668,647.06,643.06,0.03,0,3.96,643.09,643.06,647.02
14.9829,654,645.19,641.15,0.03,0,4,641.18,641.15,645.15
15.033,646,643.36,639.28,0.03,0,4.05,639.31,639.28,643.33
15.0832,613,641.56,637.43,0.03,0,4.1,637.46,637.43,641.53
15.1333,662,639.8,635.62,0.03,0,4.14,635.65,635.62,639.76
15.1834,604,638.07,633.84,0.03,0,4.19,633.87,633.84,638.03
15.2336,643,636.37,632.09,0.03,0,4.24,632.12,632.09,636.33
15.2837,603,634.7,630.37,0.03,0,4.29,630.4,630.37,634.66
15.3338,642,633.06,628.68,0.03,0,4.34,628.71,628.68,633.02
15.384,638,631.46,627.03,0.03,0,4.39,627.06,627.03,631.42
15.4341,617,629.88,625.4,0.03,0,4.45,625.43,625.4,629.85
15.4842,598,628.34,623.8,0.03,0,4.5,623.83,623.8,628.3
15.5344,659,626.83,622.23,0.03,0,4.56,622.26,622.23,626.79
15.5845,676,625.35,620.7,0.03,0,4.62,620.73,620.7,625.32
15.6347,588,623.9,619.19,0.03,0,4.67,619.22,619.19,623.86
15.6848,596,622.48,617.71,0.03,0,4.73,617.74,617.71,622.44
15.7349,648,621.09,616.25,0.03,0.01,4.8,616.28,616.26,621.05
15.7851,600,619.73,614.83,0.03,0.01,4.86,614.86,614.84,619.69
15.8352,597,618.4,613.44,0.03,0.01,4.92,613.47,613.45,618.36
15.8853,614,617.1,612.07,0.04,0.01,4.99,612.11,612.08,617.06
15.9355,593,615.83,610.73,0.04,0.01,5.05,610.77,610.74,615.78
15.9856,604,614.58,609.42,0.04,0.01,5.12,609.46,609.43,614.54
16.0358,625,613.37,608.13,0.04,0.01,5.19,608.17,608.14,613.32
16.0859,564,612.18,606.87,0.04,0.01,5.27,606.91,606.88,612.14
16.136,616,611.03,605.64,0.04,0.01,5.34,605.68,605.65,610.98
16.1862,626,609.9,604.43,0.04,0.01,5.42,604.47,604.44,609.85
16.2363,576,608.8,603.25,0.04,0.02,5.5,603.29,603.27,608.75
16.2864,628,607.73,602.09,0.04,0.03,5.58,602.13,602.12,607.67
16.3366,613,606.7,600.96,0.04,0.04,5.66,601,601,606.62
16.3867,564,605.69,599.86,0.04,0.06,5.74,599.9,599.92,605.6
16.4369,577,604.71,598.77,0.04,0.07,5.83,598.81,598.84,604.6
16.487,612,603.73,597.72,0.04,0.05,5.92,597.76,597.77,603.64
16.5371,598,602.77,596.68,0.04,0.04,6.01,596.72,596.72,602.69
16.5873,590,601.84,595.67,0.04,0.02,6.1,595.71,595.69,601.77
16.6374,581,600.94,594.69,0.04,0.02,6.2,594.73,594.71,600.89
16.6875,580,600.07,593.72,0.04,0.01,6.3,593.76,593.73,600.02
16.7377,615,599.23,592.78,0.04,0.01,6.4,592.82,592.79,599.18
16.7878,600,598.42,591.86,0.04,0.01,6.51,591.9,591.87,598.37
16.838,568,597.63,590.96,0.04,0.01,6.62,591,590.97,597.58
16.8881,585,596.87,590.09,0.04,0.01,6.73,590.13,590.1,596.82
16.9382,563,596.13,589.23,0.04,0.01,6.85,589.27,589.24,596.08
16.9884,588,595.42,588.4,0.04,0.01,6.97,588.44,588.41,595.37
17.0385,550,594.73,587.59,0.04,0.01,7.09,587.63,587.6,594.68
17.0886,593,594.07,586.8,0.04,0.01,7.22,586.84,586.81,594.02
17.1388,573,593.43,586.02,0.04,0.01,7.35,586.06,586.03,593.37
17.1889,607,592.81,585.27,0.04,0.01,7.49,585.31,585.28,592.76
17.239,628,592.22,584.54,0.04,0.01,7.63,584.58,584.55,592.17
17.2892,634,591.66,583.83,0.04,0.01,7.78,583.87,583.84,591.61
17.3393,568,591.11,583.13,0.04,0.01,7.93,583.17,583.14,591.06
17.3895,576,590.6,582.45,0.05,0.01,8.09,582.5,582.46,590.54
17.4396,546,590.1,581.8,0.05,0.01,8.26,581.85,581.81,590.06
17.4897,572,589.64,581.16,0.05,0.01,8.43,581.21,581.17,589.59
17.5399,581,589.19,580.53,0.05,0.01,8.6,580.58,580.54,589.13
17.59,595,588.77,579.93,0.05,0.01,8.79,579.98,579.94,588.72
17.6401,603,588.37,579.34,0.05,0.01,8.98,579.39,579.35,588.32
17.6903,608,588,578.77,0.05,0.01,9.18,578.82,578.78,587.95
17.7404,558,587.66,578.22,0.05,0.01,9.39,578.27,578.23,587.61
17.7906,569,587.34,577.68,0.05,0.01,9.6,577.73,577.69,587.28
17.8407,567,587.04,577.15,0.05,0.01,9.83,577.2,577.16,586.98
17.8908,553,586.77,576.65,0.05,0.01,10.07,576.7,576.66,586.72
17.941,579,586.53,576.16,0.05,0.01,10.32,576.21,576.17,586.48
17.9911,545,586.31,575.68,0.05,0.01,10.58,575.73,575.69,586.26
18.0412,562,586.12,575.22,0.05,0.01,10.85,575.27,575.23,586.07
18.0914,559,585.96,574.77,0.05,0.01,11.14,574.82,574.78,585.91
18.1415,555,585.83,574.33,0.05,0.01,11.44,574.38,574.34,585.77
18.1917,568,585.72,573.91,0.05,0.01,11.75,573.96,573.92,585.66
18.2418,590,585.65,573.51,0.05,0.01,12.08,573.56,573.52,585.59
18.2919,604,585.61,573.11,0.05,0.01,12.43,573.16,573.12,585.54
18.3421,571,585.6,572.73,0.06,0.01,12.8,572.79,572.74,585.53
18.3922,607,585.62,572.36,0.06,0.01,13.2,572.42,572.37,585.56
18.4423,520,585.68,572.01,0.06,0.01,13.61,572.07,572.02,585.62
18.4925,604,585.78,571.67,0.06,0.01,14.05,571.73,571.68,585.72
18.5426,546,585.92,571.33,0.06,0.01,14.52,571.39,571.34,585.85
18.5928,567,586.1,571.01,0.06,0.01,15.02,571.07,571.02,586.03
18.6429,568,586.46,570.71,0.06,0.01,15.69,570.77,570.72,586.4
18.693,546,587.91,570.41,0.06,0.01,17.44,570.47,570.42,587.85
18.7432,605,592.65,570.12,0.06,0.01,22.46,570.18,570.13,592.58
18.7933,559,604.32,569.85,0.06,0.01,34.41,569.91,569.86,604.26
18.8434,661,610.47,569.58,0.06,0.01,40.82,569.64,569.59,610.4
18.8936,658,601.26,569.32,0.06,0.01,31.87,569.38,569.33,601.19
18.9437,664,595.54,569.08,0.06,0.01,26.39,569.14,569.09,595.47
18.9938,595,593.21,568.84,0.06,0.01,24.3,568.9,568.85,593.14
19.044,573,592.34,568.61,0.07,0.01,23.65,568.68,568.62,592.26
19.0941,584,592.16,568.39,0.07,0.01,23.69,568.46,568.4,592.08
19.1443,644,592.38,568.18,0.07,0.01,24.12,568.25,568.19,592.3
19.1944,637,592.88,567.98,0.07,0.01,24.82,568.05,567.99,592.8
19.2445,628,593.59,567.79,0.07,0.01,25.72,567.86,567.8,593.51
19.2947,682,594.49,567.6,0.07,0.01,26.81,567.67,567.61,594.41
19.3448,634,595.57,567.43,0.07,0.01,28.06,567.5,567.44,595.49
19.3949,681,596.83,567.26,0.07,0.01,29.5,567.33,567.27,596.76
19.4451,612,598.27,567.09,0.07,0.01,31.1,567.16,567.1,598.19
19.4952,690,599.94,566.94,0.08,0.01,32.92,567.02,566.95,599.86
19.5454,622,601.83,566.79,0.08,0.01,34.96,566.87,566.8,601.75
19.5955,687,604,566.65,0.08,0.01,37.27,566.73,566.66,603.92
19.6456,696,606.46,566.51,0.08,0.01,39.87,566.59,566.52,606.38
19.6958,666,609.28,566.38,0.08,0.01,42.81,566.46,566.39,609.19
19.7459,679,612.51,566.26,0.08,0.01,46.17,566.34,566.27,612.43
19.796,685,616.23,566.14,0.08,0.01,50,566.22,566.15,616.14
19.8462,769,620.54,566.03,0.08,0.01,54.41,566.11,566.04,620.44
19.8963,703,625.54,565.92,0.09,0.01,59.53,566.01,565.93,625.45
19.9465,782,631.41,565.82,0.09,0.01,65.49,565.91,565.83,631.31
19.9966,748,638.34,565.72,0.09,0.01,72.52,565.81,565.73,638.24
20.0467,792,646.61,565.63,0.09,0.01,80.88,565.72,565.64,646.51
20.0969,830,656.45,565.54,0.09,0.01,90.8,565.63,565.55,656.34
20.147,899,668.56,565.46,0.09,0.01,102.99,565.55,565.47,668.45
20.1971,828,683.52,565.38,0.1,0.01,118.03,565.48,565.39,683.41
20.2473,822,702.31,565.3,0.1,0.01,136.89,565.4,565.31,702.19
20.2974,856,726.34,565.23,0.1,0.01,160.99,565.33,565.24,726.22
20.3476,884,757.76,565.16,0.1,0.01,192.48,565.26,565.17,757.64
20.3977,926,799.94,565.1,0.1,0.01,234.72,565.2,565.11,799.82
20.4478,1041,858.41,565.04,0.11,0.01,293.26,565.15,565.05,858.3
20.498,1090,942.77,564.98,0.11,0.01,377.67,565.09,564.99,942.65
20.5481,1164,1070.78,564.92,0.11,0.01,505.73,565.03,564.93,1070.65
20.5982,1334,1278.06,564.87,0.12,0.01,713.06,564.99,564.88,1277.93
20.6484,1799,1642.74,564.82,0.12,0.01,1077.79,564.94,564.83,1642.61
20.6985,2661,2349.4,564.77,0.13,0.01,1784.5,564.9,564.78,2349.27
20.7486,4332,3835.45,564.72,0.14,0.02,3270.57,564.86,564.74,3835.29
20.7988,7498,6837.46,564.68,0.17,0.02,6272.59,564.85,564.7,6837.27
20.8489,10310,10085.56,564.64,0.21,0.02,9520.7,564.85,564.66,10085.34
20.8991,8874,8700.03,564.59,0.2,0.02,8135.22,564.79,564.61,8699.81
20.9492,4930,5144.29,564.56,0.18,0.02,4579.54,564.74,564.58,5144.1
20.9993,2633,2879.56,564.52,0.17,0.02,2314.85,564.69,564.54,2879.37
21.0495,1692,1880.13,564.48,0.17,0.02,1315.46,564.65,564.5,1879.94
21.0996,1312,1403.02,564.44,0.16,0.02,838.39,564.6,564.46,1402.83
21.1497,1123,1144.76,564.41,0.17,0.02,580.16,564.58,564.43,1144.57
21.1999,1006,990.48,564.38,0.17,0.03,425.91,564.55,564.41,990.29
21.25,932,891.3,564.34,0.17,0.03,326.76,564.51,564.37,891.1
21.3002,921,823.9,564.31,0.18,0.03,259.38,564.49,564.34,823.69
21.3503,781,776.07,564.28,0.18,0.03,211.57,564.46,564.31,775.85
21.4004,878,740.93,564.24,0.19,0.04,176.46,564.43,564.28,740.7
21.4506,864,714.4,564.21,0.2,0.04,149.95,564.41,564.25,714.16
21.5007,776,694.03,564.18,0.2,0.05,129.6,564.38,564.23,693.78
21.5508,744,677.84,564.15,0.21,0.06,113.42,564.36,564.21,677.57
21.601,721,664.87,564.11,0.22,0.07,100.47,564.33,564.18,664.58
