Angle,Observed,Calculated,Background,Calcite_nb,Dolomite_nb,Quartz_nb,Calcite,Dolomite,Quartz
39.4498,3313,3058.79,402.02,45.5,0.09,2611.19,447.52,402.11,3013.21
39.4999,3697,3175.98,401.55,55.29,0.09,2719.05,456.84,401.64,3120.6
39.5501,3224,2698.9,401.08,51.44,0.09,2246.29,452.52,401.17,2647.37
39.6002,2373,2113.45,400.62,42.24,0.09,1670.5,442.86,400.71,2071.12
39.6503,1562,1374.81,400.16,29.62,0.1,944.94,429.78,400.26,1345.1
39.7005,1040,975.06,399.7,19.02,0.1,556.25,418.72,399.8,955.95
39.7506,756,784.6,399.24,12.5,0.11,372.75,411.74,399.35,771.99
39.8008,721,687.58,398.78,8.69,0.11,279.99,407.47,398.89,678.77
39.8509,623,636.61,398.33,6.36,0.12,231.81,404.69,398.45,630.14
39.901,582,612.63,397.88,4.86,0.13,209.77,402.74,398.01,607.65
39.9512,609,608.35,397.42,3.84,0.14,206.95,401.26,397.56,604.37
40.0013,582,622.79,396.98,3.11,0.15,222.55,400.09,397.13,619.53
40.0514,642,659.48,396.53,2.59,0.16,260.2,399.12,396.69,656.73
40.1016,734,728.39,396.08,2.19,0.18,329.94,398.27,396.26,726.02
40.1517,823,850.38,395.64,1.88,0.19,452.67,397.52,395.83,848.31
40.2019,1079,1063,395.2,1.64,0.21,665.95,396.84,395.41,1061.15
40.252,1425,1354.97,394.76,1.44,0.24,958.52,396.2,395,1353.28
40.3021,1508,1505.76,394.32,1.29,0.27,1109.88,395.61,394.59,1504.2
40.3523,1495,1411.69,393.89,1.16,0.31,1016.34,395.05,394.2,1410.23
40.4024,1223,1228.21,393.46,1.05,0.35,833.35,394.51,393.81,1226.81
40.4525,1031,984.35,393.02,0.96,0.4,589.97,393.98,393.42,982.99
40.5027,798,783.15,392.59,0.88,0.46,389.21,393.47,393.05,781.8
40.5528,658,658.42,392.17,0.82,0.55,264.88,392.99,392.72,657.05
40.603,584,584.1,391.74,0.76,0.66,190.93,392.5,392.4,582.67
40.6531,527,537.9,391.32,0.72,0.82,145.04,392.04,392.14,536.36
40.7032,499,507.6,390.9,0.67,1.04,114.99,391.57,391.94,505.89
40.7534,497,486.82,390.48,0.64,1.37,94.34,391.12,391.85,484.82
40.8035,460,472.09,390.06,0.61,1.86,79.57,390.67,391.92,469.63
40.8536,452,461.52,389.64,0.58,2.62,68.69,390.22,392.26,458.33
40.9038,459,454.1,389.23,0.56,3.84,60.47,389.79,393.07,449.7
40.9539,459,449.46,388.81,0.54,5.93,54.18,389.35,394.74,442.99
41.0041,451,447.32,388.4,0.52,9.04,49.35,388.92,397.44,437.75
41.0542,455,445.56,387.99,0.5,11.26,45.8,388.49,399.25,433.79
41.1043,461,442.4,387.59,0.49,10.65,43.67,388.08,398.24,431.26
41.1545,438,439.65,387.18,0.48,8.95,43.04,387.66,396.13,430.22
41.2046,449,434.8,386.78,0.47,6.5,41.05,387.25,393.28,427.83
41.2547,455,429.15,386.38,0.46,4.22,38.1,386.84,390.6,424.48
41.3049,446,425.4,385.98,0.46,2.75,36.21,386.44,388.73,422.19
41.355,461,423.05,385.58,0.45,1.9,35.12,386.03,387.48,420.7
41.4052,437,421.58,385.18,0.45,1.38,34.56,385.63,386.56,419.74
41.4553,460,420.71,384.79,0.45,1.04,34.43,385.24,385.83,419.22
41.5054,425,420.36,384.4,0.45,0.82,34.7,384.85,385.22,419.1
41.5556,417,420.48,384.01,0.45,0.66,35.36,384.46,384.67,419.37
41.6057,400,421.08,383.62,0.46,0.54,36.46,384.08,384.16,420.08
41.6558,446,422.2,383.23,0.46,0.46,38.05,383.69,383.69,421.28
41.706,383,423.94,382.85,0.47,0.39,40.23,383.32,383.24,423.08
41.7561,425,426.42,382.46,0.48,0.34,43.14,382.94,382.8,425.6
41.8062,426,429.83,382.08,0.49,0.3,46.96,382.57,382.38,429.04
41.8564,454,434.47,381.7,0.5,0.26,52,382.2,381.96,433.7
41.9065,460,440.76,381.32,0.52,0.24,58.68,381.84,381.56,440
41.9567,449,449.38,380.95,0.54,0.21,67.68,381.49,381.16,448.63
42.0068,525,461.39,380.57,0.56,0.2,80.07,381.13,380.77,460.64
42.0569,508,478.58,380.2,0.58,0.18,97.62,380.78,380.38,477.82
42.1071,567,504.03,379.83,0.61,0.17,123.43,380.44,380,503.26
42.1572,550,543.18,379.46,0.64,0.15,162.92,380.1,379.61,542.38
42.2073,701,605.22,379.09,0.68,0.14,225.3,379.77,379.23,604.39
42.2575,851,704.66,378.73,0.73,0.14,325.07,379.46,378.87,703.8
42.3076,1063,877.86,378.36,0.79,0.13,498.58,379.15,378.49,876.94
42.3578,1486,1242.62,378,0.86,0.12,863.64,378.86,378.12,1241.64
42.4079,1915,1966.72,377.64,0.96,0.12,1588.01,378.6,377.76,1965.65
42.458,2373,2405.72,377.28,1.05,0.11,2027.28,378.33,377.39,2404.56
42.5082,2132,2041.4,376.92,1.15,0.11,1663.22,378.07,377.03,2040.14
42.5583,1808,1793.11,376.57,1.28,0.11,1415.16,377.85,376.68,1791.73
42.6084,1432,1284.39,376.22,1.44,0.1,906.62,377.66,376.32,1282.84
42.6586,1051,880.84,375.86,1.67,0.1,503.2,377.53,375.96,879.06
42.7087,797,681.49,375.51,1.98,0.1,303.9,377.49,375.61,679.41
42.7589,649,580.47,375.16,2.33,0.1,202.87,377.49,375.26,578.03
42.809,538,523.58,374.82,2.73,0.1,145.93,377.55,374.92,520.75
42.8591,516,488.68,374.47,3.29,0.1,110.82,377.76,374.57,485.29
42.9093,428,466,374.13,4.1,0.1,87.66,378.23,374.23,461.79
42.9594,445,450.77,373.79,5.31,0.11,71.57,379.1,373.9,445.36
43.0095,479,440.6,373.45,7.11,0.11,59.93,380.56,373.56,433.38
43.0597,391,434.34,373.11,9.88,0.11,51.23,382.99,373.22,424.34
43.1098,427,431.8,372.77,14.35,0.12,44.56,387.12,372.89,417.33
43.16,467,433.85,372.44,21.96,0.13,39.33,394.4,372.57,411.77
43.2101,458,440.77,372.1,33.38,0.14,35.15,405.48,372.24,407.25
43.2602,476,445.6,371.77,41.91,0.15,31.77,413.68,371.92,403.54
43.3104,398,440.55,371.44,39.95,0.17,28.99,411.39,371.61,400.43
43.3605,429,432.2,371.11,34.22,0.19,26.68,405.33,371.3,397.79
43.4106,416,421.64,370.78,25.88,0.23,24.75,396.66,371.01,395.53
43.4608,403,410.98,370.46,17.13,0.28,23.12,387.59,370.74,393.58
43.5109,390,403.44,370.13,11.23,0.35,21.73,381.36,370.48,391.86
43.561,409,398.57,369.81,7.75,0.46,20.55,377.56,370.27,390.36
43.6112,399,395.34,369.49,5.69,0.63,19.54,375.18,370.12,389.03
43.6613,395,393.13,369.17,4.38,0.91,18.67,373.55,370.08,387.84
43.7115,382,391.59,368.85,3.46,1.37,17.92,372.31,370.22,386.77
43.7616,396,390.4,368.53,2.78,1.8,17.28,371.31,370.33,385.81
43.8117,378,389.05,368.22,2.3,1.81,16.73,370.52,370.03,384.95
43.8619,380,387.7,367.9,1.94,1.6,16.26,369.84,369.5,384.16
43.912,381,386.41,367.59,1.67,1.29,15.86,369.26,368.88,383.45
43.9621,404,385.18,367.28,1.45,0.91,15.54,368.73,368.19,382.82
44.0123,369,384.17,366.97,1.29,0.64,15.27,368.26,367.61,382.24
44.0624,375,383.36,366.66,1.15,0.48,15.06,367.81,367.14,381.72
44.1126,421,382.71,366.36,1.04,0.4,14.91,367.4,366.76,381.27
44.1627,370,382.16,366.05,0.95,0.35,14.81,367,366.4,380.86
44.2128,378,381.71,365.75,0.88,0.33,14.76,366.63,366.08,380.51
44.263,395,381.34,365.44,0.81,0.32,14.76,366.25,365.76,380.2
44.3131,366,381.05,365.14,0.76,0.33,14.81,365.9,365.47,379.95
44.3632,393,380.83,364.84,0.72,0.35,14.92,365.56,365.19,379.76
44.4134,404,380.7,364.55,0.68,0.39,15.08,365.23,364.94,379.63
44.4635,386,380.65,364.25,0.64,0.45,15.3,364.89,364.7,379.55
44.5137,403,380.71,363.95,0.62,0.55,15.59,364.57,364.5,379.54
44.5638,355,380.88,363.66,0.59,0.68,15.95,364.25,364.34,379.61
44.6139,360,381.22,363.37,0.57,0.88,16.4,363.94,364.25,379.77
44.6641,411,381.79,363.08,0.55,1.18,16.97,363.63,364.26,380.05
44.7142,379,382.7,362.79,0.54,1.66,17.71,363.33,364.45,380.5
44.7643,370,384.15,362.5,0.53,2.46,18.66,363.03,364.96,381.16
44.8145,399,386.44,362.21,0.52,3.77,19.94,362.73,365.98,382.15
44.8646,392,389.48,361.93,0.51,5.28,21.76,362.44,367.21,383.69
44.9147,371,392.39,361.64,0.5,5.67,24.57,362.14,367.31,386.21
44.9649,385,395.99,361.36,0.5,5.04,29.09,361.86,366.4,390.45
45.015,430,400.61,361.08,0.5,4.19,34.85,361.58,365.27,395.93
45.0652,415,402.09,360.8,0.49,2.99,37.81,361.29,363.79,398.61
45.1153,420,400.81,360.52,0.49,1.96,37.84,361.01,362.48,398.36
45.1654,401,400.82,360.24,0.5,1.31,38.77,360.74,361.55,399.01
45.2156,419,403.03,359.96,0.5,0.92,41.65,360.46,360.88,401.61
45.2657,430,407.39,359.69,0.5,0.69,46.51,360.19,360.38,406.2
45.3158,447,414.13,359.41,0.51,0.53,53.68,359.92,359.94,413.09
45.366,487,424.03,359.14,0.52,0.42,63.95,359.66,359.56,423.09
45.4161,489,438.52,358.87,0.52,0.35,78.78,359.39,359.22,437.65
45.4663,436,460.33,358.6,0.53,0.29,100.91,359.13,358.89,459.51
45.5164,529,493.68,358.33,0.55,0.25,134.56,358.88,358.58,492.89
45.5665,593,545.29,358.06,0.56,0.23,186.45,358.62,358.29,544.51
45.6167,667,627.05,357.79,0.57,0.21,268.48,358.36,358,626.27
45.6668,842,778.9,357.52,0.59,0.19,420.59,358.11,357.71,778.11
45.7169,1190,1108.38,357.26,0.61,0.17,750.34,357.87,357.43,1107.6
45.7671,1484,1665.55,356.99,0.63,0.15,1307.78,357.62,357.14,1664.77
45.8172,1510,1765.47,356.73,0.66,0.13,1407.95,357.39,356.86,1764.68
45.8674,1356,1487.37,356.47,0.68,0.12,1130.09,357.15,356.59,1486.56
45.9175,1265,1343.14,356.21,0.71,0.11,986.11,356.92,356.32,1342.32
45.9676,950,986.8,355.95,0.74,0.1,630,356.69,356.05,985.95
46.0178,722,710.85,355.69,0.78,0.1,354.28,356.47,355.79,709.97
46.0679,559,573.86,355.44,0.82,0.09,217.52,356.26,355.53,572.96
46.118,493,503.34,355.18,0.87,0.08,147.21,356.05,355.26,502.39
46.1682,455,463.1,354.92,0.92,0.08,107.18,355.84,355,462.1
46.2183,459,438.06,354.67,0.98,0.08,82.33,355.65,354.75,437
46.2685,452,421.4,354.42,1.05,0.07,65.87,355.47,354.49,420.29
46.3186,430,409.76,354.17,1.12,0.07,54.4,355.29,354.24,408.57
46.3687,366,401.29,353.91,1.21,0.07,46.1,355.12,353.98,400.01
46.4189,377,394.94,353.66,1.31,0.06,39.9,354.97,353.72,393.56
46.469,369,390.07,353.42,1.43,0.06,35.16,354.85,353.48,388.58
46.5191,385,386.25,353.17,1.57,0.06,31.46,354.74,353.23,384.63
46.5693,361,383.23,352.92,1.73,0.06,28.52,354.65,352.98,381.44
46.6194,348,380.82,352.68,1.92,0.06,26.16,354.6,352.74,378.84
46.6696,421,378.89,352.43,2.16,0.06,24.24,354.59,352.49,376.67
46.7197,405,377.37,352.19,2.46,0.06,22.66,354.65,352.25,374.85
46.7698,393,376.2,351.94,2.83,0.05,21.36,354.77,351.99,373.3
46.82,360,375.36,351.7,3.32,0.05,20.29,355.02,351.75,371.99
46.8701,410,374.87,351.46,3.96,0.05,19.39,355.42,351.51,370.85
46.9202,410,374.76,351.22,4.84,0.05,18.65,356.06,351.27,369.87
46.9704,377,375.13,350.98,6.07,0.05,18.03,357.05,351.03,369.01
47.0205,395,376.16,350.74,7.84,0.05,17.52,358.58,350.79,368.26
47.0706,342,378.24,350.5,10.58,0.05,17.11,361.08,350.55,367.61
47.1208,376,382.1,350.27,15.01,0.05,16.77,365.28,350.32,367.04
47.1709,370,387.83,350.03,21.24,0.05,16.51,371.27,350.08,366.54
47.2211,383,392.07,349.8,25.92,0.05,16.31,375.72,349.85,366.11
47.2712,402,392.49,349.56,26.71,0.05,16.17,376.27,349.61,365.73
47.3213,395,392.97,349.33,27.51,0.05,16.08,376.84,349.38,365.41
47.3715,381,394.18,349.1,29,0.05,16.04,378.1,349.15,365.14
47.4216,383,397.96,348.87,33,0.05,16.04,381.87,348.92,364.91
47.4717,389,408.2,348.63,43.42,0.05,16.09,392.05,348.68,364.72
47.5219,393,423.51,348.4,58.87,0.06,16.18,407.27,348.46,364.58
47.572,386,429.95,348.17,65.4,0.06,16.31,413.57,348.23,364.48
47.6222,425,423.42,347.95,58.93,0.06,16.49,406.88,348.01,364.44
47.6723,436,415.31,347.72,50.84,0.06,16.7,398.56,347.78,364.42
47.7224,407,403.66,347.49,39.16,0.06,16.95,386.65,347.55,364.44
47.7726,355,391.37,347.27,26.8,0.06,17.24,374.07,347.33,364.51
47.8227,378,383.08,347.04,18.4,0.06,17.57,365.44,347.1,364.61
47.8728,387,378.25,346.82,13.42,0.07,17.95,360.24,346.89,364.77
47.923,332,375.5,346.59,10.47,0.07,18.37,357.06,346.66,364.96
47.9731,368,373.98,346.37,8.7,0.07,18.84,355.07,346.44,365.21
48.0233,353,373.25,346.15,7.67,0.07,19.36,353.82,346.22,365.51
48.0734,356,373.08,345.92,7.15,0.08,19.93,353.07,346,365.85
48.1235,369,373.39,345.7,7.05,0.08,20.56,352.75,345.78,366.26
48.1737,382,374.16,345.48,7.34,0.08,21.25,352.82,345.56,366.73
48.2238,388,375.45,345.26,8.09,0.09,22.01,353.35,345.35,367.27
48.2739,400,377.4,345.04,9.42,0.09,22.84,354.46,345.13,367.88
48.3241,381,380.22,344.82,11.55,0.1,23.75,356.37,344.92,368.57
48.3742,414,384.36,344.61,14.9,0.1,24.75,359.51,344.71,369.36
48.4244,405,390.69,344.39,20.34,0.11,25.85,364.73,344.5,370.24
48.4745,377,401.03,344.17,29.68,0.12,27.05,373.85,344.29,371.22
48.5246,407,417.11,343.96,44.64,0.13,28.38,388.6,344.09,372.34
48.5748,415,433.07,343.74,59.34,0.15,29.84,403.08,343.89,373.58
48.6249,416,435.08,343.53,59.93,0.16,31.46,403.46,343.69,374.99
48.675,450,429.46,343.31,52.72,0.18,33.25,396.03,343.49,376.56
48.7252,377,423.07,343.1,44.53,0.21,35.23,387.63,343.31,378.33
48.7753,431,412.96,342.88,32.38,0.25,37.45,375.26,343.13,380.33
48.8254,402,404.42,342.67,21.52,0.3,39.93,364.19,342.97,382.6
48.8756,393,400.1,342.46,14.56,0.36,42.71,357.02,342.82,385.17
48.9257,383,398.94,342.25,10.36,0.46,45.86,352.61,342.71,388.11
48.9759,380,399.84,342.04,7.74,0.61,49.45,349.78,342.65,391.49
49.026,410,402.29,341.83,6.01,0.86,53.59,347.84,342.69,395.42
49.0761,406,406.15,341.62,4.82,1.26,58.46,346.44,342.88,400.08
49.1263,403,411.56,341.41,3.97,1.76,64.42,345.38,343.17,405.83
49.1764,424,418.65,341.2,3.33,1.96,72.16,344.53,343.16,413.36
49.2265,439,426.36,340.99,2.84,1.79,80.73,343.83,342.78,421.72
49.2767,425,432.52,340.78,2.46,1.59,87.68,343.24,342.37,428.46
49.3268,450,440.09,340.58,2.16,1.29,96.07,342.74,341.87,436.65
49.377,435,450.34,340.37,1.91,0.96,107.1,342.28,341.33,447.47
49.4271,427,463.56,340.16,1.7,0.74,120.95,341.86,340.9,461.11
49.4772,456,480.31,339.96,1.53,0.62,138.2,341.49,340.58,478.16
49.5274,418,501.59,339.75,1.39,0.56,159.88,341.14,340.31,499.63
49.5775,480,529,339.55,1.27,0.55,187.63,340.82,340.1,527.18
49.6276,463,564.4,339.34,1.16,0.58,223.32,340.5,339.92,562.66
49.6778,557,609.96,339.14,1.07,0.63,269.13,340.21,339.77,608.27
49.7279,575,671.59,338.93,0.99,0.72,330.95,339.92,339.65,669.88
49.7781,634,757.04,338.73,0.92,0.86,416.54,339.65,339.59,755.27
49.8282,762,878.64,338.53,0.85,1.06,538.2,339.38,339.59,876.73
49.8783,906,1053.49,338.32,0.8,1.36,713.01,339.12,339.68,1051.33
49.9285,1236,1310.82,338.12,0.75,1.8,970.15,338.87,339.92,1308.27
49.9786,1660,1713.83,337.92,0.7,2.52,1372.69,338.62,340.44,1710.61
50.0287,2388,2388.9,337.72,0.66,3.74,2046.78,338.38,341.46,2384.5
50.0789,3505,3445.7,337.51,0.63,5.51,3102.05,338.14,343.02,3439.56
50.129,4704,4480.53,337.31,0.59,6.79,4135.84,337.9,344.1,4473.15
50.1792,4671,4551.55,337.11,0.56,6.46,4207.42,337.67,343.57,4544.53
50.2293,4215,4057.71,336.91,0.53,5.74,3714.53,337.44,342.65,4051.44
50.2794,3592,3528.45,336.71,0.51,4.88,3186.35,337.22,341.59,3523.06
50.3296,2639,2718.73,336.51,0.48,3.64,2378.09,336.99,340.15,2714.6
50.3797,1817,1936.14,336.31,0.46,2.66,1596.71,336.77,338.97,1933.02
50.4298,1307,1416.84,336.11,0.44,2.12,1078.16,336.55,338.23,1414.27
50.48,950,1105,335.92,0.42,1.89,766.77,336.34,337.81,1102.69
50.5301,821,920.62,335.72,0.41,1.9,582.6,336.13,337.62,918.32
50.5802,723,820.23,335.52,0.39,2.11,482.21,335.91,337.63,817.73
50.6304,712,761.92,335.32,0.38,2.56,423.67,335.7,337.88,758.99
50.6805,630,685.93,335.12,0.37,3.38,347.06,335.49,338.5,682.18
50.7307,624,627.65,334.93,0.36,4.84,287.53,335.29,339.77,622.46
50.7808,562,586.76,334.73,0.35,7.02,244.66,335.08,341.75,579.39
50.8309,507,538.85,334.53,0.35,8.79,195.19,334.88,343.32,529.72
